Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train VAE BCE Loss,train VAE BCELogits Loss,train VAE MSE Loss,train VAE MAE Loss,train VAE SSIM Loss,train VAE 0 White MAE Loss,train VAE 0 Black MAE Loss,train VAE H White MAE Loss,train VAE H Black MAE Loss,train VAE I White MAE Loss,train VAE I Black MAE Loss,train VAE J White MAE Loss,train VAE J Black MAE Loss,train VAE K White MAE Loss,train VAE K Black MAE Loss,train VAE L White MAE Loss,train VAE L Black MAE Loss,train VAE M White MAE Loss,train VAE M Black MAE Loss,train VAE N White MAE Loss,train VAE N Black MAE Loss,test VAE BCE Loss,test VAE BCELogits Loss,test VAE MSE Loss,test VAE MAE Loss,test VAE SSIM Loss,test VAE 0 White MAE Loss,test VAE 0 Black MAE Loss,test VAE H White MAE Loss,test VAE H Black MAE Loss,test VAE I White MAE Loss,test VAE I Black MAE Loss,test VAE J White MAE Loss,test VAE J Black MAE Loss,test VAE K White MAE Loss,test VAE K Black MAE Loss,test VAE L White MAE Loss,test VAE L Black MAE Loss,test VAE M White MAE Loss,test VAE M Black MAE Loss,test VAE N White MAE Loss,test VAE N Black MAE Loss
VariationalAutoencoder,0.0001,8.0,40.0,True,10.0,0.000121490763766425,0.000317370066685336,1.9932564880166736e-05,3.7901379567171844e-05,0.0007903753641709213,2.472348777311189e-05,0.0,4.1163167251007896e-05,0.0004878487970147814,2.6101590732910803e-05,0.000748224716101374,2.7611459206257547e-05,0.0007928898824112756,2.3521110415458678e-05,0.0008376132696866989,1.8881452602467367e-05,0.0008681594261101314,3.1581161809819085e-05,0.0008603488760335105,2.0694449943091187e-05,0.0008758190487112318,0.0005469317237536113,0.0014751788228750228,8.094074049343665e-05,0.000175435251245896,0.0036887124326292534,0.00010115890763700009,0.0,0.00022693838303287824,0.001979617526133855,0.00012559269865353902,0.003211698929468791,0.00018144825783868632,0.00390624130765597,0.00010167603225757678,0.004026823739210764,0.00015673376619815827,0.004046879957119624,0.0001137012771020333,0.003935069094101588,0.00010021658769498269,0.003981920331716538
VariationalAutoencoder,0.0001,8.0,40.0,True,11.0,0.00012189823069742747,0.00031701318387474333,1.913996446611626e-05,3.854740810181413e-05,0.000785266655632801,2.35235651156732e-05,0.0,3.9073701814881394e-05,0.0003801333052771432,3.066933713853359e-05,0.0006493662084851946,2.940854589853968e-05,0.0008213027247360775,2.2769990443651165e-05,0.0008247598473514829,2.568142455337303e-05,0.0008607359336955207,2.1190987899899484e-05,0.0008544149143355234,2.2236680212829793e-05,0.000864586393748011,0.0005270959809422493,0.0014703816423813501,7.586663123220206e-05,0.0001668422482907772,0.0036882011457681995,8.548129505167404e-05,0.0,0.00022297951703270275,0.0017012648284435272,0.00013961237855255603,0.002835493286450704,9.391142521053553e-05,0.003953782469034195,0.0001133034626642863,0.0040122305353482565,0.00012628957629203796,0.0038285911083221435,0.00012676937816043696,0.0039468804995218916,0.00010238386069734891,0.004026698817809423
VariationalAutoencoder,0.0001,8.0,40.0,True,12.0,0.00011805474225963865,0.00031576632921184814,1.7963361460715533e-05,3.511674169983183e-05,0.0007910326635172377,1.762488723865577e-05,0.0,3.101861969168697e-05,0.00031272457646472113,2.8768560982176236e-05,0.0006891828562532152,2.8399973442511898e-05,0.0006944736199719565,2.0382797811180352e-05,0.0008687180067811694,1.8622104211577348e-05,0.0008695296411003386,2.2332483370389256e-05,0.0008514946060521262,2.265860925295523e-05,0.0008699400084359305,0.0005262887105345726,0.0014691931505997975,7.768088641266027e-05,0.00015998032564918201,0.0037187618990763786,8.697313411782185e-05,0.0,0.00020701152582963306,0.001718150203426679,0.00014238064177334308,0.003118311365445455,0.0001057696295902133,0.0039738379418849945,9.297411112735669e-05,0.003962089121341705,0.00011267554170141617,0.004064470777908961,9.80993111928304e-05,0.0039508563776810965,0.00010378533819069466,0.003972063958644867
VariationalAutoencoder,0.0001,8.0,40.0,True,13.0,0.0001181059650012425,0.0003157734072634152,1.793816585892013e-05,3.59342699604375e-05,0.0007855676164464279,1.6201957727649383e-05,0.0,3.0457740649580956e-05,0.0002947422010557992,3.2185373960861136e-05,0.0006832939173494067,2.9255030676722525e-05,0.0006683503410645894,2.272355736100248e-05,0.00083265235381467,2.1545111667364836e-05,0.0008651398654494967,2.626917391483273e-05,0.0008807179118905748,1.705965758966548e-05,0.000871238112449646,0.0005032162802914779,0.0014656697710355123,7.360378901163736e-05,0.0001533379623045524,0.0037134306282582126,8.515579781184593e-05,0.0,0.00020471806637942792,0.0019541664669911066,0.00015440812955300014,0.0023135960102081297,0.00010847151279449462,0.0036057015260060627,7.669482535372178e-05,0.003974831104278565,9.860456145058075e-05,0.003966635713974635,8.984326850622893e-05,0.004069207360347112,9.078156823913256e-05,0.003898505866527557
VariationalAutoencoder,0.0001,8.0,40.0,True,14.0,0.00011754525559289114,0.0003148644098213741,1.7621381474392754e-05,3.272094763815403e-05,0.0007951473308207475,1.5064641567213194e-05,0.0,2.8443585948220322e-05,0.0002997670056564467,2.519194968044758e-05,0.0006301440298557281,2.0503663524453128e-05,0.0007704482014690127,2.2120271543306963e-05,0.0008569232055119105,1.670608762651682e-05,0.0008677919528314045,2.4764322941856723e-05,0.000881938316992351,1.8872041255235673e-05,0.0008637066398348127,0.0005356638381878535,0.0014652450879414876,7.696326356381178e-05,0.0001484764739871025,0.0037298992249860034,7.636057368169229e-05,0.0,0.00018512777363260586,0.0017965627213319144,0.00016348217613995075,0.002679490794738134,0.0001088019460439682,0.0039939117928346,7.328041829168797e-05,0.004020425180594127,9.16375390564402e-05,0.004045682897170385,8.182700257748365e-05,0.004081110159556071,6.95748720318079e-05,0.004097197453180949
VariationalAutoencoder,0.0001,8.0,40.0,True,15.0,0.0001148939531828676,0.00031474871294839043,1.6786000092646907e-05,3.2855523750185965e-05,0.000794159960315624,2.1222998787249837e-05,0.0,2.3058169920529638e-05,0.00029378490788596015,2.5059350965810672e-05,0.0006394653448036739,2.3117703053035906e-05,0.0007273535643305098,1.9749922544828484e-05,0.0008702264300414494,1.995280451540436e-05,0.0008668523813996996,1.850686967372894e-05,0.0008749740464346749,1.8950160925409625e-05,0.0008447139390877315,0.0005311520770192146,0.0014641062666972478,7.536860648542643e-05,0.000148938891167442,0.0037176662154148137,8.057740051299333e-05,0.0,0.00017415032101174196,0.0016521054009596507,0.00013458638762434323,0.002727980663379033,0.00016456524220605692,0.003400186449289322,8.809345308691263e-05,0.0039934960504372915,9.619771347691615e-05,0.0039716976384321845,7.947678677737713e-05,0.004027362167835236,7.591811008751392e-05,0.0040838400522867834
VariationalAutoencoder,0.0001,8.0,40.0,True,16.0,0.00012250752853495733,0.00031502140419823783,1.8038173272673572e-05,3.423246754599469e-05,0.0007892391844545316,1.5828999624188456e-05,0.0,2.5005177927336522e-05,0.0002463475135820253,2.4075378730360952e-05,0.0006672346166202,2.8674650405134475e-05,0.0006295055150985718,1.835911867341825e-05,0.0008631006415401187,2.5363283098808357e-05,0.000867686846426555,1.910463407901781e-05,0.00087188578077725,2.106169205425041e-05,0.0008761352194207056,0.0005169460549950599,0.0014633809526761372,7.329285920908054e-05,0.00014663999900221825,0.0037285599609870965,9.225235941509405e-05,0.0,0.00016996441408991813,0.0015872422605752944,0.00011402454692870379,0.0027533034483591718,9.325054318954547e-05,0.0037363770107428232,9.872143467267354e-05,0.003977158417304357,9.099092955390612e-05,0.0040040619671344755,9.649514686316252e-05,0.003988201667865118,8.191467107584079e-05,0.004069263984759649
VariationalAutoencoder,0.0001,8.0,40.0,True,17.0,0.0001151861489883491,0.00031487212649413516,1.6891364274280412e-05,3.4358688364071506e-05,0.00078980647919192,2.0702499231057507e-05,0.0,2.8152946781899246e-05,0.00018026548038635936,2.6246938588363785e-05,0.0006740954837628773,3.08690858738763e-05,0.0006308221391269139,2.177283666761858e-05,0.0008602279637541089,2.2190094127186706e-05,0.0008580366947821208,2.135634422302246e-05,0.000868300987141473,1.8008987951491562e-05,0.0008736930787563324,0.0004889021938045819,0.001462064931790034,6.723805175473293e-05,0.00014729771452645461,0.003723012613171804,8.891561689476173e-05,0.0,0.0001407130000491937,0.001449336732427279,0.00013852580450475217,0.002494192868471146,8.56071167315046e-05,0.003751381238301595,0.00010755534749478102,0.0037275771299997967,0.0001299010356888175,0.003907140841086705,9.35862073674798e-05,0.004023171216249466,0.0001147346260646979,0.003997674584388733
VariationalAutoencoder,0.0001,8.0,40.0,True,18.0,0.00011706923001578876,0.00031414250177996497,1.649060785504324e-05,3.150565483208214e-05,0.0007952124738339915,1.8176110461354256e-05,0.0,2.513930168268936e-05,0.00020417932953153338,2.1818170457014016e-05,0.0006507742085627147,2.6211182453802653e-05,0.0006561050457613808,2.041198978466647e-05,0.0008595074926103864,1.826091070792505e-05,0.0008780875376292638,1.8953362346759866e-05,0.0008515397352831704,1.7999247315206697e-05,0.0008649084184850966,0.0004993941324452559,0.0014591700086990993,6.691738963127136e-05,0.0001378493228306373,0.0037269320286565993,8.208872750401497e-05,0.0,0.00012253435949484507,0.001294937605659167,0.00012203243095427751,0.0025698818266391755,0.0001311317862321933,0.00362095907330513,9.610229171812535e-05,0.003918896118799846,0.000104201080588003,0.004057444135348002,8.66230499620239e-05,0.004014927397171656,8.626968289415042e-05,0.004117287943760554
VariationalAutoencoder,0.0001,8.0,40.0,True,19.0,0.00011865332988756044,0.000314757414162159,1.7534351042870965e-05,3.358169924467802e-05,0.000790146760201064,2.0433849255953517e-05,0.0,2.683031073372279e-05,0.0002277188003063202,2.7836704560156378e-05,0.0006344048040253775,3.0370222936783518e-05,0.0006309856261525835,1.681507897696325e-05,0.0008567084691354207,2.1058239508420228e-05,0.0008588020290647234,1.950518593990377e-05,0.0008682083870683397,1.7980595917574e-05,0.0008753179439476558,0.0004920671693980694,0.0014610402286052704,6.82438878963391e-05,0.00014102960315843423,0.0037391822420830066,8.77834390848875e-05,0.0,0.0001262766153862079,0.001291966438293457,0.0001121088241537412,0.0028279992441336316,0.00014980410536130268,0.003656869133313497,9.3562218050162e-05,0.003929139673709869,0.00011941128565619389,0.003864002227783203,8.667599565039078e-05,0.004066731532414754,0.00010241853694121043,0.003928758949041366
VariationalAutoencoder,0.0001,8.0,40.0,True,20.0,0.00011188490316271782,0.000314217566379479,1.627487695908972e-05,3.2284909061023165e-05,0.0007930238923440025,1.900989529011505e-05,0.0,2.1662940603813954e-05,0.00025806999100106104,2.5452254340052606e-05,0.0005989351442881993,2.455482691792505e-05,0.0006171196699142456,2.0980337701205696e-05,0.0008657827441181455,2.2092355149132865e-05,0.0008671884558030537,2.0980449127299444e-05,0.0008746450500828879,1.878591553707208e-05,0.0008563471691949027,0.0005113176380594571,0.0014634348452091217,7.0883232789735e-05,0.0001500961525986592,0.0037030960678984754,0.00010330697211126486,0.0,0.00014542927965521812,0.0014336764812469482,0.00013219712612529597,0.0025572034219900766,0.00016100024804472924,0.0033567113180955253,0.0001004597715412577,0.003993308792511622,0.00010923596564680338,0.0038727829853693646,0.0001040664811929067,0.004030680159727732,8.503554854542018e-05,0.004076461245616277
VariationalAutoencoder,0.0001,8.0,40.0,True,21.0,0.00011067937261291913,0.00031389591417142326,1.57616483712835e-05,3.1873340984540325e-05,0.0007912086401609616,2.2376558211232934e-05,0.0,2.783114489700113e-05,0.00020857428067496845,2.6262771072132248e-05,0.0005842465907335281,2.448291883670858e-05,0.0006043464477573122,2.096301011208977e-05,0.0008291520178318023,1.8526538873889618e-05,0.0008586023535047259,2.1990984013038022e-05,0.0008564833019460951,1.9857979246548243e-05,0.0008595317602157592,0.0004909639557202657,0.0014610147724548976,6.884268950670957e-05,0.00014187476287285487,0.003723981067313372,8.377373839418094e-05,0.0,0.0001236210654800137,0.0015615315486987432,0.00013755115990837414,0.002433594564596812,0.000130252493545413,0.003584435333808263,8.542089102168878e-05,0.0038749987880388895,0.00010278011516978343,0.003992342700560887,9.63232945650816e-05,0.0039918286104997,9.179910800109307e-05,0.004110417763392131
VariationalAutoencoder,0.0001,8.0,40.0,True,22.0,0.00011138162974800382,0.0003135082711066518,1.584928416247879e-05,3.074308458183493e-05,0.0007960292294177268,1.9887605282877172e-05,0.0,2.6187252452863114e-05,0.00018217902896659714,2.4159771523305347e-05,0.0005974530109337398,2.273960937080639e-05,0.0005809352334056582,1.842597599274346e-05,0.0008615566151482718,1.943462827642049e-05,0.0008542330669505256,1.867118158510753e-05,0.0008655227720737457,1.9984496092157704e-05,0.0008684578218630382,0.0004764200809101264,0.0014575428018967311,6.367740376542011e-05,0.00013467144841949145,0.0037348547771578634,0.00010589700347433488,0.0,0.00011354854796081781,0.001136805365482966,0.00013326525998612245,0.0026007687052090962,0.0001247174416979154,0.0031846694648265837,8.23895214125514e-05,0.003931844731171926,9.485157982756695e-05,0.003789869199196498,8.880381938070059e-05,0.004032816489537557,9.347866289317608e-05,0.004102094968159994
VariationalAutoencoder,0.0001,8.0,40.0,True,23.0,0.00010870824168835367,0.00031363285545791896,1.5491405169346503e-05,3.150848538747855e-05,0.0007947273273671908,1.7689223334725414e-05,0.0,2.204196560861809e-05,0.00017276412940451076,2.9675306619278022e-05,0.0005496414644377573,2.4393965889300618e-05,0.0006068279168435505,2.1512488768036877e-05,0.0008403376277003969,1.9728334154933692e-05,0.0008421822850193297,1.957457945016878e-05,0.0008764229714870453,1.9465258810669182e-05,0.0008638785353728703,0.00048776594921946527,0.001456178103884061,6.217930155495802e-05,0.00013693268410861493,0.0037305485734463757,8.664569662262996e-05,0.0,0.00011143529166777929,0.001061104362209638,0.0001466956144819657,0.0021801116565863293,0.00011498567182570696,0.0033710372944672903,9.082016379882893e-05,0.003751993179321289,0.00010477190371602774,0.0038825007776419323,0.00010143108665943146,0.0040476935605208075,9.93252731859684e-05,0.003970130036274592
VariationalAutoencoder,0.0001,8.0,40.0,True,24.0,0.0001091582966702325,0.00031345060893467493,1.5197579549359424e-05,3.230857795902661e-05,0.0007918442343013876,1.9595288072845764e-05,0.0,2.113883217264499e-05,0.00021350369123475892,3.0192742789430277e-05,0.00048711874655314855,3.0602607876062396e-05,0.00047005276594843184,2.106169704347849e-05,0.0008541686194283622,2.169838241700615e-05,0.0008473298379353115,2.0297606741743428e-05,0.0008708518530641283,2.0208808460405894e-05,0.0008649308234453202,0.0004823777824640274,0.0014575188358624776,6.430049349243442e-05,0.00013613331442077954,0.003738987574927882,0.0001151962981869777,0.0,0.00012066250201314688,0.0011302178104718526,0.00011935750177750984,0.0024063574771086373,0.00011671517665187517,0.003358408808708191,9.442873609562714e-05,0.003815446545680364,0.00010522439454992612,0.0038066327571868895,8.926890635242065e-05,0.003946565091609955,9.67706087976694e-05,0.004094988852739334
VariationalAutoencoder,0.0001,8.0,40.0,True,25.0,0.0001117562476013388,0.0003138247611267226,1.5864504634269646e-05,3.152551195983376e-05,0.0007918758915947143,1.9803407069827827e-05,0.0,2.4537431142692056e-05,0.0001849756043936525,2.560859013881002e-05,0.0005944255207266126,2.2972521505185535e-05,0.0005926371685096196,1.9342214467802217e-05,0.0008589648242507662,2.2486969828605653e-05,0.0008649689810616629,2.262471243739128e-05,0.0008592747151851654,2.0051012480897563e-05,0.0008615609790597643,0.00047351553415258727,0.0014559703568617502,6.302213684345285e-05,0.00013200716736416022,0.003744401956024199,9.190853840361039e-05,0.0,0.00011258331748346488,0.0012434639036655426,0.00010423792991787195,0.002346916248401006,0.00011255190862963597,0.0034225108722845715,9.555512418349585e-05,0.003762015203634898,9.497204640259345e-05,0.003957407673199972,9.01747572546204e-05,0.00403620923558871,8.613856819768746e-05,0.004071921358505885
VariationalAutoencoder,0.0001,8.0,40.0,True,26.0,0.00010879363731614181,0.0003126785159111023,1.4824581532073873e-05,2.9581465891429355e-05,0.0007965697197119741,1.9710519284542117e-05,0.0,2.266306962285723e-05,0.00015708105638623238,2.294878608414105e-05,0.00054555886558124,2.57721686336611e-05,0.0004974643566778728,1.8884073610284498e-05,0.000835634714790753,1.762756645413382e-05,0.000854927727154323,2.563893129783017e-05,0.0008508781237261635,1.6039187487746987e-05,0.000879450940660068,0.00048242419337232907,0.0014582131057977676,6.567325908690691e-05,0.00013547746154169243,0.003732034081009699,8.763649190465609e-05,0.0,0.0001019992788011829,0.0014355467011531195,0.00011352815199643374,0.002544441074132919,0.00013408761781950792,0.0027559471627076467,9.412142292906841e-05,0.0037442468106746673,0.00011001986761887868,0.004079753408829371,8.84876043225328e-05,0.00404468501607577,0.00010054674930870533,0.004063604275385538
VariationalAutoencoder,0.0001,8.0,40.0,True,27.0,0.00010691575173820768,0.00031284955995423454,1.4790972428662436e-05,3.0387651973537036e-05,0.0007939435463702695,1.5428911761513778e-05,0.0,1.8786871805787086e-05,0.0001980681504522051,2.6623262757701535e-05,0.0004853284252541406,2.6978733616748026e-05,0.0004971571798835482,2.0114947775644917e-05,0.0008643930511815207,1.990584091150335e-05,0.0008326035525117602,2.294756206018584e-05,0.0007409958967140742,1.9236589183232615e-05,0.0008655797690153122,0.00048023850346604985,0.0014556992799043655,6.488653598353266e-05,0.00012855014453331629,0.0037607366474065053,8.083934274812539e-05,0.0,9.995917789638043e-05,0.001177789643406868,0.00010388419032096863,0.002688251187403997,0.00015782516760130724,0.002574201673269272,9.456607513129711e-05,0.003955674171447754,8.768925908952951e-05,0.0038997570673624674,7.902848689506451e-05,0.0040373293062051134,8.490664574007193e-05,0.004076302299896876
