Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train UNET BCE Loss,train UNET BCELogits Loss,train UNET MSE Loss,train UNET MAE Loss,train UNET SSIM Loss,train UNET 0 White MAE Loss,train UNET 0 Black MAE Loss,train UNET H White MAE Loss,train UNET H Black MAE Loss,train UNET I White MAE Loss,train UNET I Black MAE Loss,train UNET J White MAE Loss,train UNET J Black MAE Loss,train UNET K White MAE Loss,train UNET K Black MAE Loss,train UNET L White MAE Loss,train UNET L Black MAE Loss,train UNET M White MAE Loss,train UNET M Black MAE Loss,train UNET N White MAE Loss,train UNET N Black MAE Loss,test UNET BCE Loss,test UNET BCELogits Loss,test UNET MSE Loss,test UNET MAE Loss,test UNET SSIM Loss,test UNET 0 White MAE Loss,test UNET 0 Black MAE Loss,test UNET H White MAE Loss,test UNET H Black MAE Loss,test UNET I White MAE Loss,test UNET I Black MAE Loss,test UNET J White MAE Loss,test UNET J Black MAE Loss,test UNET K White MAE Loss,test UNET K Black MAE Loss,test UNET L White MAE Loss,test UNET L Black MAE Loss,test UNET M White MAE Loss,test UNET M Black MAE Loss,test UNET N White MAE Loss,test UNET N Black MAE Loss
UNeuralNetwork,0.0001,8.0,40.0,True,10.0,0.0004335714504122734,0.00035497261477368216,5.7170520137463295e-05,0.0001761975565126964,0.00068784357600468,0.00017526878842285702,0.0,0.00018354132771492004,0.00010243249791009085,0.00018504395016602108,0.00027481128594705035,0.0001838975852089269,0.00030076285558087486,0.000177668354340962,0.0007141600229910442,0.00017697989408458983,0.0007101978042296001,0.00017679232571806227,0.000734529218503407,0.0001759658966745649,0.0007384856364556721,0.0019983413318792977,0.0016519111891587575,0.0002615059415499369,0.0008148599416017532,0.003224926998864195,0.0008162006735801697,0.0,0.0008786272257566452,0.0006405282144745191,0.0008546556035677592,0.001513291895389557,0.0008693111439545949,0.001244257763028145,0.0008340037738283475,0.0024614339073499043,0.0008255952969193458,0.0033945682148138682,0.0008223316942652067,0.0034234280387560527,0.0008192914848526319,0.0034523156781991323
UNeuralNetwork,0.0001,8.0,40.0,True,11.0,0.0004221002704330853,0.00035018143909318106,5.228181835263968e-05,0.00016110572697860853,0.0006813379281881976,0.00015825384429522923,0.0,0.00017090890822666033,3.728346366967474e-05,0.00017220649336065566,0.00021770309124674115,0.00016870120806353433,0.0002770510103021349,0.0001650597367967878,0.0006509185901709965,0.00016378543472715787,0.0006570023617574147,0.00016191867845399038,0.0007409280964306423,0.00015951771555202347,0.0007561175418751581,0.0019483808428049088,0.0016310366491476694,0.00023954566568136216,0.0007473064586520195,0.0032042770394852065,0.0007424603526790936,0.0,0.0008052693059047064,0.00043347558627525963,0.0007944686338305473,0.001367594301700592,0.0007953504721323649,0.0012238259116808573,0.0007717208936810493,0.0024678404132525127,0.0007743452365199725,0.002927655726671219,0.0007588674624760945,0.0034459317723910016,0.0007513328765829404,0.003518227239449819
UNeuralNetwork,0.0001,8.0,40.0,True,12.0,0.0004178033609475408,0.0003472144050257547,5.1090530385928496e-05,0.00015036373266151973,0.0006475533541727739,0.00014339815825223923,0.0,0.00016258493331926209,4.5031778115246975e-05,0.00016118548810482026,0.00019504278898239136,0.00015638815239071846,0.00026143685515437806,0.00015740498368229186,0.0006488312567983355,0.0001554565637239388,0.0006552712725741523,0.00015111642756632397,0.0007684236126286643,0.00014495888192738804,0.0007681094642196383,0.0019290929039319357,0.0016163950165112813,0.0002246753623088201,0.0006943404053648313,0.0032468913493118815,0.000692408283551534,0.0,0.0007506461814045906,0.0004029202585419019,0.000732336255411307,0.0016646468391021093,0.0007430638497074445,0.001167719935377439,0.0007133198902010918,0.0027067122360070546,0.0007125683128833771,0.003164231777191162,0.0006987548122803371,0.003546608239412308,0.0006950316950678825,0.0035704858601093292
UNeuralNetwork,0.0001,8.0,40.0,True,13.0,0.00041969248226710726,0.0003446894298706736,4.716449018035616e-05,0.00014027486156140056,0.0006951004677503402,0.00013810211260403905,0.0,0.00014414828536765917,9.74023515092475e-05,0.00014733166566916874,0.00028718097933701106,0.0001456604339182377,0.00032935523028884613,0.00014162900458489146,0.0007457870457853589,0.00014029300904699733,0.0007219113409519196,0.0001399105680840356,0.0007729643157550267,0.0001384400629571506,0.0007762057440621513,0.0018915096918741862,0.0015996877104043961,0.00020855536373953025,0.0006383689120411873,0.003280828369965815,0.0006405534222722054,0.0,0.0006786215429504713,0.00042751611520846686,0.0006758224839965503,0.0014268076668183009,0.0006863833094636599,0.001271053155263265,0.0006628856062889099,0.002436163028081258,0.0006528746336698533,0.0033317265411218007,0.0006468736256162326,0.0036177851259708406,0.0006414332737525304,0.003629823277393977
UNeuralNetwork,0.0001,8.0,40.0,True,14.0,0.0004197656576122556,0.0003419315974627222,4.4979111823652474e-05,0.0001303331261234624,0.0006962890305122037,0.00012779456696340017,0.0,0.00013252246592726025,9.61627545101302e-05,0.00013662028525556836,0.0003005781610097204,0.00013609198587281364,0.00033334198274782725,0.00013050514140299389,0.0007607553686414446,0.0001298160691346441,0.0007416650120701108,0.0001292315311729908,0.0007842386407511575,0.0001282188908330032,0.0007865894585847855,0.00191400113205115,0.0015893537551164628,0.00020202579908072947,0.0005972490335504214,0.003278021251494414,0.0005956176047523816,0.0,0.0006240697577595711,0.0005912288402517636,0.000631845307846864,0.001488484318057696,0.0006472345441579819,0.0015077279259761176,0.0006113034362594286,0.0027440614998340608,0.0006099889054894447,0.0031295232474803925,0.0006014034772912661,0.003660206248362859,0.0005971018845836322,0.0036774675051371255
UNeuralNetwork,0.0001,8.0,40.0,True,15.0,0.0004301299207976886,0.00034035242029598783,4.422348990504231e-05,0.00012318248461399759,0.0006960180390778272,0.00011966465307133538,0.0,0.00012425467638032777,0.0001817714289895126,0.00012699209951928683,0.00033867156931332177,0.00012723488200988087,0.0003722789830395154,0.00012161835495914732,0.000790087559393474,0.00012098964569824082,0.0007827377212899072,0.00012095559920583452,0.0007932426674025399,0.00012008305639028549,0.0007956388805593763,0.001979665458202362,0.001584778974453608,0.0002018403417120377,0.0005696261922518412,0.0032649012429118523,0.0005595748623212179,0.0,0.0005886396393179893,0.0010793077449003856,0.0005878883724411329,0.0015922725200653077,0.0006065041447679202,0.0017181030164162318,0.0005696141471465429,0.0033605456352233886,0.0005680135140816371,0.0036513666311899823,0.0005647460619608561,0.0037049268682797748,0.0005612975607315699,0.0037168532609939573
UNeuralNetwork,0.0001,8.0,40.0,True,16.0,0.00041265290762696946,0.0003358490765094757,4.0059879289141725e-05,0.00011047464130180223,0.0006964932970909212,0.00010729197944913592,0.0,0.00011367350816726685,6.761187022285802e-05,0.00011760309072477477,0.00020326067294393268,0.00011665581592491695,0.0003012292885354587,0.00011428941839507648,0.0006714530289173126,0.00011165953640426909,0.0007052302892718997,0.0001101073542875903,0.0008054757756846292,0.00010798737140638488,0.0008082682532923562,0.00186751422782739,0.0015615309278170268,0.0001816428732126951,0.0005052227526903153,0.0032569356986391785,0.0004972553811967373,0.0,0.0005485632767279943,0.00027905224512020745,0.0005458662286400795,0.001252170279622078,0.0005500858649611473,0.0011932858576377233,0.0005251522486408552,0.0024753116071224214,0.0005297230556607247,0.003368201603492101,0.0005149323803683122,0.003728579729795456,0.0005021699393788974,0.003772574166456858
UNeuralNetwork,0.0001,8.0,40.0,True,17.0,0.00042263096464531763,0.0003344147066984858,3.957277429955346e-05,0.00010403598259602274,0.000699755003993002,0.00010071374209863799,0.0,0.00010826290319008487,8.363806908684118e-05,0.00010966857496116842,0.0002642825245857239,0.00010810312149780137,0.0003316600141780717,0.00010456912485616548,0.000746793725660869,0.0001037959342024156,0.0007385856871094023,0.00010282813704439571,0.00081265355859484,0.00010133830697408744,0.0008149583957024983,0.0019057287524143855,0.0015529258797566095,0.0001765906810760498,0.00047202728067835173,0.003270508244596268,0.00046422372882564864,0.0,0.0005024620331823826,0.0004121758043766022,0.0005121205312510331,0.0012380309402942658,0.000507828313857317,0.0011205092072486878,0.0004912520448366801,0.0026653029024600984,0.0004924440135558446,0.0034850366413593293,0.00047811539843678474,0.0037207784752051037,0.00047009351352850595,0.0037865417699019114
UNeuralNetwork,0.0001,8.0,40.0,True,18.0,0.0004320280360324042,0.0003331379432763372,3.949526830443314e-05,9.861611095922334e-05,0.0006867900372693051,9.36465071780341e-05,0.0,0.00010356854514351913,0.00011390443625194685,0.00010270830243825912,0.00029007717967033386,0.00010399829064096723,0.00036331659981182643,9.903666962470327e-05,0.000722011604479381,9.66988703502076e-05,0.000731201097369194,9.559587176356996e-05,0.0008211063487189157,9.418616204389504e-05,0.0008232894752706801,0.0019329749047756195,0.0015480144570271174,0.0001762577642997106,0.00044778271888693173,0.003250374763652428,0.00043575773015618323,0.0,0.0004906595374147097,0.0003178871857623259,0.000471568883707126,0.001838734745979309,0.0004730781229833762,0.0016207621743281682,0.0004557373623053233,0.003052691618601481,0.0004638823059697946,0.003377360105514526,0.00044762476657827697,0.003793942183256149,0.000438170259197553,0.0038244294623533885
UNeuralNetwork,0.0001,8.0,40.0,True,19.0,0.0004222419379012925,0.0003306345215865544,3.7864093402666707e-05,9.05475313110011e-05,0.0006997838401639884,8.652818256190844e-05,0.0,9.343129848795277e-05,6.84742017516068e-05,9.562030567654542e-05,0.0002485249191522598,9.54775738396815e-05,0.0003322903865150043,9.292527101933956e-05,0.0006956783788544791,8.997079650206226e-05,0.0007447928722415652,8.877997419663838e-05,0.0008265626217637743,8.701509796082973e-05,0.0008293291287762778,0.0019013942529757819,0.0015369740625222523,0.00016995281912386418,0.00041186815748612085,0.003284730055297185,0.0004017132023970286,0.0,0.0004498195524017016,0.0003243369981646538,0.0004403602642317613,0.0015080902725458146,0.00044030373295148213,0.0014999758452177048,0.00042676239584883057,0.0025863386690616608,0.00042673138280709583,0.003539760659138362,0.00041745929047465324,0.00377769668896993,0.00040484126657247543,0.00387320617834727
UNeuralNetwork,0.0001,8.0,40.0,True,20.0,0.0004368682524987629,0.0003295041620731354,3.7521493088986196e-05,8.562118746340275e-05,0.000701925578796187,8.148514399571078e-05,0.0,8.904945238360336e-05,8.965395390987396e-05,9.059789590537548e-05,0.00027189632611615317,8.895515597292355e-05,0.0003419504633971623,8.486824642334665e-05,0.0007787591112511499,8.39357596955129e-05,0.0007611707917281559,8.364244630294187e-05,0.0008314446679183415,8.216227537819318e-05,0.0008346698113850184,0.0019559063017368316,0.0015289533883333206,0.00016436371952295304,0.00038419713576634724,0.003298405837681699,0.0003773620662589868,0.0,0.0004062964580953121,0.00046040515104929606,0.00041022316242257754,0.001324961706995964,0.0004155775842567285,0.0012639081726471583,0.0004087016607324282,0.002425428479909897,0.000395392036686341,0.003494218736886978,0.00039009982720017433,0.0037229773898919422,0.0003808131441473961,0.0038820408284664155
UNeuralNetwork,0.0001,8.0,40.0,True,21.0,0.00043113984699760165,0.0003272835963538715,3.595940236534391e-05,7.889876807374614e-05,0.0007034896098948812,7.518987570490157e-05,0.0,8.355962511684214e-05,6.553973071277142e-05,8.444920448320252e-05,0.00019359259999224117,8.351293259433338e-05,0.00031092025871787754,8.033763484231064e-05,0.000744880097252982,7.857287834797586e-05,0.0007484887859651021,7.723704246538026e-05,0.0008363215518849236,7.566458412579127e-05,0.0008412450551986694,0.001957976818084717,0.0015213040014108023,0.00016042149315277735,0.00035788904254635177,0.0032954557415503607,0.00034890326981743176,0.0,0.00038931375990311305,0.0003306421140829722,0.0003917473057905833,0.001154620200395584,0.0003860593152542909,0.001225168506304423,0.00037703684841593107,0.0027547655006249744,0.0003771426777044932,0.003316635638475418,0.00036186867703994114,0.0038722726205984753,0.000351185134301583,0.0039316326379776004
UNeuralNetwork,0.0001,8.0,40.0,True,22.0,0.0004408024251461029,0.00032647068479231425,3.6095392091998035e-05,7.500674442521164e-05,0.000702620077280323,7.152106346828597e-05,0.0,7.684344558843545e-05,8.454833711896624e-05,7.813419215381145e-05,0.00022549357797418322,7.94534438422748e-05,0.000351084688944476,7.478626045797553e-05,0.0007887868476765496,7.450016481535775e-05,0.0007035032979079655,7.353701761790685e-05,0.0008422786103827613,7.22634606063366e-05,0.000845071513737951,0.0020163614302873612,0.001518785705169042,0.00016255597583949565,0.0003422094819446405,0.003293814065843226,0.000334185299774011,0.0,0.00035903435200452806,0.0005779773617784182,0.00035765434925754866,0.0013878148049116135,0.0003622829914093018,0.0014252778142690658,0.0003621088651319345,0.002716030428806941,0.0003528591555853685,0.003574664145708084,0.00034323747580250106,0.0038714192807674406,0.0003371952101588249,0.003936989108721415
UNeuralNetwork,0.0001,8.0,40.0,True,23.0,0.0004467640604291643,0.0003248859462993486,3.50521578054343e-05,7.037853689066002e-05,0.0006939853854866391,6.544370470302445e-05,0.0,7.089731017393726e-05,5.774831266275474e-05,7.559630487646375e-05,0.00017664668017200062,7.555290524448667e-05,0.0003248775111777442,7.410989409046514e-05,0.0006906237985406603,7.0932341207351e-05,0.000717597029038838,6.958943392549242e-05,0.0008431127028805869,6.643401991043771e-05,0.0008508625307253429,0.0020309736331303916,0.0015106442073980967,0.0001572041461865107,0.00031877563645442327,0.0032558402093018435,0.00030679842457175254,0.0,0.0003360277973115444,0.0002506316173821688,0.0003502012851337592,0.0012406720469395319,0.0003494896925985813,0.0011784028261899947,0.00033581856017311416,0.002727761616309484,0.00035729771479964256,0.003471659868955612,0.0003256627358496189,0.0038252845406532288,0.0003118187499543031,0.003959271808465322
UNeuralNetwork,0.0001,8.0,40.0,True,24.0,0.0004547957863126482,0.0003239741814988,3.510423869426761e-05,6.670158888612474e-05,0.0007002520720128252,6.18702732026577e-05,0.0,7.079022803476878e-05,6.04407795305763e-05,7.191795988806657e-05,0.00020752932344164166,7.152916597468513e-05,0.0002991101039307458,6.913113008652414e-05,0.0006933374064309256,6.654319087309496e-05,0.0007266917398997716,6.382460705935955e-05,0.0008505581745079585,6.237282816852842e-05,0.0008551101067236492,0.002084740251302719,0.001507165158788363,0.00015675881877541542,0.0003023846385379632,0.003299912170627999,0.0002904252149164677,0.0,0.00032568021366993587,0.0002658495989938577,0.0003306979003051917,0.0016095608472824097,0.00032481833671530087,0.001544773702820142,0.00031836054598291714,0.002688634643952052,0.000323584924141566,0.0032558428744475045,0.0003004893039663633,0.003934721151987712,0.0002919889365633329,0.003994003186623255
UNeuralNetwork,0.0001,8.0,40.0,True,25.0,0.0004696021654776164,0.0003239991409437997,3.650114605469363e-05,6.500833800860813e-05,0.0006998803756956216,5.967585103852408e-05,0.0,7.071457803249359e-05,4.631675713296447e-05,7.038790333483901e-05,0.00024188506816114698,6.880794119622027e-05,0.00037074655826602665,6.303446633475168e-05,0.0008263896086386272,6.155506707727909e-05,0.000792872001017843,6.14762306213379e-05,0.0008492801870618547,5.9927820361086304e-05,0.0008569671639374325,0.0021391051510969796,0.001504358525077502,0.0001584390178322792,0.00028895807142059006,0.0033121705819494736,0.0002785739799340566,0.0,0.0003059007227420807,0.0003688417375087738,0.0003179494601984819,0.0015932202339172363,0.00031919789810975395,0.0015395000576972962,0.00029879724606871603,0.00274424875775973,0.000294130543867747,0.0037151006360848743,0.0002852378413081169,0.0039781883358955385,0.00027969060465693474,0.004005518307288488
UNeuralNetwork,0.0001,8.0,40.0,True,26.0,0.0004658408463001251,0.00032230086092438015,3.476557321846485e-05,6.037573330104351e-05,0.0006989200662948695,5.547770165971347e-05,0.0,6.14762306213379e-05,4.729222439761673e-05,6.523943905319486e-05,0.00021540793989385877,6.531675213149616e-05,0.0003152591309377125,6.332946941256523e-05,0.0006458999322993415,5.9126623507056914e-05,0.0007675046367304665,5.8543961495161055e-05,0.0008496980581964766,5.677296513957637e-05,0.00086096924330507,0.002133666972319285,0.0015004022667805355,0.0001580480175713698,0.0002762300583223502,0.0032585531009812216,0.00025925527637203535,0.0,0.0002900538966059685,0.00022483239881694318,0.0003080988302826881,0.0016821250319480896,0.0003077384394903978,0.0017405148595571519,0.00028820779795447985,0.002426689366499583,0.0002939512642721335,0.0035524994134902956,0.0002805055429538091,0.0037835583090782164,0.0002652857763071855,0.004001962641874949
UNeuralNetwork,0.0001,8.0,40.0,True,27.0,0.0004667780761207853,0.0003211398742028645,3.40686013389911e-05,5.694641066449029e-05,0.0007019471718167718,5.2496887344334804e-05,0.0,5.952126479574612e-05,4.7677166626921724e-05,6.203272246888706e-05,0.00017513028745140349,6.28567101167781e-05,0.00027344277394669394,6.129080429673195e-05,0.0006258423307112285,5.644856552992548e-05,0.0007325670016663415,5.5014022759028845e-05,0.0008580362690346581,5.347578719790493e-05,0.0008641028510672705,0.002140303452809652,0.001494461918870608,0.00015311970685919125,0.00025952677242457867,0.003274698567615972,0.00024439419309298197,0.0,0.0002736818045377731,0.00019742874428629875,0.00029700578500827153,0.0014602869749069213,0.000286292905608813,0.0013349700719118118,0.0002779459891219934,0.0022001961867014566,0.00028648246079683305,0.003168632338444392,0.0002702267530063788,0.0037164765099684397,0.00024915278578797976,0.004024583846330643
UNeuralNetwork,0.0001,8.0,40.0,True,28.0,0.00048247426748275756,0.00032102494899715695,3.466126509010792e-05,5.598565829651696e-05,0.0006914512739071079,5.0242478027939794e-05,0.0,5.681620511625494e-05,5.536895311836685e-05,6.004647085709231e-05,0.00017414138253246035,6.096033113343375e-05,0.00031236838549375534,6.175109052232333e-05,0.0006053554160254342,5.630005949309894e-05,0.0007575716823339462,5.444068062518324e-05,0.0008550721087626048,5.1866002779986176e-05,0.0008661326553140368,0.0021936995287736255,0.001492534081141154,0.00015343641862273217,0.0002500442943225304,0.003273376751239099,0.0002368563475708167,0.0,0.00026211083556214966,0.0002468629740178585,0.0002758420693377654,0.0014196923623482386,0.0002803958021104336,0.0013996080805857977,0.00026698059712847074,0.0024863660335540773,0.0002808608114719391,0.0033510439097881317,0.00025531151331961157,0.003867315500974655,0.0002408498122046391,0.004016253600517909
