Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train D BCE Loss,train G BCE Loss,train D BCELogits Loss,train G BCELogits Loss,train D MSE Loss,train G MSE Loss,train D MAE Loss,train G MAE Loss,train D SSIM Loss,train G SSIM Loss,train D 0 White MAE Loss,train G 0 White MAE Loss,train D 0 Black MAE Loss,train G 0 Black MAE Loss,train D H White MAE Loss,train G H White MAE Loss,train D H Black MAE Loss,train G H Black MAE Loss,train D I White MAE Loss,train G I White MAE Loss,train D I Black MAE Loss,train G I Black MAE Loss,train D J White MAE Loss,train G J White MAE Loss,train D J Black MAE Loss,train G J Black MAE Loss,train D K White MAE Loss,train G K White MAE Loss,train D K Black MAE Loss,train G K Black MAE Loss,train D L White MAE Loss,train G L White MAE Loss,train D L Black MAE Loss,train G L Black MAE Loss,train D M White MAE Loss,train G M White MAE Loss,train D M Black MAE Loss,train G M Black MAE Loss,train D N White MAE Loss,train G N White MAE Loss,train D N Black MAE Loss,train G N Black MAE Loss,test D BCE Loss,test G BCE Loss,test D BCELogits Loss,test G BCELogits Loss,test D MSE Loss,test G MSE Loss,test D MAE Loss,test G MAE Loss,test D SSIM Loss,test G SSIM Loss,test D 0 White MAE Loss,test G 0 White MAE Loss,test D 0 Black MAE Loss,test G 0 Black MAE Loss,test D H White MAE Loss,test G H White MAE Loss,test D H Black MAE Loss,test G H Black MAE Loss,test D I White MAE Loss,test G I White MAE Loss,test D I Black MAE Loss,test G I Black MAE Loss,test D J White MAE Loss,test G J White MAE Loss,test D J Black MAE Loss,test G J Black MAE Loss,test D K White MAE Loss,test G K White MAE Loss,test D K Black MAE Loss,test G K Black MAE Loss,test D L White MAE Loss,test G L White MAE Loss,test D L Black MAE Loss,test G L Black MAE Loss,test D M White MAE Loss,test G M White MAE Loss,test D M Black MAE Loss,test G M Black MAE Loss,test D N White MAE Loss,test G N White MAE Loss,test D N Black MAE Loss,test G N Black MAE Loss
GenerativeAdversarialNetwork,0.0001,8.0,40.0,1.0,0.0,0.00035683999636343546,0.00013124318793416022,0.0005594926221030099,0.0003213049045630864,0.00010882783015923841,2.2665800393692083e-05,0.0002666020765900612,4.925007399703775e-05,0.0,0.0007839033731490967,0.0,1.7520579110298837e-05,0.0,0.0,0.0,9.4866706058383e-05,0.0,0.0006382229604891368,0.0,4.12933062762022e-05,0.0,0.0008179210126399994,0.0,3.253934638840812e-05,0.0,0.0008350453206471035,0.0,3.732828024242605e-05,0.0,0.000814984632389886,0.0,2.9743496062500135e-05,0.0,0.0008541920355388097,0.0,3.0763460589306695e-05,0.0,0.0008489420371396201,0.0,1.9141615900610174e-05,0.0,0.0008642374404839106,0.0013467260946830113,0.0006024959807594617,0.002548569440841675,0.0014935397853453954,0.0003839491866528988,0.000103105534799397,0.0010453482468922933,0.00021095674795409045,0.0,0.0037193011676120223,0.0,8.163419552147389e-05,0.0,0.0,0.0,0.00025872671976685525,0.0,0.003587298095226288,0.0,0.00019093588925898076,0.0,0.003824370354413986,0.0,0.00014107576571404935,0.0,0.003956201920906703,0.0,0.00011521592581023773,0.0,0.003997911512851715,0.0,0.00018571472416321436,0.0,0.0038645694653193156,0.0,0.0001395275661100944,0.0,0.003951341410477956,0.0,8.824726101011037e-05,0.0,0.00399406577150027
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,1.0,0.00020286390291793005,0.0001296479521053178,0.0005090664007834025,0.00032084456511906215,5.9770559892058374e-05,2.18559372504907e-05,0.00014350152175341335,4.84695125903402e-05,0.0,0.0007810268209927749,0.0,1.6638733047459806e-05,0.0,0.0,0.0,8.383412579340594e-05,0.0,0.000562302182827677,0.0,4.186910311026233e-05,0.0,0.0008079619279929569,0.0,3.4802796186081e-05,0.0,0.0008458323244537626,0.0,3.7529984755175454e-05,0.0,0.0007949525756495339,0.0,2.9160923856709686e-05,0.0,0.0008382659937654223,0.0,3.124353076730456e-05,0.0,0.0008620518658842359,0.0,1.9745538676423686e-05,0.0,0.0008670259267091751,0.001515678937236468,0.00057274146626393,0.0025371996064980826,0.001489083468914032,0.0004746596018473307,9.462792271127303e-05,0.0008868986740708351,0.00020407557797928652,0.0,0.0037046207638146947,0.0,7.563542264203231e-05,0.0,0.0,0.0,0.0002585456551363071,0.0,0.0031518245736757915,0.0,0.00019433298148214818,0.0,0.0037425863246122997,0.0,0.00014479872770607473,0.0,0.00400088702638944,0.0,0.00011003012768924236,0.0,0.00393583153684934,0.0,0.00018283526102701823,0.0,0.003760512669881185,0.0,0.00013562630241115888,0.0,0.003982058664162954,0.0,8.903201669454574e-05,0.0,0.004024934768676758
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,2.0,0.00043415605489696777,0.00011241018239940916,0.0005295469292572566,0.0003173772777829851,0.00012560520055038588,1.794917375913688e-05,0.00021783030991043363,3.967430509094681e-05,0.0,0.0007890074146852188,0.0,1.77731438140784e-05,0.0,0.0,0.0,5.2559119649231437e-05,0.0,0.0003334027315889086,0.0,3.3852142015738145e-05,0.0,0.0007217871291296823,0.0,3.3244277749742784e-05,0.0,0.0007219889334269933,0.0,2.9154836998454164e-05,0.0,0.000832473805972508,0.0,2.482769944305931e-05,0.0,0.0008537190833262034,0.0,2.6085786521434785e-05,0.0,0.000855629305754389,0.0,2.0190225248890264e-05,0.0,0.0008631100079842976,0.0014130161454280219,0.000505671463906765,0.0024966311951478324,0.0014748846491177876,0.00041392467295130094,7.559976850946744e-05,0.0009857917204499245,0.00017997906543314456,0.0,0.0036916833668892857,0.0,8.552349948634705e-05,0.0,0.0,0.0,0.00030320429553588234,0.0,0.0015283661584059398,0.0,0.0001769630859295527,0.0,0.0031501499315102896,0.0,0.00014904174022376538,0.0,0.0038103779157002767,0.0,0.00011270451359450817,0.0,0.003909538686275482,0.0,0.0001637341765065988,0.0,0.0037886651853720347,0.0,0.00011829391587525606,0.0,0.0039527036249637605,0.0,9.683526586741209e-05,0.0,0.003981156398852667
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,3.0,0.00035145578107663564,0.0001064494252204895,0.0005345380199807031,0.00031636961336646764,0.00010718655373368945,1.6084968644593443e-05,0.00021571704585637364,3.895913583359548e-05,0.0,0.0007812266625097496,0.0,1.646212435194424e-05,0.0,0.0,0.0,4.199696372130088e-05,0.0,0.00025990520204816547,0.0,3.799200057983398e-05,0.0,0.0006342662764447076,0.0,3.435882473630565e-05,0.0,0.0006292018507208143,0.0,3.1345849856734274e-05,0.0,0.0008254192769527435,0.0,2.6213795146239655e-05,0.0,0.0008401240621294295,0.0,2.7974309133631843e-05,0.0,0.0008432832147393908,0.0,1.9591072175119606e-05,0.0,0.000871704997760909,0.0012061135222514471,0.000481980387121439,0.0024478758374849954,0.0014694254845380784,0.0003391099472840627,6.98347498352329e-05,0.0008600465332468351,0.0001689768861979246,0.0,0.0036853243219862482,0.0,8.027001749724149e-05,0.0,0.0,0.0,0.00024442325035731,0.0,0.0012441339592138927,0.0,0.00018924671846131484,0.0,0.0027393363416194916,0.0,0.00015316912904381753,0.0,0.003635329008102417,0.0,0.00012123539733390013,0.0,0.0038195788860321046,0.0,0.00014767657654980818,0.0,0.0038768529891967775,0.0,0.00012045451439917088,0.0,0.003940084824959437,0.0,9.25778178498149e-05,0.0,0.004018317411343257
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,4.0,0.000546724402478763,0.00010428423993289471,0.0006141103271927153,0.0003156357045684542,0.000181704293936491,1.515251018905214e-05,0.0003574663773179054,3.798728742237602e-05,0.0,0.0007765208259591813,0.0,1.513927210388439e-05,0.0,0.0,0.0,3.28650332189032e-05,0.0,0.00023323563592774526,0.0,3.804305368768317e-05,0.0,0.000576088045324598,0.0,3.648390993475914e-05,0.0,0.0005805615867887225,0.0,3.0355331754045828e-05,0.0,0.000821028756243842,0.0,2.6005942241421767e-05,0.0,0.0008331976298774992,0.0,2.8303791103618486e-05,0.0,0.0008491242570536477,0.0,1.999346339809043e-05,0.0,0.0008725037000008992,0.0021935731172561647,0.00046939651171366376,0.0028043525914351144,0.0014651714513699214,0.0007310731957356135,6.572447406748931e-05,0.0015929274260997773,0.00016030835298200448,0.0,0.00367956767448009,0.0,7.325970412542422e-05,0.0,0.0,0.0,0.0002010222834845384,0.0,0.0011084067324797313,0.0,0.00018628338972727457,0.0,0.0025384135544300078,0.0,0.0001632062407831351,0.0,0.003308651844660441,0.0,0.00011834814213216305,0.0,0.003777533769607544,0.0,0.00014691480124990147,0.0,0.003841415047645569,0.0,0.000114792639700075,0.0,0.0039699753125508625,0.0,9.416303752611081e-05,0.0,0.004038933167854945
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,5.0,0.0004939131970916476,0.00010298355482518673,0.0005854570972067969,0.0003148173647267478,0.0001595138439110347,1.4408820840929236e-05,0.00032193737902811597,3.6551813328904764e-05,0.0,0.000774491527865105,0.0,1.3868685346096755e-05,0.0,0.0,0.0,2.6174962321030243e-05,0.0,0.00020713727655155318,0.0,3.733576741069555e-05,0.0,0.0005158444068261556,0.0,3.750090420778309e-05,0.0,0.0005372579076460429,0.0,2.9317549030695643e-05,0.0,0.0008230023618255342,0.0,2.4919825539525066e-05,0.0,0.0008321872779301234,0.0,2.7720613538154535e-05,0.0,0.0008565965507711683,0.0,1.9481666718742676e-05,0.0,0.0008735977113246918,0.002088902145624161,0.000460021880765756,0.002743609497944514,0.0014607055733601253,0.0006911593799789746,6.158471417923768e-05,0.0014789234846830368,0.0001507785947372516,0.0,0.003684016741551563,0.0,6.50710038219889e-05,0.0,0.0,0.0,0.00016492105399568875,0.0,0.001018389252324899,0.0,0.0001775181076178948,0.0,0.0023780929545561473,0.0,0.00016795637396474679,0.0,0.0028366602957248686,0.0,0.00011383957074334224,0.0,0.0037407435476779936,0.0,0.00014546856594582397,0.0,0.0037885360419750214,0.0,0.00010786800800512234,0.0,0.003977142522732417,0.0,8.989494914809862e-05,0.0,0.004047022014856338
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,6.0,0.0004919683826821191,0.00010266304016113282,0.0005833746599299567,0.0003139171749353409,0.00016441035217472485,1.3846547309575337e-05,0.00031599027237721853,3.4413769442055905e-05,0.0,0.0007755514860700451,0.0,1.2248010274821094e-05,0.0,0.0,0.0,2.209526054295046e-05,0.0,0.00018524502270988056,0.0,3.576170253966536e-05,0.0,0.00047258335564817703,0.0,3.641124681702682e-05,0.0,0.0005031027431998934,0.0,2.7820765639522246e-05,0.0,0.0008241574146917888,0.0,2.3005914408713578e-05,0.0,0.0008298773318529129,0.0,2.5752230015184196e-05,0.0,0.0008633342704602651,0.0,1.7461815981992652e-05,0.0,0.000876503757068089,0.0021102589865525565,0.00045465314760804174,0.0027144886553287506,0.0014561295509338378,0.000691738228003184,5.8189655343691506e-05,0.001453025514880816,0.00013949925390382607,0.0,0.003698472971733168,0.0,5.592550539101164e-05,0.0,0.0,0.0,0.00013893640910585722,0.0,0.000964406318962574,0.0,0.00016491009543339412,0.0,0.002273285140593847,0.0,0.00016217733112474283,0.0,0.002458761880795161,0.0,0.00010569996666163207,0.0,0.0036987165609995523,0.0,0.00013588913716375828,0.0,0.003742225964864095,0.0,9.785240205625692e-05,0.0,0.003987161070108413,0.0,7.840025549133618e-05,0.0,0.004055547962586085
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,7.0,0.0004635026944535119,0.00010355462187102862,0.0005728327270065035,0.0003131008573940822,0.00015369881210582596,1.3393422289352331e-05,0.0002973277653966631,3.2402145942406996e-05,0.0,0.0007781344583056187,0.0,1.077307221878852e-05,0.0,0.0,0.0,1.951984761814986e-05,0.0,0.0001691303082874843,0.0,3.3752766570874626e-05,0.0,0.0004456450364419392,0.0,3.4561936211373125e-05,0.0,0.0004744812846183777,0.0,2.610165559287582e-05,0.0,0.0008248869861875261,0.0,2.122204750776291e-05,0.0,0.0008259261293070656,0.0,2.343210923884596e-05,0.0,0.0008670377944196973,0.0,1.5321325710309402e-05,0.0,0.0008792918175458908,0.002105773488680522,0.0004575657347838084,0.00268021027247111,0.0014523771901925405,0.0006948952873547872,5.5630683588484925e-05,0.0014139814923206965,0.00013022397955258686,0.0,0.0037129730179638856,0.0,4.883568035438657e-05,0.0,0.0,0.0,0.00012213548955818018,0.0,0.0009279867013295491,0.0,0.00015290210333963235,0.0,0.002195373922586441,0.0,0.00015278210242589314,0.0,0.0022111291686693828,0.0,9.758195374161005e-05,0.0,0.00365645041068395,0.0,0.00012604914760837952,0.0,0.0036975671847661335,0.0,8.897168251375357e-05,0.0,0.004001892358064652,0.0,6.791826648016771e-05,0.0,0.004068721334139506
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,8.0,0.00044581818261316846,0.00010508111944156034,0.0005678351436342512,0.0003123963517802102,0.00014667887506740433,1.3001893447445972e-05,0.0002870720678142139,3.0734143885118624e-05,0.0,0.0007817136031019919,0.0,9.805719102067606e-06,0.0,0.0,0.0,1.7772496877504248e-05,0.0,0.00015546225809625217,0.0,3.1583579922361033e-05,0.0,0.0004259373992681503,0.0,3.259396180510521e-05,0.0,0.0004502292722463608,0.0,2.4477051504488503e-05,0.0,0.0008233887808663504,0.0,1.9845371467194387e-05,0.0,0.0008215021874223437,0.0,2.1256227046251298e-05,0.0,0.0008676692843437195,0.0,1.3849728774013265e-05,0.0,0.0008808865078857967,0.0020694494247436523,0.0004641639379163583,0.002670734872420629,0.001449506605664889,0.0006775618220369021,5.3598037144790096e-05,0.0013791882743438085,0.00012347806089868147,0.0,0.003725890666445269,0.0,4.471036760757367e-05,0.0,0.0,0.0,0.00011058822274208069,0.0,0.0008981825783848762,0.0,0.0001417248665044705,0.0,0.002131360520919164,0.0,0.00014335812690357367,0.0,0.002038722112774849,0.0,9.199913280705611e-05,0.0,0.0036105342209339143,0.0,0.0001191268286978205,0.0,0.0036550352970759073,0.0,8.222554655124744e-05,0.0,0.004016464203596115,0.0,6.146362672249476e-05,0.0,0.004079735030730566
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,9.0,0.00040459249700818743,0.00010645252519420215,0.0005617330116885049,0.00031184852123260497,0.00013378633718405452,1.2657869540687119e-05,0.0002751014594520841,2.9474057789359774e-05,0.0,0.000784974685562569,0.0,9.268866519310644e-06,0.0,0.0,0.0,1.6645230685493776e-05,0.0,0.00014540271035262515,0.0,2.965331410190889e-05,0.0,0.0004110982109393392,0.0,3.084354435226747e-05,0.0,0.0004312251561454364,0.0,2.320751581074936e-05,0.0,0.0008194027734654291,0.0,1.8959399312734604e-05,0.0,0.0008177560887166432,0.0,1.9685887465519565e-05,0.0,0.0008673030350889478,0.0,1.306626945734024e-05,0.0,0.000881119178874152,0.0019970482836167017,0.0004710006217161814,0.0026672172049681344,0.0014474408080180487,0.0006498308852314949,5.189348788311084e-05,0.0013663067171971004,0.0001190765993669629,0.0,0.003734615622168195,0.0,4.2805541306734084e-05,0.0,0.0,0.0,0.00010266383954634269,0.0,0.000872315838932991,0.0,0.00013279827932516735,0.0,0.002070634563763936,0.0,0.00013627377338707448,0.0,0.0019012400259574254,0.0,8.933177062620719e-05,0.0,0.003558610379695892,0.0,0.00011478078862031301,0.0,0.0036128958066304526,0.0,7.852372558166583e-05,0.0,0.004023939619461695,0.0,5.8389175683259965e-05,0.0,0.0040836907923221585
