Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train ResNet BCE Loss,train ResNet BCELogits Loss,train ResNet MSE Loss,train ResNet MAE Loss,train ResNet SSIM Loss,train ResNet 0 White MAE Loss,train ResNet 0 Black MAE Loss,train ResNet H White MAE Loss,train ResNet H Black MAE Loss,train ResNet I White MAE Loss,train ResNet I Black MAE Loss,train ResNet J White MAE Loss,train ResNet J Black MAE Loss,train ResNet K White MAE Loss,train ResNet K Black MAE Loss,train ResNet L White MAE Loss,train ResNet L Black MAE Loss,train ResNet M White MAE Loss,train ResNet M Black MAE Loss,train ResNet N White MAE Loss,train ResNet N Black MAE Loss,test ResNet BCE Loss,test ResNet BCELogits Loss,test ResNet MSE Loss,test ResNet MAE Loss,test ResNet SSIM Loss,test ResNet 0 White MAE Loss,test ResNet 0 Black MAE Loss,test ResNet H White MAE Loss,test ResNet H Black MAE Loss,test ResNet I White MAE Loss,test ResNet I Black MAE Loss,test ResNet J White MAE Loss,test ResNet J Black MAE Loss,test ResNet K White MAE Loss,test ResNet K Black MAE Loss,test ResNet L White MAE Loss,test ResNet L Black MAE Loss,test ResNet M White MAE Loss,test ResNet M Black MAE Loss,test ResNet N White MAE Loss,test ResNet N Black MAE Loss,train ANN BCE Loss,train ANN BCELogits Loss,train ANN MSE Loss,train ANN MAE Loss,train ANN SSIM Loss,train ANN 0 White MAE Loss,train ANN 0 Black MAE Loss,train ANN H White MAE Loss,train ANN H Black MAE Loss,train ANN I White MAE Loss,train ANN I Black MAE Loss,train ANN J White MAE Loss,train ANN J Black MAE Loss,train ANN K White MAE Loss,train ANN K Black MAE Loss,train ANN L White MAE Loss,train ANN L Black MAE Loss,train ANN M White MAE Loss,train ANN M Black MAE Loss,train ANN N White MAE Loss,train ANN N Black MAE Loss
ResidualNeuralNetwork,0.0001,8.0,40.0,True,10.0,,,,,,,,,,,,,,,,,,,,,,0.018572149674097697,0.0015195665260155995,0.00021865027956664563,0.00032005918522675834,0.0018798201783240519,0.0001849836514641841,0.0,0.0001996891728291909,0.003640009214480718,0.00022268150933086873,0.003707098712523778,0.0001994051815321048,0.0036522793273131055,0.00020096885661284128,0.003699422130982081,0.00021276121648649375,0.0037288208802541095,0.00021498835024734338,0.003705618033806483,0.00019475043130417664,0.003919411947329839,0.0040447980165481566,0.0003263376387102263,4.7380982765129635e-05,6.990634969302586e-05,0.0004006398433593789,4.555316242788519e-05,0.0,4.7321561058717114e-05,0.0007832332913364683,4.552163383258241e-05,0.0007921686129910606,4.1972676159015724e-05,0.0007823647665125983,4.577778745442629e-05,0.0007605289774281638,4.648186399468354e-05,0.0008287106241498675,4.602120856621436e-05,0.0008194045828921454,4.240183292755059e-05,0.0008402647184474127
ResidualNeuralNetwork,0.0001,8.0,40.0,True,11.0,,,,,,,,,,,,,,,,,,,,,,0.01917598048845927,0.0015224903821945191,0.00022345632314682006,0.00032956954091787336,0.0018469163057682708,0.000202170480042696,0.0,0.00021218640419344106,0.00360032245516777,0.00021938676945865154,0.003712712973356247,0.00021145761323471864,0.0036506327490011853,0.00021396311931312084,0.003649734705686569,0.0002224563310543696,0.0036775968968868256,0.00022332370281219482,0.003666964670022329,0.00021840884971121948,0.0038443791369597116,0.004175222771508353,0.00032649426055806024,4.8457358830741474e-05,7.001708394714764e-05,0.0003935578911286842,4.4398954404251916e-05,0.0,4.7202687710523605e-05,0.0007785531559160778,4.5862474611827306e-05,0.0007921370012419565,4.24551877326199e-05,0.0007848636380263737,4.515651214335646e-05,0.0007618955203465053,4.5665822524045196e-05,0.000820728817156383,4.708006578896727e-05,0.0008286165339606149,4.4524243899754115e-05,0.00084299093910626
ResidualNeuralNetwork,0.0001,8.0,40.0,True,12.0,,,,,,,,,,,,,,,,,,,,,,0.01947537064552307,0.0015261972943941752,0.00023171819436053435,0.0003419383428990841,0.0018709806276539737,0.00021595068586369355,0.0,0.0002323920838534832,0.0035154434541861215,0.00023363342819114526,0.0036890707910060883,0.0002229015032450358,0.0036392835279305774,0.00022608878401418527,0.0035989167789618175,0.00023668065356711546,0.0036276685694853466,0.00023837898237009844,0.0036305772761503854,0.00023048048218091328,0.003755764663219452,0.0042403761829648695,0.0003272421658039093,5.028800307107823e-05,7.238350808620453e-05,0.00039867839096790315,4.770129120775632e-05,0.0,5.3310191391834194e-05,0.0007582586258649826,4.795680620840617e-05,0.0007907582180840629,4.5176299421914985e-05,0.0007786263312612261,4.764794638114316e-05,0.0007541334522621972,4.800703775669847e-05,0.0008092739752360753,4.9240065605512684e-05,0.0008260561951569149,4.664246392037187e-05,0.0008412056203399385
ResidualNeuralNetwork,0.0001,8.0,40.0,True,13.0,,,,,,,,,,,,,,,,,,,,,,0.01920212705930074,0.0015214768548806508,0.0002248103575160106,0.0003237742620209853,0.0018886934463966261,0.00021307175047695636,0.0,0.00018891252887745698,0.0036386179427305857,0.0002032195528348287,0.0037330133219559986,0.00020547119590143362,0.0036316134035587313,0.0002096784921983878,0.003683974842230479,0.00022349189966917039,0.003740442544221878,0.00021141278557479382,0.003726241985956828,0.00022367836597065132,0.003881712506214778,0.004196053743362427,0.00032669691635029655,4.8660333933574814e-05,7.060657787535871e-05,0.0004017630972246418,4.661506973206997e-05,0.0,4.627568580742393e-05,0.0007765501205410277,4.517822526395321e-05,0.0007896317967346736,4.466164724103042e-05,0.0007771365876708712,4.474917160613196e-05,0.0007761075028351375,4.7415474961910926e-05,0.000830497539469174,4.522217038486685e-05,0.0008358131561960493,4.6276919809835295e-05,0.000835901073047093
ResidualNeuralNetwork,0.0001,8.0,40.0,True,14.0,,,,,,,,,,,,,,,,,,,,,,0.01922047734260559,0.00152187446753184,0.0002263374316195647,0.0003247730744381746,0.0018602801844132433,0.00021495815987388294,0.0,0.00019281262842317423,0.0036335681875546773,0.00020176880061626435,0.003743838022152583,0.00020545596877733865,0.0036447045703728994,0.00021258651589353879,0.0036609992384910583,0.0002241674189766248,0.003725930800040563,0.00021136559856434664,0.003718752165635427,0.00022377238298455874,0.003915089865525564,0.004199833103588649,0.0003268083025302206,4.8987713775464465e-05,7.09368714264461e-05,0.0003956006023761416,4.6492467767425944e-05,0.0,4.84947015398315e-05,0.0007715850536312376,4.564527355666671e-05,0.000788731181195804,4.494368497814451e-05,0.0007768257920231138,4.533094886158194e-05,0.0007763114358697618,4.767328833362886e-05,0.0008343912661075592,4.515390776629959e-05,0.0008336623864514487,4.588739081685032e-05,0.0008401595588241305
ResidualNeuralNetwork,0.0001,8.0,40.0,True,15.0,,,,,,,,,,,,,,,,,,,,,,0.019126905997594198,0.0015268303453922273,0.00023020997953911623,0.00034189398090044655,0.0018331944836223232,0.0002382096213599046,0.0,0.00020873319978515308,0.0035947037239869436,0.0002249480535586675,0.0037148396174112954,0.00022148432520528635,0.003653373072544734,0.00023555027631421883,0.0036026120185852053,0.0002344049047678709,0.0036569247643152875,0.00023845823792119822,0.0036951440076033273,0.00023243582497040432,0.0038268397251764934,0.004169938819749015,0.0003276534378528595,4.981371041919504e-05,7.367459391908987e-05,0.0003909359167544131,5.133906379342079e-05,0.0,4.786050745419094e-05,0.0007783440074750355,4.7802343033254147e-05,0.000790970612849508,4.912916836994035e-05,0.0007663623562880925,4.86220366188458e-05,0.0007549172001225608,5.050235694008214e-05,0.0008166237069027765,5.1161207790885654e-05,0.0008290463260241918,5.0051330721804074e-05,0.0008371742176158087
ResidualNeuralNetwork,0.0001,8.0,40.0,True,16.0,,,,,,,,,,,,,,,,,,,,,,0.01894897222518921,0.0015253035972515741,0.0002298333526899417,0.00033620002989967663,0.001807154614755279,0.00021594207112987835,0.0,0.00021707544413705667,0.003557318945725759,0.0002308155254771312,0.0037175404528776803,0.00021510877025624116,0.003631104032198588,0.00023086311606069406,0.0035816125571727754,0.00023959328730901083,0.003606215367714564,0.00023178140011926492,0.0036879703402519226,0.00021824950041870276,0.003824886679649353,0.004135719367436,0.00032751554889338356,4.99083727066006e-05,7.308450128350939e-05,0.00038480793784470807,5.6662277451583315e-05,0.0,5.369173429374184e-05,0.0007483841585261481,4.791026668889182e-05,0.0007898878306150436,4.620877028043781e-05,0.0007771912430013929,4.88626305013895e-05,0.0007606520184448787,5.014408047177962e-05,0.0008218275649206979,4.884295631200075e-05,0.0008293472762618746,4.740534017660788e-05,0.0008435536175966263
ResidualNeuralNetwork,0.0001,8.0,40.0,True,17.0,,,,,,,,,,,,,,,,,,,,,,0.018736588954925536,0.0015279537687699,0.00023057305564483006,0.00034480510900417965,0.0018731279140966335,0.00022863028571009635,0.0,0.00020746841716269652,0.0035959139466285707,0.000219357805326581,0.003709591676791509,0.00023039405544598898,0.0036442190408706664,0.0002435728752364715,0.003566784163316091,0.0002613329328596592,0.003557709852854411,0.00024810281271735825,0.003662878026564916,0.00024591425123314065,0.003710247576236725,0.004074445366859436,0.00032750011554786136,4.966112319380045e-05,7.289814363632883e-05,0.0003980632830062739,4.72995186490672e-05,0.0,5.2677919822079795e-05,0.000753861027104514,4.781353886106185e-05,0.0007855984781469618,4.671170442764248e-05,0.0007797394480024065,4.666723710085665e-05,0.0007704523525067738,5.2203690367085596e-05,0.0008138454918350492,4.7166702071470874e-05,0.0008266373404434749,5.107962725950139e-05,0.0008362980293376105
ResidualNeuralNetwork,0.0001,8.0,40.0,True,18.0,,,,,,,,,,,,,,,,,,,,,,0.018724181254704795,0.00152603251238664,0.0002293341017017762,0.0003379970168073972,0.001886099700221961,0.00021948586218059062,0.0,0.0002094028207163016,0.003568623960018158,0.0002193449530750513,0.0037260244290033976,0.00022437398632367452,0.003625119477510452,0.00023499730353554089,0.0035909280180931092,0.00026170949762066207,0.003552476813395818,0.0002341198114057382,0.003691433121760686,0.00023123322365184624,0.0038034466405709585,0.004072319184030805,0.00032731169568640843,4.9533023099814143e-05,7.2259855057512e-05,0.0004005483894094807,4.666179551609925e-05,0.0,5.4881006612309386e-05,0.0007452515619141715,4.728864545800856e-05,0.0007863309234380722,4.593248346022197e-05,0.000780501908489636,4.587875945227487e-05,0.0007721186748572759,5.1250840936388286e-05,0.0008153541279690606,4.7354536530162605e-05,0.0008290826742138181,4.9343938007950784e-05,0.0008343923304762159
ResidualNeuralNetwork,0.0001,8.0,40.0,True,19.0,,,,,,,,,,,,,,,,,,,,,,0.01868341366449992,0.0015260811895132064,0.0002280839718878269,0.00033979065095384917,0.0018766114997370124,0.0002235783574481805,0.0,0.00024303309619426726,0.0034628445903460187,0.00022012554109096527,0.003695514053106308,0.00022908382428189119,0.0036172268291314444,0.00024182822865744433,0.0035914115607738493,0.0002581178986777862,0.0035365718106428784,0.00022434877852598825,0.003696935127178828,0.00022817086428403855,0.0038519814610481263,0.004067912697792053,0.00032740474811622077,4.957567767373153e-05,7.26449502898114e-05,0.0003994417990498579,4.697456689817565e-05,0.0,6.242800237877028e-05,0.0007300385939223425,4.561212512531451e-05,0.0007892198860645294,4.799352692706244e-05,0.0007719183074576514,4.579735520694937e-05,0.0007718665259225028,5.167297619794096e-05,0.0008178243147475379,4.661956336349249e-05,0.0008198603987693787,4.907356841223581e-05,0.0008415410561220986
ResidualNeuralNetwork,0.0001,8.0,40.0,True,20.0,,,,,,,,,,,,,,,,,,,,,,0.018565823634465534,0.001527266576886177,0.00023043967473010223,0.00034232717007398605,0.001870203499187564,0.00022010587466259797,0.0,0.000227787671610713,0.003538247694571813,0.00022607077844440937,0.0036825619637966154,0.00021562580950558187,0.00362817645072937,0.0002498604202022155,0.0035485409200191496,0.000247047608718276,0.0035796235005060833,0.000241409024844567,0.0036555811762809753,0.00023805354721844195,0.003858022888501485,0.004045624818120684,0.00032756626605987547,4.9868465534278327e-05,7.298274098762444e-05,0.0003987465050441036,5.4818272058452876e-05,0.0,5.779434660715716e-05,0.0007370227149554662,4.843927121588162e-05,0.000790768169931003,4.4552749022841455e-05,0.0007775966610227312,4.7878894422735486e-05,0.0007591878729207175,5.0212076998182705e-05,0.000822882673570088,5.232246725686959e-05,0.0008291842682021005,4.99094370752573e-05,0.0008415455264704568
ResidualNeuralNetwork,0.0001,8.0,40.0,True,21.0,,,,,,,,,,,,,,,,,,,,,,0.018564422925313313,0.001526875669757525,0.00023097279481589794,0.000341178880383571,0.0018256690169152182,0.00022205106603602568,0.0,0.00023362093294660252,0.0034818855424722035,0.00022536224375168483,0.0037015306452910105,0.00022046477533876896,0.0036212849120299023,0.0002511808183044195,0.0035536592205365498,0.0002530291210860014,0.0035673024753729503,0.0002340031632532676,0.003682904193798701,0.00022595015664895375,0.003873865306377411,0.004043460318020412,0.00032759436539241246,4.998018432940756e-05,7.323630686317172e-05,0.00038912110070992925,4.995469935238361e-05,0.0,6.25814643821546e-05,0.0007115190050431661,4.9471522548369e-05,0.000787893682718277,4.554444790950843e-05,0.0007802695035934448,4.844245766954763e-05,0.0007597550217594419,5.1478313149086066e-05,0.0008172546114240374,4.9391608419162885e-05,0.0008283717291695731,4.857259669474193e-05,0.0008442415722778866
ResidualNeuralNetwork,0.0001,8.0,40.0,True,22.0,,,,,,,,,,,,,,,,,,,,,,0.018474270900090534,0.001529556637008985,0.00023323966500659782,0.00034929389754931133,0.0017954727770483167,0.00024194461293518542,0.0,0.0002308728794256846,0.0035196629663308463,0.00023712306283414365,0.003672165423631668,0.00024154869218667347,0.003614769627650579,0.00024253589411576588,0.0036288698514302573,0.0002480460486064355,0.003608961155017217,0.0002465016363809506,0.003645680844783783,0.0002522312259922425,0.0038686439394950865,0.00401853152683803,0.00032830605549471716,5.037118680775166e-05,7.572064974478312e-05,0.0003808079240567048,5.1448467586721695e-05,0.0,5.8700962524328914e-05,0.0007253572876964297,5.121266668928521e-05,0.0007810570299625397,5.0211198894040924e-05,0.0007716220936604908,5.1325167130146705e-05,0.0007528538150446756,5.5472981849951406e-05,0.0008204312196799687,5.268642146672521e-05,0.0008221091968672617,5.186393391340971e-05,0.0008354802748986653
ResidualNeuralNetwork,0.0001,8.0,40.0,True,23.0,,,,,,,,,,,,,,,,,,,,,,0.01825254162152608,0.0015262542913357417,0.0002283248429497083,0.00033807757621010144,0.0018716100867515733,0.00023277481086552142,0.0,0.00022354406925539176,0.003520655632019043,0.00023489422164857388,0.003665149211883545,0.000222385348752141,0.0036089522143205005,0.00021967591407398384,0.0036425980428854625,0.0002638140693306923,0.0035882641871770224,0.00023811684610943,0.003694934149583181,0.0002230320901920398,0.0039565761884053545,0.003959178498813084,0.0003278713407261031,4.91296939019646e-05,7.470630641494478e-05,0.00039709181093346174,5.348909513226577e-05,0.0,6.419531335788114e-05,0.000688745453953743,5.087141679333789e-05,0.0007764774773802077,4.794467905802386e-05,0.0007679123431444168,5.188456603458949e-05,0.0007553526333400182,5.397960942770754e-05,0.0008268722998244422,5.1625784752624375e-05,0.0008186770336968558,4.9509048195821896e-05,0.0008382018123354231
ResidualNeuralNetwork,0.0001,8.0,40.0,True,24.0,,,,,,,,,,,,,,,,,,,,,,0.01791607141494751,0.0015300396829843522,0.0002306970302015543,0.00035006332521637283,0.0018206159377824982,0.00027129581818977994,0.0,0.0002032897435128689,0.0035873810450236005,0.00020851811083654563,0.003720783938964208,0.00025026346556842325,0.0035934309164683026,0.0002652055894335111,0.0035816483199596406,0.0002250020857900381,0.0036679260432720185,0.00024004018244644005,0.003708930313587189,0.000280203049381574,0.003700157254934311,0.0039049344403403147,0.00032836558031184334,4.94841586000153e-05,7.612018712929316e-05,0.00038899571605716284,5.8059953153133394e-05,0.0,5.393850816679852e-05,0.0007452477834054402,4.574716024632965e-05,0.0007935415421213422,5.657303679202284e-05,0.0007146776786872319,4.782743885048798e-05,0.0007718502410820552,5.2744842001370023e-05,0.0008295690906899316,5.1784744885350976e-05,0.0008374126894133432,6.399268417486122e-05,0.0007812001875468663
ResidualNeuralNetwork,0.0001,8.0,40.0,True,25.0,,,,,,,,,,,,,,,,,,,,,,0.017526636521021526,0.0015251637746890386,0.00022406711553533872,0.00033494578674435614,0.0017967037214434163,0.0002379733758668105,0.0,0.00023774094879627227,0.0034576567510763803,0.00022378053205708662,0.003713255375623703,0.0002312923315912485,0.0036097238461176556,0.00021417026097575825,0.003634915997584661,0.0002706009584168593,0.0035901216169198355,0.00023403631833692393,0.0037314909199873607,0.0002061405684798956,0.003891909122467041,0.003830277919769287,0.000327229340161596,4.8324242899460453e-05,7.229714787432126e-05,0.00038309947338539856,4.7887901642492836e-05,0.0,6.968006491661071e-05,0.0006777127406426838,5.003764027995723e-05,0.000779825821518898,4.693180588739259e-05,0.000775029616696494,4.878986759909562e-05,0.0007747845990317209,4.9656074094985214e-05,0.0008259538561105728,4.877772049180099e-05,0.0008303300610610417,4.373489812548671e-05,0.0008355882550988878
