Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train N BCE Loss,train N BCELogits Loss,train N MSE Loss,train N MAE Loss,train N SSIM Loss,train N 0 White MAE Loss,train N 0 Black MAE Loss,train N H White MAE Loss,train N H Black MAE Loss,train N I White MAE Loss,train N I Black MAE Loss,train N J White MAE Loss,train N J Black MAE Loss,train N K White MAE Loss,train N K Black MAE Loss,train N L White MAE Loss,train N L Black MAE Loss,train N M White MAE Loss,train N M Black MAE Loss,train N N White MAE Loss,train N N Black MAE Loss,test N BCE Loss,test N BCELogits Loss,test N MSE Loss,test N MAE Loss,test N SSIM Loss,test N 0 White MAE Loss,test N 0 Black MAE Loss,test N H White MAE Loss,test N H Black MAE Loss,test N I White MAE Loss,test N I Black MAE Loss,test N J White MAE Loss,test N J Black MAE Loss,test N K White MAE Loss,test N K Black MAE Loss,test N L White MAE Loss,test N L Black MAE Loss,test N M White MAE Loss,test N M Black MAE Loss,test N N White MAE Loss,test N N Black MAE Loss
NeuralNetwork,0.0001,8.0,40.0,True,10.0,9.404375616993223e-05,0.000312572398356029,1.2721961164580924e-05,2.992514055222273e-05,0.0007966774077525057,9.947995256100383e-06,0.0,2.143169320853693e-05,0.00018192908859678678,2.8817235891308103e-05,0.00047102527959006174,2.9840642985488687e-05,0.00045425194714750563,2.6631531571703298e-05,0.0007909362869603293,2.176807029172778e-05,0.0008152839860745838,2.134939921753747e-05,0.0008583121533904756,1.4116185983376843e-05,0.0008767112557377134,0.00042083061610658965,0.0014512060830990474,5.3880798319975534e-05,0.00012351855014761288,0.003765281554522569,4.6543939970433715e-05,0.0,0.00011937230980644624,0.0009441821525494258,0.00013390989042818546,0.0022051247457663217,0.0001405209768563509,0.0023178507884343467,9.451410733163357e-05,0.0035838002959887186,0.0001310365740209818,0.0035012411574522656,9.456120897084474e-05,0.003964066008726756,6.556221439192692e-05,0.004032592723766963
NeuralNetwork,0.0001,8.0,40.0,True,11.0,9.292022857282843e-05,0.0003122513581599508,1.2425262580758759e-05,2.913201626922403e-05,0.0007984481400106917,9.836113479520594e-06,0.0,2.0794816581266267e-05,0.00017459713188665253,2.7935103779392584e-05,0.00045621203524725775,2.9005842017275946e-05,0.0004389533240880285,2.6476516255310604e-05,0.0007833841123751231,2.1355582534202507e-05,0.0008121025349412646,2.096243801393679e-05,0.0008569966469492231,1.403911571417536e-05,0.0008775901049375534,0.000414777547121048,0.001449896271030108,5.227350629866123e-05,0.0001204515884940823,0.003771253849546109,4.638045017297069e-05,0.0,0.00011374058667570352,0.0009184263025720914,0.00012993883962432543,0.0021432561179002127,0.00013837429384390513,0.002167872836192449,9.428337992479404e-05,0.003533646215995153,0.00012774216787268718,0.003494948148727417,9.431061334908009e-05,0.003953627248605093,6.497960615282257e-05,0.004032198588053385
NeuralNetwork,0.0001,8.0,40.0,True,12.0,9.182428808084556e-05,0.0003119503813130515,1.2127103816185679e-05,2.839000163865941e-05,0.0007999517632703452,9.687554224261215e-06,0.0,2.0336950131292853e-05,0.0001673975826374122,2.7226462095443693e-05,0.0004411526024341583,2.8393534012138844e-05,0.0004238779257450785,2.62749198425029e-05,0.0007740931851523263,2.0931637845933437e-05,0.0008091805768864496,2.0569251916770426e-05,0.0008572953087942941,1.39968835615686e-05,0.0008780830140624727,0.0004096288854877154,0.0014487737168868383,5.092228918025891e-05,0.00011775548725078503,0.00377624361469526,4.594147903844714e-05,0.0,0.00010974486358463764,0.000897747961183389,0.00012689460224161545,0.0020874703923861185,0.0001356933731585741,0.002039402847488721,9.376257658004761e-05,0.003489104410012563,0.00012547727674245835,0.0034913070499897002,9.38704703003168e-05,0.003941846390565236,6.466560686628024e-05,0.004030026992162069
NeuralNetwork,0.0001,8.0,40.0,True,13.0,9.088457695075444e-05,0.00031171111123902455,1.1879478448203632e-05,2.7801635275994028e-05,0.0008009242827170114,9.641714028215834e-06,0.0,2.0074985721813782e-05,0.0001604205263512475,2.6773019427699703e-05,0.00042690373957157137,2.7988032836999213e-05,0.0004091382292764527,2.6260632356362683e-05,0.0007669448852539063,2.0674200329397408e-05,0.0008064973567213331,2.041519619524479e-05,0.0008560366396393095,1.4037286330546651e-05,0.0008781807763235909,0.00040495401869217553,0.0014478688438733418,4.96531060586373e-05,0.00011559306488682827,0.0037792889825473785,4.6024102872858444e-05,0.0,0.00010706016328185797,0.0008761854221423467,0.00012496119209875662,0.0020290335019429524,0.0001334467902779579,0.0019311352322498958,9.423086109260718e-05,0.0034422350426514944,0.00012409338572372993,0.003477333237727483,9.417755839725335e-05,0.003931046277284622,6.479892569283644e-05,0.004029370347658793
NeuralNetwork,0.0001,8.0,40.0,True,14.0,9.001856004553182e-05,0.0003115220527563776,1.1649827605911663e-05,2.7377968321421316e-05,0.0008013458341776757,9.743367887235113e-06,0.0,1.997538742476276e-05,0.0001531855735395636,2.6541065225111586e-05,0.00041254660380738123,2.7691383313919816e-05,0.00039540060928889686,2.6332902988152843e-05,0.0007611561034406934,2.0693176026855198e-05,0.0008020984275000436,2.049267225499664e-05,0.0008546340678419386,1.4298321080527135e-05,0.0008776532752173288,0.0004007406532764435,0.0014471578101317088,4.8455696863432725e-05,0.00011408024777968725,0.0037804943376345593,4.671767819672823e-05,0.0,0.00010502224322408437,0.0008493229746818542,0.00012389176990836858,0.0019741783539454143,0.00013198795107503732,0.0018403589725494384,9.539097857971987e-05,0.0033924145003159842,0.0001232312759384513,0.0034608714282512664,9.544622153043747e-05,0.00391946608821551,6.580652358631292e-05,0.004026815295219421
NeuralNetwork,0.0001,8.0,40.0,True,15.0,8.928167766758374e-05,0.0003113779638494764,1.145333018419998e-05,2.710153515051518e-05,0.0008013248738194412,9.885380443717753e-06,0.0,1.997129459466253e-05,0.00014673182740807534,2.646559982427529e-05,0.00039813555777072905,2.749518191974078e-05,0.0003837008561406817,2.660229802131653e-05,0.0007553570504699434,2.0851761967475926e-05,0.000796741247177124,2.0782356815678734e-05,0.0008517751736300332,1.464778490896736e-05,0.00087713822722435,0.00039670377348860106,0.0014465156942605971,4.7280445384482544e-05,0.0001128656401609381,0.0037810847911093222,4.7449045814573766e-05,0.0,0.00010365191847085952,0.0008201572423179944,0.00012329705059528352,0.0019204229116439818,0.0001303508101652066,0.001762429376443227,9.696452567974727e-05,0.0033354893326759338,0.00012306809270133575,0.003444956491390864,9.692980286975701e-05,0.0039045351246992746,6.678933277726173e-05,0.004024286319812139
NeuralNetwork,0.0001,8.0,40.0,True,16.0,8.862268046608993e-05,0.000311253938291754,1.1265872412228159e-05,2.689136059156486e-05,0.0008011679020233975,1.005738158710301e-05,0.0,1.9959797750094106e-05,0.00014029662790043012,2.6462273672223092e-05,0.0003852340259722301,2.7309469546058348e-05,0.0003726256745202201,2.6899158755051237e-05,0.0007500685219253813,2.106792858934828e-05,0.0007916581417833056,2.112263214907476e-05,0.0008490965834685734,1.5020432017211403e-05,0.0008766332907336099,0.00039294123028715453,0.0014459402610858282,4.621516757955154e-05,0.00011180145666003227,0.0037820115182292447,4.810885681460301e-05,0.0,0.00010232923862834772,0.0007944139341513316,0.0001226797622318069,0.0018783575544754664,0.00012871994792173306,0.0016899162282546362,9.842793612430493e-05,0.003281198690334956,0.0001224275290345152,0.0034352096418539682,9.834951876352231e-05,0.0038867585361003877,6.769526905069749e-05,0.004019753634929657
NeuralNetwork,0.0001,8.0,40.0,True,17.0,8.801632959927831e-05,0.00031113071101052423,1.1093198554590345e-05,2.668836054259113e-05,0.0008010324883082266,1.0188945868451681e-05,0.0,1.999267510005406e-05,0.00013481351946081433,2.6354769111743994e-05,0.0003737166790025575,2.705498066331659e-05,0.00036325244499104363,2.708126391683306e-05,0.0007452820028577532,2.125981929046767e-05,0.0007860284298658371,2.1392213446753366e-05,0.0008470451193196433,1.533352437296084e-05,0.0008762042969465255,0.0003893354597191016,0.0014452729374170303,4.519592427338163e-05,0.00011051544764389594,0.003783801254931496,4.8424932174384594e-05,0.0,0.00010087840103854736,0.0007707587132851283,0.00012158028160532315,0.001840654636422793,0.0001264298101887107,0.0016299883524576824,9.925822572161754e-05,0.003223448743422826,0.00012117427928994099,0.003422084202369054,9.897909282396237e-05,0.0038719606896241506,6.806575693190098e-05,0.004017065465450287
NeuralNetwork,0.0001,8.0,40.0,True,18.0,8.747091383806296e-05,0.0003109957224556378,1.093404633658273e-05,2.644622831472329e-05,0.0008010826222012435,1.02093443274498e-05,0.0,1.9999827990042312e-05,0.00013013076303260667,2.6153453758784702e-05,0.00036300383508205416,2.671539716954742e-05,0.00035592567707811085,2.7110986411571503e-05,0.0007417068417583193,2.1317177119531802e-05,0.0007811019463198525,2.1512302503521954e-05,0.000845570010798318,1.547450665384531e-05,0.0008759757237774985,0.00038604006792108215,0.0014444721241792043,4.42943690965573e-05,0.00010875094837198655,0.0037875369991955325,4.797636065632105e-05,0.0,9.935674412796895e-05,0.0007528326163689296,0.00011950638145208359,0.001807171975572904,0.00012326849003632863,0.0015777256339788437,9.902733533332746e-05,0.003174334267775218,0.00011900980801632007,0.0034060753881931306,9.82895027846098e-05,0.0038601644337177277,6.75817330678304e-05,0.004016462465127309
NeuralNetwork,0.0001,8.0,40.0,True,19.0,8.699732965656689e-05,0.00031084947820220676,1.0800057290388005e-05,2.613383944013289e-05,0.000801428993117013,1.019753232997443e-05,0.0,1.994022334526692e-05,0.00012639424364481653,2.583202939214451e-05,0.00035410142902817047,2.621106770155685e-05,0.0003510653972625732,2.680707922471421e-05,0.0007399965077638626,2.1261001737522227e-05,0.0007770985897098269,2.1481520629354884e-05,0.0008441017142363957,1.5469984750130347e-05,0.0008760002574750356,0.0003829659273227056,0.0014436618735392888,4.347502253949642e-05,0.00010698103190710147,0.00379169169320015,4.756442115952571e-05,0.0,9.712937753647566e-05,0.0007370501756668091,0.00011685582964370648,0.0017784673720598221,0.00011975231269995371,0.0015430071701606114,9.845502985020479e-05,0.0031302134195963544,0.00011687332298606634,0.0033876242736975352,9.735765246053537e-05,0.0038445120056470237,6.690491766979297e-05,0.004015623529752096
NeuralNetwork,0.0001,8.0,40.0,True,20.0,8.64842174840825e-05,0.000310683436691761,1.0660372208803891e-05,2.5748983690781254e-05,0.0008019892763674655,1.0044379658730966e-05,0.0,1.981719397008419e-05,0.0001233736186155251,2.5388036322380814e-05,0.00034674158585923056,2.571292986561145e-05,0.00034668163529464176,2.6345249664570602e-05,0.0007381694657461983,2.0989935312952314e-05,0.0007736859044858387,2.125958978597607e-05,0.0008436848010335649,1.5305308625102044e-05,0.0008758917983089174,0.00038039016847809154,0.0014428372184435527,4.277632106095552e-05,0.00010507507249712944,0.0037963899962955017,4.670034007479747e-05,0.0,9.529520757496357e-05,0.0007227227712670962,0.0001136679279928406,0.0017561877767244974,0.00011642116587609052,0.0015162607034047446,9.722233905146519e-05,0.003094163288672765,0.00011436350177973509,0.0033723853528499605,9.589570108801127e-05,0.003832982728878657,6.587421521544456e-05,0.00401566872994105
NeuralNetwork,0.0001,8.0,40.0,True,21.0,8.600897022656031e-05,0.0003105034253426961,1.0537808494908469e-05,2.5317523561950242e-05,0.0008028396386571742,9.834415478897945e-06,0.0,1.9618749086345945e-05,0.00012063648817794664,2.4799744798136608e-05,0.0003410851848976953,2.5226870950843606e-05,0.000342886708676815,2.5672651827335357e-05,0.0007380025727408273,2.0564059793416944e-05,0.0007707277578966958,2.0824485857571873e-05,0.0008432932730231967,1.5009690209158829e-05,0.000875941663980484,0.00037792613729834554,0.0014419522136449813,4.209548157329361e-05,0.0001030264189466834,0.003801709980379616,4.562993999570608e-05,0.0,9.328606538474559e-05,0.0007084725424647331,0.00011004525392005841,0.0017380505800247193,0.00011282248888164759,0.0014932447423537572,9.557449569304784e-05,0.0030619236330191296,0.00011189912135402361,0.003355097770690918,9.367590149243673e-05,0.0038263964156309764,6.453923027341565e-05,0.004016404102245966
NeuralNetwork,0.0001,8.0,40.0,True,22.0,8.554856425949506e-05,0.0003103279907788549,1.0431646036782436e-05,2.4880467182291407e-05,0.0008037865004776282,9.619875345379115e-06,0.0,1.9455987161823682e-05,0.00011871570189084326,2.4196415740464414e-05,0.0003368958830833435,2.473115621666823e-05,0.00033948857869420734,2.4884162537221398e-05,0.0007378108267273222,2.009509064789329e-05,0.0007677010127476283,2.0353509379284724e-05,0.0008430225508553642,1.4683674089610577e-05,0.0008759385240929467,0.0003758824740846952,0.0014411563674608867,4.150404905279477e-05,0.00010113228733340899,0.0038067166248294047,4.470022007202109e-05,0.0,9.127209583918254e-05,0.0006939447795351346,0.00010683012660592795,0.0017220826198657353,0.00010974050965160132,0.001476710041364034,9.398660622537137e-05,0.003034928192694982,0.00010951919636378685,0.0033393032848834992,9.175552210460107e-05,0.0038225844502449034,6.34263502433896e-05,0.004016848653554917
NeuralNetwork,0.0001,8.0,40.0,True,23.0,8.509037350969655e-05,0.0003101929756147521,1.0324027555595551e-05,2.4561036843806507e-05,0.0008044169476170896,9.486803485612785e-06,0.0,1.927225717476436e-05,0.00011703011446765491,2.3764115758240224e-05,0.00033330009984118596,2.4404247025293963e-05,0.0003354102373123169,2.4425682412194353e-05,0.0007349693881613867,1.9816339149006775e-05,0.0007640774228743144,2.0130537450313568e-05,0.000842551195195743,1.4505031452115093e-05,0.0008757185723100389,0.0003739199290672938,0.0014405099054177603,4.092823170746366e-05,9.960723109543323e-05,0.003810337591222875,4.4152548070997e-05,0.0,8.995581107834975e-05,0.0006777821108698845,0.00010444975147644679,0.001705640678604444,0.0001074121721709768,0.0014575024445851643,9.308805068333944e-05,0.003004246453444163,0.00010792041818300883,0.003321276108423869,9.064030212660631e-05,0.0038170166313648223,6.279658603792389e-05,0.004015474518140157
NeuralNetwork,0.0001,8.0,40.0,True,24.0,8.469957725277969e-05,0.00031005945056676864,1.0230329020747117e-05,2.4216790084860156e-05,0.0008051380519011395,9.35661290506167e-06,0.0,1.9094981585762332e-05,0.00011529777465122087,2.3345050535031727e-05,0.00032954170767750057,2.4016845106546367e-05,0.00033328338925327574,2.385321505633848e-05,0.0007333718240261078,1.9521919810878378e-05,0.000760674210531371,1.989357905196292e-05,0.000842245455299105,1.4287146872707776e-05,0.000875622353383473,0.00037213812271753947,0.0014399105062087377,4.042180565496286e-05,9.807165867338578e-05,0.003814183521656444,4.364195823048552e-05,0.0,8.864124926428e-05,0.0006660711020231247,0.0001020388367275397,0.0016899586965640385,0.00010512800266345342,0.001442825918396314,9.238519705832005e-05,0.002978105843067169,0.0001061424845829606,0.003307548413674037,8.925374907751878e-05,0.0038152520855267843,6.201317689071099e-05,0.004015472779671351
NeuralNetwork,0.0001,8.0,40.0,True,25.0,8.429294851209436e-05,0.00030995112444673264,1.0131632942440254e-05,2.3958797100931406e-05,0.0008055773649151942,9.303960749613387e-06,0.0,1.896515189270888e-05,0.00011333997494408062,2.3083428719214032e-05,0.00032526909240654535,2.378153647961361e-05,0.0003296391506280218,2.3463626192616564e-05,0.0007315317967108317,1.9360569837902275e-05,0.0007572275187288012,1.9756879191845654e-05,0.0008418623890195574,1.4199284903172935e-05,0.0008752737726484026,0.00037023934225241344,0.0014394129316012065,3.988482058048248e-05,9.685698896646499e-05,0.003816810959145303,4.349615580091874e-05,0.0,8.767414061973492e-05,0.0006523447732130687,0.000100174848921597,0.0016729604452848435,0.0001035200199112296,0.0014242400725682576,9.205726285775503e-05,0.002949854483207067,0.00010505660126606624,0.003289207567771276,8.864232804626227e-05,0.0038109409312407174,6.184311350807548e-05,0.004013832658529282
NeuralNetwork,0.0001,8.0,40.0,True,26.0,8.391882292926311e-05,0.00030985216477087566,1.0042724066546985e-05,2.3723076031144176e-05,0.0008060151697988669,9.281633953963008e-06,0.0,1.885556848719716e-05,0.0001115651535136359,2.2780555965644974e-05,0.0003219759890011379,2.355832839384675e-05,0.00032643194177321027,2.3077105704162802e-05,0.0007302095315286091,1.9289594742336442e-05,0.0007527359362159456,1.956341355772955e-05,0.000841444730758667,1.4101472749773945e-05,0.0008751048573425838,0.00036843186244368554,0.001438908651471138,3.934163444985946e-05,9.566951387872299e-05,0.003819449195805412,4.334003509332736e-05,0.0,8.664601482450962e-05,0.0006395433098077774,9.854360638807217e-05,0.0016569043199221292,0.00010185737628489732,0.0013989499459664027,9.181504913916191e-05,0.002917522688706716,0.00010366933420300484,0.003274626284837723,8.803501259535551e-05,0.003806875397761663,6.1476428527385e-05,0.004014001290003458
NeuralNetwork,0.0001,8.0,40.0,True,27.0,8.352164046040603e-05,0.00030976246510233197,9.945889801851341e-06,2.353016919057284e-05,0.0008062900175862218,9.256915654987097e-06,0.0,1.877704801570092e-05,0.00010961841658822128,2.257120130317552e-05,0.0003182412258216313,2.344209933653474e-05,0.00032242972935949055,2.2822839673608543e-05,0.0007267994540078299,1.9257299468985626e-05,0.0007477346807718277,1.947444730571338e-05,0.0008409019027437483,1.405297578977687e-05,0.0008748798498085567,0.00036676271508137386,0.0014384636034568152,3.881930218388637e-05,9.46482333044211e-05,0.0038213924034667325,4.3254477592806025e-05,0.0,8.56829962382714e-05,0.0006248416379094124,9.704571372518937e-05,0.0016411299506823222,0.00010047561178604762,0.0013792098810275395,9.156653347114722e-05,0.002890753746032715,0.00010283912221590678,0.003261439750591914,8.786864733944337e-05,0.003801042338212331,6.13501217837135e-05,0.004012503723303477
