0,1,2,3,4,5,6,7
1244,0,0,0,0,0,0,0
0,1228,0,0,0,0,0,0
0,0,1160,0,0,0,0,0
0,0,0,1150,0,0,0,0
0,0,0,0,1177,0,0,0
0,0,0,0,0,1207,0,0
0,0,0,0,0,0,1194,0
0,0,3,0,0,0,0,1237
