Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train VAE BCE Loss,train VAE BCELogits Loss,train VAE MSE Loss,train VAE MAE Loss,test VAE BCE Loss,test VAE BCELogits Loss,test VAE MSE Loss,test VAE MAE Loss
VariationalAutoencoder,0.0001,8.0,45.0,1.0,0.0,0.0003314694023196588,0.0005447624346637983,7.743509913069219e-05,0.00016042306979068848,0.0016437195382028255,0.002583798185084601,0.00038735606010604953,0.0007928652958300128
VariationalAutoencoder,0.0001,8.0,45.0,True,1.0,0.0003206214172178202,0.0005418119244177066,7.570402902573588e-05,0.00015295674457061644,0.0015580208983811193,0.002568103607345677,0.00037595029896910084,0.0007505019505818685
VariationalAutoencoder,0.0001,8.0,45.0,True,2.0,0.0003108194454339637,0.0005412139098920591,7.399032017934033e-05,0.00015291841725776137,0.0015061602652447778,0.002572933832804362,0.0003676714855919844,0.0007719213389000803
VariationalAutoencoder,0.0001,8.0,45.0,True,3.0,0.00026405178954337806,0.0005299086278339602,5.986233244366402e-05,0.00012980842325243988,0.0012620801820695025,0.0024917419976408376,0.0002763610356633768,0.0005893708681160549
VariationalAutoencoder,0.0001,8.0,45.0,True,4.0,0.00023123292588802039,0.000518566273614724,4.743897629716004e-05,0.00010176853470082553,0.0011239913087221062,0.0024552510219549985,0.00023653168442114343,0.0005097646945677463
VariationalAutoencoder,0.0001,8.0,45.0,True,5.0,0.00023328970786374854,0.0005138742554219906,4.370718933340674e-05,8.954617855041175e-05,0.0010885430394478564,0.0024277181745325244,0.0002113493780295054,0.00045186173428529464
VariationalAutoencoder,0.0001,8.0,45.0,True,6.0,0.00023443454680738423,0.0005122363326363165,4.200663949762072e-05,8.528691658755198e-05,0.0010552427866173991,0.0024121146906846726,0.00018780362212433006,0.0003988138347301843
VariationalAutoencoder,0.0001,8.0,45.0,True,7.0,0.00024897992771590814,0.0005135806101673054,4.4031314692407284e-05,8.86881066300477e-05,0.001094946321451439,0.0024131967586541324,0.00019577348241641088,0.0004077705572236259
VariationalAutoencoder,0.0001,8.0,45.0,True,8.0,0.00024267597339866617,0.0005103176976792575,3.9854415785270236e-05,8.221071544843864e-05,0.001137406289952356,0.0024070376120273423,0.00019078639646371207,0.00038720955545047545
VariationalAutoencoder,0.0001,8.0,45.0,True,9.0,0.00023919404195646714,0.000510084420201592,4.031412514313212e-05,7.902000932841288e-05,0.0011863116198365794,0.0024058978137730053,0.0001918284702788359,0.0003819087016507515
VariationalAutoencoder,0.0001,8.0,45.0,True,10.0,0.00023086903230199273,0.0005102451599511817,3.843387523590715e-05,8.081242120812202e-05,0.0011824190429171675,0.002401917797964324,0.00018406593762103867,0.0003921198160768305
VariationalAutoencoder,0.0001,8.0,45.0,True,11.0,0.00024255630221328323,0.0005093834631526566,3.843530108825859e-05,7.997894022021332e-05,0.0011575736527173024,0.002393453376098249,0.00017395050926778303,0.0003674918516252026
VariationalAutoencoder,0.0001,8.0,45.0,True,12.0,0.00023741036091210708,0.0005089328938096038,3.743852988246959e-05,7.775519294237512e-05,0.0011437926089988564,0.002396730881816936,0.0001723710096107339,0.00036677242543712354
VariationalAutoencoder,0.0001,8.0,45.0,True,13.0,0.00023479791825029727,0.0005073967086015686,3.509784011908297e-05,7.377437383659445e-05,0.0012190979231828413,0.002394069478196918,0.0001767567423342159,0.0003676706655595288
VariationalAutoencoder,0.0001,8.0,45.0,True,14.0,0.0002404584717557758,0.0005076253269560574,3.723298121655405e-05,7.342333300415717e-05,0.0012513520957538916,0.0023954561296499,0.00017869330755194778,0.0003690351761362088
VariationalAutoencoder,0.0001,8.0,45.0,True,15.0,0.00023555133059982342,0.0005068411884924794,3.5311499575399e-05,7.36774359591245e-05,0.0012130383050666664,0.002391730089607479,0.00017401320660639108,0.0003534789964462976
VariationalAutoencoder,0.0001,8.0,45.0,True,16.0,0.0002487077104113494,0.0005062777157421061,3.606841128791439e-05,7.21368878437181e-05,0.0012255081403180488,0.002389561080332822,0.00017436001004662903,0.00035476811089605654
VariationalAutoencoder,0.0001,8.0,45.0,True,17.0,0.0002405635028515222,0.0005065549737359636,3.442987096759508e-05,7.150008912999032e-05,0.001209821434890699,0.0023896875996259775,0.00016987324932461265,0.0003591770036790356
VariationalAutoencoder,0.0001,8.0,45.0,True,18.0,0.00024803595321197714,0.0005081912899274389,3.738115438714503e-05,7.668060233008187e-05,0.0012158082341248134,0.0023878239235788023,0.00016977594661637672,0.000348693052740217
VariationalAutoencoder,0.0001,8.0,45.0,True,19.0,0.00024152958810811417,0.0005063241864793063,3.5075450722740664e-05,7.145036001893067e-05,0.0012710629581655346,0.002395192032340188,0.00018010219359922708,0.00037428710914257936
VariationalAutoencoder,0.0001,8.0,45.0,True,20.0,0.00023660443301470774,0.0005055411726316673,3.328619178414666e-05,6.972537488950231e-05,0.0012327486988883349,0.0023908870025250895,0.0001729175846719142,0.00035988284075784985
VariationalAutoencoder,0.0001,8.0,45.0,True,21.0,0.00023724895844241036,0.0005052421452864161,3.38288089335768e-05,6.967236732215573e-05,0.0012541827540727532,0.002390100895983618,0.0001732721784204807,0.00035894624654601956
VariationalAutoencoder,0.0001,8.0,45.0,True,22.0,0.00023310717868033767,0.0005063937118432592,3.479292611227524e-05,7.193477829350937e-05,0.001174551229806816,0.002382444698105818,0.0001612241327200296,0.0003364632527033488
VariationalAutoencoder,0.0001,8.0,45.0,True,23.0,0.0002366354804475995,0.0005054976740937349,3.39911552773653e-05,7.109184852346898e-05,0.0012186238038464912,0.0023832234946436852,0.0001671258828737451,0.0003412565532720314
VariationalAutoencoder,0.0001,8.0,45.0,True,24.0,0.00024979165943485066,0.0005059459942049093,3.554946881018559e-05,7.209444363322861e-05,0.0011594685368567894,0.002382467002988611,0.00015914823227333573,0.00033440098822491726
VariationalAutoencoder,0.0001,8.0,45.0,True,25.0,0.00023696292442774194,0.0005055437833472404,3.4463865496720264e-05,7.112319217216615e-05,0.001175469103849159,0.002382209653374534,0.0001588086099744593,0.00033603383685058017
VariationalAutoencoder,0.0001,8.0,45.0,True,26.0,0.0002471331878492453,0.0005051406085330521,3.4506553206643e-05,6.84140576426231e-05,0.0011678186227690498,0.002376548336736811,0.00015416526991241384,0.0003222167117040862
VariationalAutoencoder,0.0001,8.0,45.0,True,27.0,0.00024145367653222096,0.000504237461604198,3.300708369665711e-05,6.880529345367154e-05,0.0011522589989428251,0.0023766388683199133,0.0001519131913500012,0.00032179029482715533
VariationalAutoencoder,0.0001,8.0,45.0,True,28.0,0.00023211038739212117,0.000503554699234564,3.148533524368009e-05,6.499174590702006e-05,0.0011792848320127283,0.002377857951997961,0.0001548372396508103,0.0003173305131729294
VariationalAutoencoder,0.0001,8.0,45.0,True,29.0,0.00023163306825565842,0.0005037030280439681,3.1924291923039684e-05,6.62973647651004e-05,0.0011747340736149242,0.0023758475135707254,0.00015414267216088637,0.00032890557586771885
VariationalAutoencoder,0.0001,8.0,45.0,True,30.0,0.00023183224577145436,0.0005036962401834781,3.267510861881338e-05,6.838845254757977e-05,0.0011875142091475194,0.0023719128572715904,0.0001565560979663201,0.0003159249541144701
VariationalAutoencoder,0.0001,8.0,45.0,True,31.0,0.0002305269080673588,0.0005037064018917855,3.1921550671687985e-05,6.594901999855299e-05,0.001168499858874195,0.0023729295100805895,0.00015606796778972794,0.0003174153045288422
VariationalAutoencoder,0.0001,8.0,45.0,True,32.0,0.00023391997476793685,0.0005033148748855385,3.1196258741247683e-05,6.461243905789769e-05,0.0011429024754830127,0.0023664729025378918,0.00014120206799147264,0.0003038574736448204
VariationalAutoencoder,0.0001,8.0,45.0,True,33.0,0.0002295427084611754,0.0005027355771823071,3.0224301884919807e-05,6.481973489500442e-05,0.0011731331828255323,0.0023681873795371386,0.0001507276587141385,0.00031052323632270283
VariationalAutoencoder,0.0001,8.0,45.0,True,34.0,0.00023201304786610153,0.0005040046259399373,3.159612748581123e-05,6.620819878706713e-05,0.0011810713781500763,0.0023691867882350707,0.0001487211564426902,0.0003078656517109781
VariationalAutoencoder,0.0001,8.0,45.0,True,35.0,0.00023209863917204247,0.0005025891361210866,3.095789287851827e-05,6.358352090631212e-05,0.0011751025727709883,0.0023667711131977586,0.00014871396358657934,0.0003051676980729373
VariationalAutoencoder,0.0001,8.0,45.0,True,36.0,0.00023730581179462031,0.0005034874231024894,3.174939406207308e-05,6.48242233175473e-05,0.0011533180122855324,0.002369604395620478,0.00014712827854186484,0.0003065481407087554
VariationalAutoencoder,0.0001,8.0,45.0,True,37.0,0.00023334409107737787,0.0005021185646802589,2.944339669216675e-05,6.389830291592528e-05,0.0011935977253524012,0.002370145710759193,0.00014857050476584045,0.0003059015334027368
VariationalAutoencoder,0.0001,8.0,45.0,True,38.0,0.00023428653931682002,0.0005022599048048981,2.9785977802025983e-05,6.258252234953754e-05,0.0012008544034178151,0.0023644124187013637,0.00014267703693992686,0.00030012037487899733
VariationalAutoencoder,0.0001,8.0,45.0,True,39.0,0.0002371317373131806,0.0005019114746880338,3.0014967681423352e-05,6.169852903589726e-05,0.00118576946123591,0.002365931774835167,0.00014234695044703453,0.00029822300721264484
VariationalAutoencoder,0.0001,8.0,45.0,True,40.0,0.0002312719259621962,0.0005015928067287023,2.888376470604997e-05,6.020043015158723e-05,0.0011690795046728362,0.0023611727750526283,0.00013674261435022895,0.0002896060827393202
VariationalAutoencoder,0.0001,8.0,45.0,True,41.0,0.0002301507642005653,0.0005012512849668929,2.8599982433563295e-05,6.061471556878154e-05,0.001220493384127347,0.002362803655600398,0.00014104213823312484,0.00029781786432056306
VariationalAutoencoder,0.0001,8.0,45.0,True,42.0,0.00023987489649549007,0.0005015946944768859,2.9881640445350636e-05,6.114241147459035e-05,0.0012089763797304164,0.0023564746919667945,0.00013661403326118516,0.00027796940046286435
VariationalAutoencoder,0.0001,8.0,45.0,True,43.0,0.000239592396988059,0.0005008074231546201,2.8011818338597237e-05,5.9914084859292786e-05,0.0011811865575658451,0.002358347739813463,0.00013292429722704978,0.0002823993329357051
VariationalAutoencoder,0.0001,8.0,45.0,True,44.0,0.00023554215293046277,0.000500615153993879,2.738684566435467e-05,5.958777553630325e-05,0.0012240827833331605,0.002357359952146902,0.00013421364597179604,0.000286873312866163
VariationalAutoencoder,0.0001,8.0,45.0,True,45.0,0.00024281675121533581,0.0005013146651080355,2.8832710154776304e-05,6.062007757692003e-05,0.0012041085733557647,0.002356765405187067,0.00012990524230888054,0.0002796965762504242
VariationalAutoencoder,0.0001,8.0,45.0,True,46.0,0.00024504951550311476,0.0005001557885475879,2.7532664170323035e-05,5.945071296871833e-05,0.0012583470194594665,0.0023570265035209414,0.0001326711766374936,0.0002854607718170814
VariationalAutoencoder,0.0001,8.0,45.0,True,47.0,0.00023963195937020437,0.0005005839459015674,2.7084808465284157e-05,5.9444376962846824e-05,0.0012413337358138847,0.0023532937157828854,0.00012959709754155116,0.00027389569008875195
VariationalAutoencoder,0.0001,8.0,45.0,True,48.0,0.0002452314823785561,0.0004991249977096393,2.5953846479040593e-05,5.639915798873593e-05,0.0012483177882320476,0.002357989174764861,0.00013404347752250215,0.00028343121491888033
VariationalAutoencoder,0.0001,8.0,45.0,True,49.0,0.00024932855865704727,0.0004992899146041459,2.62631560271641e-05,5.6995570940791436e-05,0.0012863970027779633,0.002352680987532034,0.0001308818072455484,0.00027199073126481016
VariationalAutoencoder,0.0001,8.0,45.0,True,50.0,0.0002598778377324744,0.0005003425149583431,2.7929530591977574e-05,5.926374054822639e-05,0.0012957950433095296,0.0023549232842787256,0.0001303726022348464,0.00028069286882502476
VariationalAutoencoder,0.0001,8.0,45.0,True,51.0,0.0002508122283172093,0.0004994546306743776,2.6047779523298104e-05,5.725800810316502e-05,0.0013140852346360309,0.0023523820271282078,0.00012789615107782233,0.0002739352156531136
VariationalAutoencoder,0.0001,8.0,45.0,True,52.0,0.0002537967381130332,0.0004994773238174357,2.6161963185370772e-05,5.781861408701483e-05,0.0013172098863049873,0.0023499299895088626,0.0001264190617597328,0.0002662325570793272
VariationalAutoencoder,0.0001,8.0,45.0,True,53.0,0.0002587214513930349,0.0004993362648467812,2.6423273221501763e-05,5.741540914918534e-05,0.0013245332915827912,0.0023516006064864823,0.00012471715468655593,0.00027082867498667737
VariationalAutoencoder,0.0001,8.0,45.0,True,54.0,0.0002595946554225089,0.000499073345706148,2.6018323622784526e-05,5.6080916780988485e-05,0.0013485312836725007,0.002349371430259081,0.00012502214818630578,0.000262688306517571
VariationalAutoencoder,0.0001,8.0,45.0,True,55.0,0.00026249690759535426,0.0004983779715720534,2.5088193442300966e-05,5.5683520685309026e-05,0.001352694424443275,0.002349017363674236,0.00012391859536650795,0.0002663245647208496
VariationalAutoencoder,0.0001,8.0,45.0,True,56.0,0.0002683760382415792,0.00049839596542708,2.5817895975877655e-05,5.574103173701911e-05,0.001401077557659749,0.0023482398791882975,0.0001228839838467304,0.0002665404206926718
VariationalAutoencoder,0.0001,8.0,45.0,True,57.0,0.0002661033300055326,0.0004982926212552422,2.4959427427570774e-05,5.575412045913244e-05,0.0013690939489400611,0.002347954601611731,0.00012427849589653734,0.00026071493355733045
VariationalAutoencoder,0.0001,8.0,45.0,True,58.0,0.00026772205399053114,0.0004977987541985319,2.4277877534496174e-05,5.469884914207973e-05,0.0014075101733957446,0.002350501481841945,0.0001273571788889807,0.0002646904040432576
VariationalAutoencoder,0.0001,8.0,45.0,True,59.0,0.0002721585232935183,0.0004981880721377555,2.513780456909915e-05,5.496722568238199e-05,0.0014144125974403236,0.002348431626205924,0.00012117498935018696,0.0002650470244434645
VariationalAutoencoder,0.0001,8.0,45.0,True,60.0,0.00027773691958815584,0.0004990058285849435,2.636782061860889e-05,5.669022767209621e-05,0.0014331699729715503,0.0023469988654994363,0.00012112994613887379,0.00026683853763454364
VariationalAutoencoder,0.0001,8.0,45.0,True,61.0,0.0002760175625590301,0.0004979359975079642,2.51103594216375e-05,5.482282800815819e-05,0.0014434589904809148,0.0023474856367651023,0.00012334964513403815,0.00026277635457380764
VariationalAutoencoder,0.0001,8.0,45.0,True,62.0,0.00027822164914036054,0.0004981675880617208,2.528234784092222e-05,5.5542983857769205e-05,0.001428174522687804,0.0023474372782797182,0.00012147076334218559,0.0002640331597448145
VariationalAutoencoder,0.0001,8.0,45.0,True,63.0,0.00027782933891944166,0.0004979064763395613,2.4901876211005723e-05,5.4385909695188314e-05,0.0013964525746099604,0.0023444958452908497,0.00011854125596817185,0.0002555584523287959
VariationalAutoencoder,0.0001,8.0,45.0,True,64.0,0.00028043977333850294,0.0004984748492022409,2.5720614186837024e-05,5.5499811659283395e-05,0.0014517155458342354,0.002346908521352324,0.00012166124516688053,0.0002607828322446571
VariationalAutoencoder,0.0001,8.0,45.0,True,65.0,0.00028713973304332103,0.0004974551036994091,2.4180829203675056e-05,5.4435864733557176e-05,0.001451404964399038,0.0023459355411289623,0.00011661399226143676,0.00026352764488016283
VariationalAutoencoder,0.0001,8.0,45.0,True,66.0,0.0002795829565698567,0.0004973592703554509,2.4298685439674038e-05,5.297037469087585e-05,0.0014680580897901043,0.0023454647019224345,0.00011890215225189736,0.0002580614959668813
VariationalAutoencoder,0.0001,8.0,45.0,True,67.0,0.00028385444873105486,0.0004977015552495046,2.483296336109105e-05,5.4773887132377316e-05,0.0014877730757935242,0.002343571223552872,0.00011715866953321972,0.00025613704379999415
VariationalAutoencoder,0.0001,8.0,45.0,True,68.0,0.00028599696258971633,0.0004969003868874192,2.3716782041476422e-05,5.331173579326537e-05,0.0015066665298533889,0.002342127966430952,0.00011597181313067863,0.0002545444704826523
VariationalAutoencoder,0.0001,8.0,45.0,True,69.0,0.00029191617776120124,0.0004970764294467525,2.384695382613056e-05,5.2577818460220274e-05,0.0014967544461196324,0.0023416783074912783,0.00011412843874415512,0.00025445916367776737
VariationalAutoencoder,0.0001,8.0,45.0,True,70.0,0.0002940434490574017,0.0004976728775430561,2.4735156918632374e-05,5.446257436211219e-05,0.0015045309779029223,0.0023437944598167946,0.00011765009155438381,0.0002604014702937888
VariationalAutoencoder,0.0001,8.0,45.0,True,71.0,0.0002982607186643904,0.000496987544622704,2.3991258619127247e-05,5.3541001806040656e-05,0.0015139744716620295,0.0023422677936793873,0.00011632309160517447,0.0002571188335148793
VariationalAutoencoder,0.0001,8.0,45.0,True,72.0,0.00029324298358027824,0.0004970131698001748,2.37329960913671e-05,5.380406654427315e-05,0.001540350745309074,0.002340155764945648,0.00011410629786785294,0.00025275644828688426
VariationalAutoencoder,0.0001,8.0,45.0,True,73.0,0.0002993330198799503,0.0004966308003808611,2.3335984072113293e-05,5.2667938353559075e-05,0.0015232954760017634,0.0023403677550501794,0.00011241275512572354,0.000251055841550887
VariationalAutoencoder,0.0001,8.0,45.0,True,74.0,0.0002976882088216489,0.0004969523200448954,2.3663056527347256e-05,5.334575040481804e-05,0.0015535111884650945,0.0023405186410220165,0.00011339431054562142,0.0002522346264911148
VariationalAutoencoder,0.0001,8.0,45.0,True,75.0,0.0002955713000580307,0.0004966603215492639,2.360457900881446e-05,5.280118023931498e-05,0.0015741436736388776,0.002340364006330382,0.00011390255494687542,0.0002547457298767642
VariationalAutoencoder,0.0001,8.0,45.0,True,76.0,0.00030234080520922927,0.0004960143903516373,2.30108119165801e-05,5.11795694053655e-05,0.0015541836150787163,0.0023395003012891087,0.00011299537647070374,0.0002486192674007056
VariationalAutoencoder,0.0001,8.0,45.0,True,77.0,0.0003002638604763062,0.0004965940495385635,2.377241538621666e-05,5.21940432709825e-05,0.0015725649002962892,0.0023404401053422653,0.00011270557700088189,0.00025101364502366986
