Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train ANN BCE Loss,train ANN BCELogits Loss,train ANN MSE Loss,train ANN MAE Loss,test ANN BCE Loss,test ANN BCELogits Loss,test ANN MSE Loss,test ANN MAE Loss
NeuralNetwork,0.0001,8.0,45.0,1.0,0.0,0.00021842300811546512,0.0005210034770143,4.5332781508605116e-05,0.00010421888204919038,0.0010461214953248607,0.0024609713809295272,0.00021818716008708162,0.0005096016252565684
NeuralNetwork,0.0001,8.0,45.0,True,1.0,0.00019292177938708076,0.0005121366836311361,3.697871760216685e-05,8.317578654244262e-05,0.0009324473779906267,0.002416494132587745,0.0001792949302204,0.0004115970629566121
NeuralNetwork,0.0001,8.0,45.0,True,2.0,0.00018531427470178937,0.0005099220738578036,3.446914717514881e-05,7.808285280861302e-05,0.0008943195238053424,0.0024053951104482016,0.00016610882004851815,0.000386250468919862
NeuralNetwork,0.0001,8.0,45.0,True,3.0,0.00017991543539129499,0.0005084548918706066,3.291048219984754e-05,7.450198026680239e-05,0.0008680975099779525,0.0023983077807996256,0.00015818926289021593,0.00036928819129302065
NeuralNetwork,0.0001,8.0,45.0,True,4.0,0.00017574646402240764,0.0005072728803536962,3.175528323393305e-05,7.145508943060337e-05,0.0008492201754132157,0.002392748241904397,0.00015290076815107332,0.00035443484970608597
NeuralNetwork,0.0001,8.0,45.0,True,5.0,0.00017269520023762376,0.000506377927055256,3.088682869855927e-05,6.907772664432577e-05,0.0008346720499062688,0.0023880482844586643,0.000148649274740579,0.0003419386328391309
NeuralNetwork,0.0001,8.0,45.0,True,6.0,0.00017035828848090777,0.0005056972532580805,3.0195112076570404e-05,6.725102904029291e-05,0.0008228700490867566,0.0023843396759632997,0.00014507504613519464,0.00033217574815330264
NeuralNetwork,0.0001,8.0,45.0,True,7.0,0.00016822845667520303,0.0005051237392939647,2.9537352329155185e-05,6.574528879232484e-05,0.0008128220742603518,0.0023813620678283885,0.00014196529562743204,0.0003243179628684086
NeuralNetwork,0.0001,8.0,45.0,True,8.0,0.00016630072437849328,0.0005045906311739487,2.8928322592032244e-05,6.43658720338441e-05,0.0008036527056364144,0.0023786120069851664,0.00013906957359059052,0.00031717262178097133
NeuralNetwork,0.0001,8.0,45.0,True,9.0,0.00016460548634477702,0.0005040708176209278,2.8381550890416148e-05,6.299631072665161e-05,0.0007948330925695551,0.002375899433339917,0.00013623602172863558,0.00031016919316735657
NeuralNetwork,0.0001,8.0,45.0,True,10.0,0.00016297825745173862,0.0005035451399990812,2.785508001268392e-05,6.164976388135688e-05,0.0007858259497948413,0.0023731714899434984,0.00013326348608019967,0.000303747776731755
NeuralNetwork,0.0001,8.0,45.0,True,11.0,0.00016115406010992764,0.000503001589016773,2.7266313444893314e-05,6.0440003470269174e-05,0.0007765598642001362,0.002370478222205204,0.00013015801145595574,0.0002982359637254439
NeuralNetwork,0.0001,8.0,45.0,True,12.0,0.0001592230443363241,0.0005024218896649918,2.663320236691246e-05,5.925278558403334e-05,0.0007674871188289715,0.002367830313976456,0.0001271415923563939,0.00029279153395748737
NeuralNetwork,0.0001,8.0,45.0,True,13.0,0.0001572765751347709,0.0005018629153783752,2.5990629955282752e-05,5.8082236112610025e-05,0.000758547453010607,0.002365337977619291,0.00012422990311616622,0.0002875013874386841
NeuralNetwork,0.0001,8.0,45.0,True,14.0,0.00015520736213642952,0.0005013087207095,2.529967144493144e-05,5.69619881014297e-05,0.0007497088620497745,0.0023629567908041134,0.00012135776286979892,0.0002825318267510372
NeuralNetwork,0.0001,8.0,45.0,True,15.0,0.00015321972395853213,0.0005007937671039303,2.4618658756792063e-05,5.6069580250673215e-05,0.0007414257376448913,0.0023607143066214317,0.00011867288289205083,0.0002779987576247761
NeuralNetwork,0.0001,8.0,45.0,True,16.0,0.00015154249986226988,0.0005003102224149473,2.4030015193869805e-05,5.522017389776893e-05,0.0007337776932326502,0.002358534613495353,0.00011629461304946515,0.0002729378453215713
NeuralNetwork,0.0001,8.0,45.0,True,17.0,0.0001499961730283547,0.000499826798220529,2.349145218448819e-05,5.423683281536051e-05,0.0007263000281351917,0.0023563920326952663,0.00011405761136948688,0.0002674835283051497
NeuralNetwork,0.0001,8.0,45.0,True,18.0,0.0001485604602050267,0.0004993813699789124,2.2990415701165675e-05,5.328256104673658e-05,0.0007190620468097663,0.002354419081466003,0.00011189946166749271,0.0002624650233946506
NeuralNetwork,0.0001,8.0,45.0,True,19.0,0.00014721761856760298,0.0004989597996611479,2.251975137911074e-05,5.2362108085997344e-05,0.000712137224164399,0.0023525904559489317,0.00010983604914362325,0.00025800252391857174
NeuralNetwork,0.0001,8.0,45.0,True,20.0,0.00014600349524914415,0.0004985558215498603,2.2093037449606665e-05,5.145901638381886e-05,0.0007057368942776566,0.002350831369184098,0.00010793002427748914,0.00025364726125819126
NeuralNetwork,0.0001,8.0,45.0,True,21.0,0.0001448757464512982,0.000498187309005511,2.1696813665631647e-05,5.0652732023331676e-05,0.0006997775544160567,0.002349242849170037,0.00010615815672109711,0.0002497874622075063
NeuralNetwork,0.0001,8.0,45.0,True,22.0,0.0001438383484947071,0.0004978283958614997,2.133414761798401e-05,4.988203372434786e-05,0.0006941715782543399,0.0023476766340387693,0.00010448384959742707,0.0002460022626807855
NeuralNetwork,0.0001,8.0,45.0,True,23.0,0.0001428489274573776,0.0004974959915217685,2.0987659220827236e-05,4.916374051988607e-05,0.0006889199966904502,0.002346233939224819,0.00010290369391441345,0.00024249573361198858
NeuralNetwork,0.0001,8.0,45.0,True,24.0,0.00014187545186747117,0.0004971762792762077,2.065713760867273e-05,4.847814652797668e-05,0.0006836628857648597,0.0023448465380278773,0.0001013115071838007,0.00023913060156804212
NeuralNetwork,0.0001,8.0,45.0,True,25.0,0.00014094698099755855,0.0004968750830287882,2.0341559832870478e-05,4.784670480178052e-05,0.0006786030043595992,0.002343498873260786,9.97718611040955e-05,0.00023593711403180968
NeuralNetwork,0.0001,8.0,45.0,True,26.0,0.000140022406118578,0.0004965856952487298,2.003607096657599e-05,4.725015629333949e-05,0.0006738534700945489,0.002342257672135935,9.831519059415134e-05,0.00023302269525497964
NeuralNetwork,0.0001,8.0,45.0,True,27.0,0.00013909866466033812,0.0004963000428001836,1.9724428091409072e-05,4.666495937703434e-05,0.0006692618506509553,0.0023411075649021557,9.687820086314243e-05,0.00023049186423139753
