Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train ANN BCE Loss,train ANN BCELogits Loss,train ANN MSE Loss,train ANN MAE Loss,test ANN BCE Loss,test ANN BCELogits Loss,test ANN MSE Loss,test ANN MAE Loss
NeuralNetwork,0.0001,8.0,45.0,1.0,0.0,0.0002445616129273674,0.0005278970915673556,5.480760552812458e-05,0.00011751708396361523,0.0011950639433830788,0.00249990258576735,0.0002725560147807283,0.0005833908634365729
NeuralNetwork,0.0001,8.0,45.0,True,1.0,0.00019932879672217562,0.000514326672348372,3.907915375464046e-05,8.799489135690777e-05,0.0009634171454411633,0.0024267935527945463,0.000190060093717755,0.0004352668546280771
NeuralNetwork,0.0001,8.0,45.0,True,2.0,0.0001906999801047086,0.0005115359378953507,3.61661850964284e-05,8.167890766560228e-05,0.0009249402854427601,0.0024131888863425585,0.00017639721667616622,0.0004046968881439113
NeuralNetwork,0.0001,8.0,45.0,True,3.0,0.00018539141130575915,0.000509934765951974,3.448101086918556e-05,7.813417345205085e-05,0.0008969249777823874,0.002405320885796217,0.00016687430863110525,0.0003873430333047543
NeuralNetwork,0.0001,8.0,45.0,True,4.0,0.00018132943911051172,0.0005087735999947931,3.3328186650321165e-05,7.53086612552324e-05,0.0008751082720246705,0.0023995133690864036,0.00016016451021035513,0.00037349078733966035
NeuralNetwork,0.0001,8.0,45.0,True,5.0,0.00017789612722525378,0.000507845149207308,3.2389102217482746e-05,7.293938666662438e-05,0.0008585579552740421,0.002395047144320026,0.00015550129021863518,0.00036205751997119977
NeuralNetwork,0.0001,8.0,45.0,True,6.0,0.00017505195343269492,0.0005070573155770726,3.1605852401320826e-05,7.082552039077019e-05,0.000845501257938409,0.0023911001172455602,0.00015182342122560777,0.0003513523242758505
NeuralNetwork,0.0001,8.0,45.0,True,7.0,0.000172752354826246,0.0005063997365715048,3.095119789925547e-05,6.910395931522801e-05,0.000834736059296806,0.002387618681169906,0.00014868418469369036,0.0003421315981906915
NeuralNetwork,0.0001,8.0,45.0,True,8.0,0.0001708459299850978,0.0005058549806435474,3.0388706677525512e-05,6.774589017716379e-05,0.0008251990349787586,0.002384648008166619,0.00014578203125944678,0.00033454714143801037
NeuralNetwork,0.0001,8.0,45.0,True,9.0,0.0001691173551217565,0.0005053568962770653,2.986148772936947e-05,6.651043932071593e-05,0.0008171418178006538,0.002382022592256654,0.00014327855417563482,0.00032779019115106113
NeuralNetwork,0.0001,8.0,45.0,True,10.0,0.00016754616624261491,0.0005049163279829,2.9373371777830098e-05,6.541891922205285e-05,0.0008093547896019318,0.002379747119339757,0.0001408413239994889,0.00032185725633453275
NeuralNetwork,0.0001,8.0,45.0,True,11.0,0.00016599939759529505,0.0005044943158517308,2.8881096253497902e-05,6.43697830865968e-05,0.0008023327813958222,0.002377710814745921,0.00013860880906851786,0.0003165858299852167
NeuralNetwork,0.0001,8.0,45.0,True,12.0,0.00016452719500122687,0.000504106564341851,2.8410785884227392e-05,6.338792810382226e-05,0.0007956209797529305,0.0023758769410211337,0.00013650755790419548,0.0003117247478767011
NeuralNetwork,0.0001,8.0,45.0,True,13.0,0.00016309724583458708,0.0005037308622884622,2.795256764660627e-05,6.248208510907834e-05,0.0007889259536311312,0.0023741493435025965,0.00013441475307416617,0.00030733164657586776
NeuralNetwork,0.0001,8.0,45.0,True,14.0,0.00016168380442333993,0.0005033521880358056,2.7492785489944756e-05,6.159847838216715e-05,0.0007822434857206525,0.002372430368039593,0.00013232000359574204,0.00030310348894611096
NeuralNetwork,0.0001,8.0,45.0,True,15.0,0.000160274409621231,0.0005029678505385982,2.7029079729013364e-05,6.074362969141443e-05,0.0007755704364686642,0.0023707153287323766,0.000130223625767156,0.0002989744146664937
NeuralNetwork,0.0001,8.0,45.0,True,16.0,0.000158927912982005,0.0005025951206844772,2.6582423949016715e-05,5.992345331171452e-05,0.0007689406849303336,0.002369029716875568,0.00012814855706766716,0.0002948728466183884
NeuralNetwork,0.0001,8.0,45.0,True,17.0,0.0001576153355628011,0.0005022147595079118,2.614544789906782e-05,5.907273155980997e-05,0.0007622450965005646,0.0023673028691009903,0.0001260617267598146,0.0002905347577805789
NeuralNetwork,0.0001,8.0,45.0,True,18.0,0.00015638830928468319,0.0005018410656972716,2.5729894778638516e-05,5.82497536814759e-05,0.0007556177816301022,0.0023655636505510824,0.0001239964633055453,0.00028632628092975737
NeuralNetwork,0.0001,8.0,45.0,True,19.0,0.00015517780080317165,0.0005014665284246768,2.5318179912162276e-05,5.736550933749207e-05,0.000749173123131758,0.002363849735859805,0.00012199134337452222,0.0002820333407360053
NeuralNetwork,0.0001,8.0,45.0,True,20.0,0.00015400021746152175,0.0005011098243476889,2.4918132936054804e-05,5.652069181926809e-05,0.0007428695570747808,0.002362228976855488,0.00012002340605798757,0.0002780954745955437
