Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train UNET BCE Loss,train UNET BCELogits Loss,train UNET MSE Loss,train UNET MAE Loss,train UNET SSIM Loss,train UNET N White MAE Loss,train UNET N Black MAE Loss,train UNET S White MAE Loss,train UNET S Black MAE Loss,train UNET T White MAE Loss,train UNET T Black MAE Loss,train UNET X White MAE Loss,train UNET X Black MAE Loss,train UNET _ White MAE Loss,train UNET _ Black MAE Loss,test UNET BCE Loss,test UNET BCELogits Loss,test UNET MSE Loss,test UNET MAE Loss,test UNET SSIM Loss,test UNET N White MAE Loss,test UNET N Black MAE Loss,test UNET S White MAE Loss,test UNET S Black MAE Loss,test UNET T White MAE Loss,test UNET T Black MAE Loss,test UNET X White MAE Loss,test UNET X Black MAE Loss,test UNET _ White MAE Loss,test UNET _ Black MAE Loss
UNeuralNetwork,0.0001,16.0,45.0,1.0,0.0,0.0007262401825012865,0.0006408255215925026,0.00021554178224419648,0.0005116079534803118,0.0009221268437248468,0.0005784121886739191,0.00010071525154409382,0.0005631778198432408,9.80258228965204e-05,0.0005512981401942168,0.0005900436093543739,0.0005575516072887616,0.0003986557860258776,0.0005278684540257621,0.0,0.003428260860203197,0.002991987661745563,0.001026518314889392,0.0024428875566278613,0.00439750023202624,0.002695837673151268,0.0009714652719737598,0.002668171746175994,0.00047502662025907503,0.002591590086619059,0.0033558959481101366,0.0026500356272331576,0.0018272898482076777,0.0025374490135120897,0.0
