Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train UNET BCE Loss,train UNET BCELogits Loss,train UNET MSE Loss,train UNET MAE Loss,train UNET SSIM Loss,train UNET N White MAE Loss,train UNET N Black MAE Loss,train UNET S White MAE Loss,train UNET S Black MAE Loss,train UNET T White MAE Loss,train UNET T Black MAE Loss,train UNET X White MAE Loss,train UNET X Black MAE Loss,train UNET _ White MAE Loss,train UNET _ Black MAE Loss,test UNET BCE Loss,test UNET BCELogits Loss,test UNET MSE Loss,test UNET MAE Loss,test UNET SSIM Loss,test UNET N White MAE Loss,test UNET N Black MAE Loss,test UNET S White MAE Loss,test UNET S Black MAE Loss,test UNET T White MAE Loss,test UNET T Black MAE Loss,test UNET X White MAE Loss,test UNET X Black MAE Loss,test UNET _ White MAE Loss,test UNET _ Black MAE Loss
UNeuralNetwork,0.0001,32.0,45.0,1.0,0.0,0.0007330152705673259,0.000641873904636928,0.00021980457871429362,0.000517330401027299,0.0007948426941023047,0.0005790084359459478,0.0001279372430715278,0.0005708586655537073,0.00010720525951077032,0.0005568075935152984,0.0005972124736585386,0.0005615291328764347,0.0003914561956076609,0.0005285950764170233,0.0,0.0034309018333003208,0.002986666916301415,0.0010291860913330653,0.0024313126345100644,0.003986233936751882,0.0027340800507263566,0.0007362433668202574,0.002638048158501679,0.0005031609966320062,0.002548995445359428,0.003392125075718142,0.0026721095888869568,0.0016292948392952014,0.0025087876139946704,0.0
