Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,N White M A E Loss,N Black M A E Loss,S White M A E Loss,S Black M A E Loss,T White M A E Loss,T Black M A E Loss,X White M A E Loss,X Black M A E Loss,  White M A E Loss,  Black M A E Loss
ResNet1,0.0001,8.0,45.0,True,194.0,0.0019366341941761,0.0025562529668867,0.0003416272548009,0.0006978883402152,0.0041885553962291,0.0005373254230937,0.0042641635211008,0.0004794091079969,0.0043270269279959,0.0004386422956514,0.0048034858403715,0.0004243592046341,0.0051809489352148,0.0001456887935692,0.0
