Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,N White M A E Loss,N Black M A E Loss,S White M A E Loss,S Black M A E Loss,T White M A E Loss,T Black M A E Loss,X White M A E Loss,X Black M A E Loss,  White M A E Loss,  Black M A E Loss
UNN1,0.0001,8.0,45.0,True,494.0,0.0005168918075051,0.0022613934750826,2.3649554441934865e-05,5.6601240762374686e-05,0.0059756338495429,5.5538121400014406e-05,2.597082910016648e-05,5.447687054017805e-05,3.638264939844984e-05,8.772385640526718e-05,0.0009427521401231,0.0001059337489822,0.0012941307054375,6.120800151952408e-05,0.0
