Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,D B C E Loss,BCE Loss,D B C E Logits Loss,BCELogits Loss,D M S E Loss,MSE Loss,D M A E Loss,MAE Loss,D S S I M Loss,S S I M Loss,D N White M A E Loss,N White M A E Loss,D N Black M A E Loss,N Black M A E Loss,D S White M A E Loss,S White M A E Loss,D S Black M A E Loss,S Black M A E Loss,D T White M A E Loss,T White M A E Loss,D T Black M A E Loss,T Black M A E Loss,D X White M A E Loss,X White M A E Loss,D X Black M A E Loss,X Black M A E Loss,D   White M A E Loss,  White M A E Loss,D   Black M A E Loss,  Black M A E Loss
GAN1,0.0001,8.0,45.0,True,500.0,4.089739958538949e-05,0.0017182082874969,0.0031792832620488,0.0023150605225713,1.6404906691948198e-06,7.629344743565193e-05,4.003701274687389e-05,0.0002047684067075,,,,,,,,,,,,,,,,,,,,,,
GAN2,0.0001,8.0,45.0,True,500.0,8.67981920545956e-05,0.0018486048815385,0.0032030242793964,0.0023030738035837,6.661159513553359e-06,6.397301624031186e-05,8.309397659024353e-05,0.0001800578532728,,,,,,,,,,,,,,,,,,,,,,
GAN3,0.0001,8.0,45.0,True,500.0,0.0002468444125832,0.0019255319856247,0.0032437394999857,0.0022993175863469,4.3825272751866646e-05,6.0550839224326535e-05,0.0002199542831699,0.000172218061843,,,,,,,,,,,,,,,,,,,,,,
GAN4,0.0001,8.0,45.0,True,500.0,0.0006346491241605,0.0020387189568213,0.0033077702582257,0.0022909215786172,0.0002040443649082,5.273857745546965e-05,0.0004299368311024,0.0001533533792075,,,,,,,,,,,,,,,,,,,,,,
GAN5,0.0001,8.0,45.0,True,500.0,0.0007192186027202,0.0031346553151712,0.0033596446679073,0.0022722441445356,0.0002018987851322,4.035532591665316e-05,0.0005373073355206,0.0001168072856259,,,,,,,,,,,,,,,,,,,,,,
GAN6,0.0001,8.0,45.0,True,500.0,0.0004834115692654,0.0031298935038488,0.0032786820669594,0.0022659481696362,0.0001327288952076,3.414953994394848e-05,0.0002366454346374,0.0001042370081135,,,,,,,,,,,,,,,,,,,,,,
GAN7,0.0001,8.0,45.0,True,498.0,0.0017588009249489,0.0032111796193152,0.0035128368521636,0.0022636813187749,0.0005849034718747,3.280154716387485e-05,0.0009696343972248,9.896676495390118e-05,0.0,0.0058756956752891,0.0,3.387163973079538e-05,0.0,0.0001373970471088,0.0,4.989584123001158e-05,0.0,4.698144588268028e-05,0.0,6.431032487618848e-05,0.0,0.0017283017155509,0.0,8.08687892350011e-05,0.0,0.0017285521300333,0.0,2.94663668053705e-05,0.0,0.0
