Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,N White M A E Loss,N Black M A E Loss,S White M A E Loss,S Black M A E Loss,T White M A E Loss,T Black M A E Loss,X White M A E Loss,X Black M A E Loss,  White M A E Loss,  Black M A E Loss
NN1,0.0001,8.0,45.0,True,500.0,0.0006018074803382,0.0023228494251299,7.444213044905812e-05,0.0001938499439999,,,,,,,,,,,
NN2,0.0001,8.0,45.0,True,500.0,0.0005667613081212,0.0023128701455937,6.318997896317416e-05,0.0001719082770107,,,,,,,,,,,
NN3,0.0001,8.0,45.0,True,500.0,0.0005603571357966,0.002310721566842,6.126958009956768e-05,0.0001657566629678,,,,,,,,,,,
NN4,0.0001,8.0,45.0,True,500.0,0.0005294548453025,0.002301756690883,5.1369480554412746e-05,0.0001454991669212,,,,,,,,,,,
NN5,0.0001,8.0,45.0,True,500.0,0.0004953168941743,0.0022896044659164,3.982749738314617e-05,0.0001203787612652,,,,,,,,,,,
NN6,0.0001,8.0,45.0,True,500.0,0.0004679148302138,0.002281404328796,3.197874709870081e-05,9.987915649354083e-05,,,,,,,,,,,
NN7,0.0001,8.0,45.0,True,499.0,0.0004579224770174,0.0022776046264096,2.9138719909033687e-05,9.12492813647918e-05,0.00589089037644,7.919830697699913e-05,0.0002357640637541,7.533537423085866e-05,0.0001330703567221,0.0001212489914219,0.0017609032070111,0.0001302150037116,0.0019068142528054,6.195622256154534e-05,0.0
