Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train ResNet BCE Loss,train ResNet BCELogits Loss,train ResNet MSE Loss,train ResNet MAE Loss,test ResNet BCE Loss,test ResNet BCELogits Loss,test ResNet MSE Loss,test ResNet MAE Loss,train ANN BCE Loss,train ANN BCELogits Loss,train ANN MSE Loss,train ANN MAE Loss
ResidualNeuralNetwork,0.0001,8.0,45.0,True,12.0,,,,,0.009832020825559989,0.002615820124464215,0.000455086055041859,0.000891809381029141,0.002009676312500576,0.0005510486361151436,8.988174587247185e-05,0.0001820563225733302
ResidualNeuralNetwork,0.0001,8.0,45.0,True,13.0,,,,,0.009839957615114608,0.0026126601411111698,0.000458765095509823,0.0008783119279633528,0.002004231564760851,0.0005491362668754599,8.840442225939501e-05,0.0001753545956148934
ResidualNeuralNetwork,0.0001,8.0,45.0,True,14.0,,,,,0.009938324772336948,0.002610764975817698,0.0004491403042895239,0.0008770789740220556,0.00202984629936938,0.0005496593337817333,8.842818981232348e-05,0.00017755878260836125
ResidualNeuralNetwork,0.0001,8.0,45.0,True,15.0,,,,,0.010280439688724542,0.002614401046584987,0.0004579095907931058,0.0008861857390253799,0.002106356813579878,0.0005511788104101012,9.118612966126187e-05,0.0001827655736648169
ResidualNeuralNetwork,0.0001,8.0,45.0,True,16.0,,,,,0.010208123884860825,0.0026095741949741197,0.0004499997451620282,0.0008774531899758105,0.002089753787151244,0.0005495157444252158,8.852636275908374e-05,0.00017863789176683864
ResidualNeuralNetwork,0.0001,8.0,45.0,True,17.0,,,,,0.010591719135548334,0.002615156038752142,0.0004589989687661705,0.0008825581965956298,0.0021751799352085492,0.0005509941725718044,9.10535454750061e-05,0.00017999952051517455
ResidualNeuralNetwork,0.0001,8.0,45.0,True,18.0,,,,,0.010833600781998545,0.0026267079062431862,0.0004753996178788959,0.0009182602542001496,0.002226524436570242,0.000554345648565061,9.543364340404294e-05,0.00019095665361039402
ResidualNeuralNetwork,0.0001,8.0,45.0,True,19.0,,,,,0.010773763716595728,0.002605529138876957,0.00044112005886041896,0.0008705830049214873,0.002212662420504177,0.0005476428572379676,8.705156953187002e-05,0.00017181669444729376
ResidualNeuralNetwork,0.0001,8.0,45.0,True,20.0,,,,,0.010818408720148434,0.002606022282966278,0.00045600852126595357,0.0008687377913193133,0.0022211979341635484,0.000549473972976047,8.964490376392786e-05,0.0001789003690940672
ResidualNeuralNetwork,0.0001,8.0,45.0,True,21.0,,,,,0.011093852654942926,0.0026267009711115614,0.00047153834276979077,0.0009401033884324368,0.0022893535159026193,0.0005535486171830375,9.369382238131006e-05,0.00019254947126393692
ResidualNeuralNetwork,0.0001,8.0,45.0,True,22.0,,,,,0.011258171039557306,0.0026050969114843406,0.0004516515716816644,0.000870929386630748,0.0023150670560543748,0.000547016847808406,8.84568876011995e-05,0.00017197152996320286
ResidualNeuralNetwork,0.0001,8.0,45.0,True,23.0,,,,,0.01144820789121232,0.002600515788456179,0.00044115262586365706,0.0008520106287122522,0.0023373588718815313,0.0005473947589288182,8.701246904555678e-05,0.0001719757673554022
ResidualNeuralNetwork,0.0001,8.0,45.0,True,24.0,,,,,0.011420133728651131,0.002624045003135249,0.00047460709165477155,0.0009191136502619809,0.002360282079228815,0.0005545102441407278,9.674700403791875e-05,0.00019345422478698977
ResidualNeuralNetwork,0.0001,8.0,45.0,True,25.0,,,,,0.01136051558848447,0.002615591639992576,0.00046093307388653547,0.000895586684814789,0.002352150463351021,0.000550696510831622,9.151027008208304e-05,0.0001809884796566719
ResidualNeuralNetwork,0.0001,8.0,45.0,True,26.0,,,,,0.011328618481474102,0.0025999058717451756,0.0004413918410457155,0.0008711144796707345,0.002343555023728034,0.0005471843754184856,8.8276175877476e-05,0.00017367941992623464
ResidualNeuralNetwork,0.0001,8.0,45.0,True,27.0,,,,,0.011005217174314103,0.0025986596098485984,0.0004357578900625121,0.0008451986425327805,0.002281783404697305,0.0005479160585814731,8.806328206370783e-05,0.00017244402931706926
ResidualNeuralNetwork,0.0001,8.0,45.0,True,28.0,,,,,0.011323868103747099,0.0026051462071496737,0.0004489922767165322,0.0008643806542990342,0.002341878060703329,0.0005482083783959443,8.830267464054241e-05,0.00017389329777894958
ResidualNeuralNetwork,0.0001,8.0,45.0,True,29.0,,,,,0.011195457956326083,0.00262081079513022,0.0004805289443183995,0.0009173013316760273,0.0022888615767589476,0.000550246343137119,9.223554695070272e-05,0.0001811604254007982
ResidualNeuralNetwork,0.0001,8.0,45.0,True,30.0,,,,,0.010813604360856351,0.002591586337899262,0.00043588150409782457,0.0008282909790674845,0.0022196292555878424,0.0005464211628443469,8.780651818709875e-05,0.00016755530374712056
ResidualNeuralNetwork,0.0001,8.0,45.0,True,31.0,,,,,0.010708999333891479,0.0025917499695184095,0.00042914360199334487,0.0008327261831775402,0.0022095518934758846,0.0005461271561059669,8.62396871947214e-05,0.00016696929851310916
ResidualNeuralNetwork,0.0001,8.0,45.0,True,32.0,,,,,0.010320355307381108,0.002602753961611094,0.00044630575667387284,0.0008501380494555587,0.0021376850791375913,0.0005504760057778371,9.216757797487984e-05,0.00017829130923330302
ResidualNeuralNetwork,0.0001,8.0,45.0,True,33.0,,,,,0.010123946381814825,0.0025912995608347767,0.00043003893685790727,0.0008228869183258441,0.0020992265878661946,0.0005479453789256011,8.913368548987046e-05,0.00017127481030646682
ResidualNeuralNetwork,0.0001,8.0,45.0,True,34.0,,,,,0.010305088271135054,0.0025991433821384263,0.0004397666304366394,0.0008432616790135702,0.0021377662121446306,0.0005489924766946675,8.941045146425458e-05,0.00017392761864752138
ResidualNeuralNetwork,0.0001,8.0,45.0,True,35.0,,,,,0.010287295347489652,0.0026134700520233536,0.0004560544899424667,0.0008864812318633938,0.0021236334849560677,0.0005517245704594327,9.244331974546221e-05,0.00018262545856825426
ResidualNeuralNetwork,0.0001,8.0,45.0,True,36.0,,,,,0.01012861653693817,0.002627381551190742,0.0004779770033164594,0.0009389556241485308,0.0021092620178695637,0.000555470746482479,9.886182422907848e-05,0.00019508178504008166
ResidualNeuralNetwork,0.0001,8.0,45.0,True,37.0,,,,,0.009767431882942247,0.0025901198387145996,0.00042464630971164824,0.0008250795445352231,0.00203976043151074,0.0005482973837145576,8.78822088562896e-05,0.00017327845417906975
ResidualNeuralNetwork,0.0001,8.0,45.0,True,38.0,,,,,0.009453104726923336,0.0026018790104104287,0.00044102540368553975,0.0008479407373464332,0.001970408419071825,0.0005485511452682577,8.78745273277766e-05,0.00017294227434297134
ResidualNeuralNetwork,0.0001,8.0,45.0,True,39.0,,,,,0.009323009155081503,0.0026026225689822022,0.000435507522439057,0.0008563169705792793,0.0019474333187319197,0.0005490068958776016,8.770500151616222e-05,0.00017549995222502962
ResidualNeuralNetwork,0.0001,8.0,45.0,True,40.0,,,,,0.009129276065706456,0.00261882022491791,0.0004686635432753173,0.0008914253246859185,0.0018911817967088396,0.0005522535415993868,9.292647282710936e-05,0.00018503360269525945
ResidualNeuralNetwork,0.0001,8.0,45.0,True,41.0,,,,,0.008419234047895708,0.0026048226926311756,0.0004413038398484764,0.0008464913885548429,0.00174921574296977,0.0005488537874504563,8.67557754574439e-05,0.00017375398597948636
ResidualNeuralNetwork,0.0001,8.0,45.0,True,42.0,,,,,0.0080276720178952,0.0026040665758480814,0.000435456727285805,0.0008639007244469985,0.00167362982372068,0.0005474597054993046,8.507064892596633e-05,0.0001709397149214526
ResidualNeuralNetwork,0.0001,8.0,45.0,True,43.0,,,,,0.0076952340467920845,0.0026145706761558102,0.0004519666515806186,0.0008852652408791788,0.0015990912432297863,0.0005507294861775524,8.81149641908404e-05,0.00018001691189737653
ResidualNeuralNetwork,0.0001,8.0,45.0,True,44.0,,,,,0.007331638965966567,0.002600503792552828,0.0004335252931282955,0.0008377922031114686,0.0015378697220527259,0.0005481523484232612,8.543035532586336e-05,0.00017128995245679047
ResidualNeuralNetwork,0.0001,8.0,45.0,True,45.0,,,,,0.006790928870626965,0.0026036418458950596,0.0004371833876243927,0.0008404111524797836,0.0014300272471178574,0.0005493143980072515,8.667714271262649e-05,0.00017348353592854627
ResidualNeuralNetwork,0.0001,8.0,45.0,True,46.0,,,,,0.006674038539142729,0.002595871124627455,0.00042439603580618805,0.0008206820150591293,0.0014013558063866957,0.0005455639243447235,8.236677599242433e-05,0.00016209484150788854
ResidualNeuralNetwork,0.0001,8.0,45.0,True,47.0,,,,,0.006603283702202563,0.0026144139796682874,0.00044142965625666974,0.0008703831044383019,0.0014239718329231695,0.0005515512992750924,8.83855347363454e-05,0.00017952551497924681
ResidualNeuralNetwork,0.0001,8.0,45.0,True,48.0,,,,,0.006478588536100567,0.0025915756540478402,0.0004193335771560669,0.0008031037993401102,0.0013655716518186174,0.0005459892701588551,8.229565407548632e-05,0.00016333201945310013
ResidualNeuralNetwork,0.0001,8.0,45.0,True,49.0,,,,,0.0062937444111086285,0.0025909906663234878,0.0004122108221054077,0.0008090489877844757,0.0013231900181731766,0.0005452822080519642,8.140911029355545e-05,0.00016273569185136142
ResidualNeuralNetwork,0.0001,8.0,45.0,True,50.0,,,,,0.0065624309035966985,0.0026120436641405213,0.0004371838093553699,0.0008658703018284444,0.0013223345870920268,0.0005517523243742169,8.853964728486506e-05,0.00018032234553699546
ResidualNeuralNetwork,0.0001,8.0,45.0,True,51.0,,,,,0.005769423343850381,0.002600280743724895,0.0004283320978752472,0.0008386877722710184,0.00124041137669607,0.0005506838589023065,8.987150383445452e-05,0.00017729050145958954
ResidualNeuralNetwork,0.0001,8.0,45.0,True,52.0,,,,,0.0054355110012510284,0.0026072453028001125,0.00042983388188500075,0.0008383934977669386,0.0011589282124511637,0.0005502568261642662,8.616921795667664e-05,0.0001729854716444915
ResidualNeuralNetwork,0.0001,8.0,45.0,True,53.0,,,,,0.005247000253425454,0.002594219063812832,0.00041179916581267833,0.0008068790413298697,0.0011179096936536927,0.0005468432954700809,8.189181152058419e-05,0.00016361482019694345
ResidualNeuralNetwork,0.0001,8.0,45.0,True,54.0,,,,,0.005116256153058706,0.0025750979687432824,0.0003859802565109805,0.0007653710133624527,0.0010926899402289379,0.000543187490370717,7.715329748761622e-05,0.00015620760760217344
ResidualNeuralNetwork,0.0001,8.0,45.0,True,55.0,,,,,0.004941505456120713,0.002579688088698957,0.0003889033442023415,0.0007759572106337397,0.0010526482307043358,0.0005438990107765095,7.818298881265994e-05,0.00015593616347107283
ResidualNeuralNetwork,0.0001,8.0,45.0,True,56.0,,,,,0.005015000607232627,0.0025983696463722852,0.0004137306468291852,0.0008201670346769897,0.0010779871130889318,0.0005498234473791405,8.55654096506998e-05,0.00017228091984103632
ResidualNeuralNetwork,0.0001,8.0,45.0,True,57.0,,,,,0.0048738196960785105,0.0025876494323682484,0.0004037587241556659,0.0007880904577063315,0.0010414855338813803,0.0005457412120145607,8.037870102172913e-05,0.00016078932306194563
ResidualNeuralNetwork,0.0001,8.0,45.0,True,58.0,,,,,0.004783147910855851,0.0026012666570315573,0.0004175500768535542,0.000827938974278528,0.0010225674855419888,0.0005487574319633833,8.366526056814065e-05,0.00016919919101375774
ResidualNeuralNetwork,0.0001,8.0,45.0,True,59.0,,,,,0.004521626721388139,0.0025989630687161813,0.00040573851679855924,0.000838021437327067,0.0009369904782894165,0.0005455932446888515,7.794253688777554e-05,0.0001638346324069802
ResidualNeuralNetwork,0.0001,8.0,45.0,True,60.0,,,,,0.004342301836553609,0.002620141273774441,0.0004302274037457112,0.0008850421920512457,0.0009272468861222589,0.0005528482626069266,8.613331057633351e-05,0.00018144069575877844
ResidualNeuralNetwork,0.0001,8.0,45.0,True,61.0,,,,,0.003736774126688639,0.0026171246789536387,0.0004302600644669443,0.0008616826069429986,0.0007823381944486716,0.000549001031808776,8.14152655575796e-05,0.000169567623228397
ResidualNeuralNetwork,0.0001,8.0,45.0,True,62.0,,,,,0.0036079594924015067,0.002626006333333141,0.00043963505037175783,0.0008889298019169262,0.0007632912972545367,0.0005536420808005526,8.688779733573008e-05,0.00018336939201200748
ResidualNeuralNetwork,0.0001,8.0,45.0,True,63.0,,,,,0.003505481863921543,0.0025982114503968435,0.00041047455567233966,0.0008056862924083973,0.000735564453582558,0.0005468620122924969,8.007619941652303e-05,0.00016210961213330375
ResidualNeuralNetwork,0.0001,8.0,45.0,True,64.0,,,,,0.0033188402277868497,0.0026087116145487852,0.0004165748473983141,0.0008293814816564884,0.0007041635699670591,0.000550563043018557,8.362487480646838e-05,0.00017116512008754392
ResidualNeuralNetwork,0.0001,8.0,45.0,True,65.0,,,,,0.00325964906680509,0.00261600062532245,0.00042828701951968596,0.0008510003487269083,0.0006787570499666939,0.0005507386437644856,8.347611924548034e-05,0.00017299049225136275
ResidualNeuralNetwork,0.0001,8.0,45.0,True,66.0,,,,,0.002866377995449042,0.0026455321027047977,0.00044964277331934036,0.0009584172904116553,0.0005920462290231751,0.0005571753429274032,8.796218712374849e-05,0.00019648199213161623
ResidualNeuralNetwork,0.0001,8.0,45.0,True,67.0,,,,,0.0025165178490884647,0.002605049677614896,0.0004114987996389281,0.0008143870710576855,0.0005269416499973308,0.0005493574547317792,8.187968173438327e-05,0.00016684216670591554
ResidualNeuralNetwork,0.0001,8.0,45.0,True,68.0,,,,,0.0023940944071835692,0.002597632460624167,0.00040585969416600355,0.0007911012420114481,0.0004980019883646798,0.0005478683025689138,8.015378787511121e-05,0.00016245983962742788
ResidualNeuralNetwork,0.0001,8.0,45.0,True,69.0,,,,,0.002321476269068208,0.0025817676910064504,0.0003865382300232941,0.0007526680077396848,0.0004787875233956103,0.0005436598290651635,7.561052524336587e-05,0.00015068433757098215
ResidualNeuralNetwork,0.0001,8.0,45.0,True,70.0,,,,,0.0022486583241876565,0.002598558394414074,0.0003954874082181439,0.0008090293070055404,0.0004565086004868993,0.0005454826306782643,7.486575837887201e-05,0.0001599955952392434
ResidualNeuralNetwork,0.0001,8.0,45.0,True,71.0,,,,,0.0021645758511885157,0.0025765940828143424,0.00037041053457080196,0.0007580022954341001,0.0004447609828810165,0.0005412671684897492,7.191569496679177e-05,0.00014800314271867757
ResidualNeuralNetwork,0.0001,8.0,45.0,True,72.0,,,,,0.002287755784748485,0.0025961192898780296,0.00040292285335888654,0.0007853519710354835,0.00047176927729758293,0.0005464975162336448,7.861182394856713e-05,0.00015830186338758854
ResidualNeuralNetwork,0.0001,8.0,45.0,True,73.0,,,,,0.002062213120970336,0.002599015738229332,0.0004048286556447827,0.0007950859437198759,0.0004168721543489441,0.0005463387043970936,7.730745020099085e-05,0.00015976175545360843
ResidualNeuralNetwork,0.0001,8.0,45.0,True,74.0,,,,,0.001949550783109365,0.0025944906585621385,0.0003985997828297645,0.0007860579018322927,0.0003930961668009385,0.0005459976646135438,7.677420652458931e-05,0.0001592186462847049
ResidualNeuralNetwork,0.0001,8.0,45.0,True,75.0,,,,,0.0019706234617053336,0.0026007165324013187,0.000403379869161162,0.0008032046399026547,0.0004003867306156621,0.000548008317253339,7.862766396324589e-05,0.0001649117132402816
ResidualNeuralNetwork,0.0001,8.0,45.0,True,76.0,,,,,0.0016745087110771324,0.0026021033712902908,0.00040546495397135896,0.0008041961762890125,0.0003372648093256989,0.0005487377511844481,7.986550964917134e-05,0.00016589809178984712
ResidualNeuralNetwork,0.0001,8.0,45.0,True,77.0,,,,,0.001609599065480742,0.002594928321598461,0.0003915509009886088,0.0007927348403810705,0.0003179655161829329,0.000545277227609948,7.559172809123993e-05,0.0001570230746526281
ResidualNeuralNetwork,0.0001,8.0,45.0,True,78.0,,,,,0.0016962004907476078,0.0026431276738268774,0.00042220903267650484,0.0009582721212375089,0.000337347508762082,0.0005554354014101054,8.150554108973141e-05,0.00019209420263285263
ResidualNeuralNetwork,0.0001,8.0,45.0,True,79.0,,,,,0.0015601601053333882,0.002592669717920651,0.00039037696595461865,0.0007819623317358628,0.0003118136059241796,0.0005456537731252912,7.626413796950544e-05,0.00015696035723159255
ResidualNeuralNetwork,0.0001,8.0,45.0,True,80.0,,,,,0.0015601792238043538,0.002595202165579646,0.0003911505142847697,0.0007913409726424787,0.00031352944852849543,0.0005461755949210606,7.653240907706341e-05,0.0001581246158826062
ResidualNeuralNetwork,0.0001,8.0,45.0,True,81.0,,,,,0.0015391849871701415,0.0025867062544672743,0.00038441570487412265,0.0007606857227829267,0.00030603394354128773,0.0005440568184916864,7.487603054053057e-05,0.00015153964815756702
ResidualNeuralNetwork,0.0001,8.0,45.0,True,82.0,,,,,0.00167334941947985,0.0026197823338538597,0.00042098287328984005,0.0008724662680296029,0.00033785121620826,0.0005525360611892454,8.291367571951566e-05,0.00018083286092609088
ResidualNeuralNetwork,0.0001,8.0,45.0,True,83.0,,,,,0.0016260909959205292,0.002605383126240856,0.0004095616486837279,0.0008112598890028659,0.00032537141337870266,0.0005486796326393066,7.998876052725347e-05,0.00016600262082490638
ResidualNeuralNetwork,0.0001,8.0,45.0,True,84.0,,,,,0.001558789573375534,0.0025893354190970365,0.0003875255490998802,0.0007748879351705875,0.00031240386863281785,0.0005453141792765204,7.537431573128765e-05,0.00015731559529137419
ResidualNeuralNetwork,0.0001,8.0,45.0,True,85.0,,,,,0.0015591070899423564,0.0025902557298072477,0.0003869540567667979,0.0007813741107406857,0.0003006419724209932,0.0005429946187371513,7.352905192304493e-05,0.0001494565180369786
ResidualNeuralNetwork,0.0001,8.0,45.0,True,86.0,,,,,0.0014354826519324345,0.00256446528734651,0.00035085742297412463,0.000721143570336156,0.00028461840435501057,0.0005378968551795117,6.747598737237267e-05,0.0001370884036278789
ResidualNeuralNetwork,0.0001,8.0,45.0,True,87.0,,,,,0.0016308771739215972,0.002607693649687857,0.0004121119964797542,0.0008119335339504218,0.0003322389006936004,0.0005498430879932208,8.16316286106958e-05,0.00016683315973718853
ResidualNeuralNetwork,0.0001,8.0,45.0,True,88.0,,,,,0.001588494710202487,0.0025992717757914803,0.00040044377809800443,0.0007982045037191619,0.00031619864413037774,0.0005465365163078205,7.79185885929997e-05,0.0001588567006941433
ResidualNeuralNetwork,0.0001,8.0,45.0,True,89.0,,,,,0.0015150272996170716,0.0025852714319648984,0.00037927555400620467,0.0007680859299575757,0.00029948327660239286,0.0005430806920213519,7.365709246008222e-05,0.00015064930377623462
ResidualNeuralNetwork,0.0001,8.0,45.0,True,90.0,,,,,0.0016632318121832122,0.0026210422785776966,0.0004169084834602644,0.0008799589280062502,0.0003341876392094594,0.0005528422378786812,8.206712609192111e-05,0.00018327865960463037
ResidualNeuralNetwork,0.0001,8.0,45.0,True,91.0,,,,,0.0015641857618056004,0.002594308095908015,0.0003872220668027986,0.0007913523125198652,0.00031757784500276306,0.0005470424328210219,7.705470280987876e-05,0.00016148511892701738
ResidualNeuralNetwork,0.0001,8.0,45.0,True,92.0,,,,,0.0015779864863029816,0.0025913902798538687,0.0003866484423853316,0.0007816137007947238,0.0003309989112085409,0.0005458886170323004,7.763721872211467e-05,0.00015629646230258068
ResidualNeuralNetwork,0.0001,8.0,45.0,True,93.0,,,,,0.0014614384129362286,0.0025700521918962586,0.0003578186550605222,0.0007358258531528449,0.0002925434925485493,0.0005408253550850799,7.103676242487771e-05,0.00014479934285593161
ResidualNeuralNetwork,0.0001,8.0,45.0,True,94.0,,,,,0.0015206754020175093,0.0025804743826764185,0.0003766474671333841,0.0007449170141100134,0.0003011799605708881,0.0005435919102954093,7.302413451061094e-05,0.00015211279059677434
ResidualNeuralNetwork,0.0001,8.0,45.0,True,95.0,,,,,0.0015316860480878338,0.0025853846433027735,0.00038068570524641554,0.0007606057344742541,0.00030768765111496507,0.0005447951288557438,7.489959726918419e-05,0.00015471064337501628
ResidualNeuralNetwork,0.0001,8.0,45.0,True,96.0,,,,,0.0014456630502856752,0.0025665021542483155,0.00035660570991114253,0.0007209408583131226,0.00028551221295508415,0.0005396456731297578,6.921162120897494e-05,0.00014168669713153994
ResidualNeuralNetwork,0.0001,8.0,45.0,True,97.0,,,,,0.0015967252119532171,0.0025972954507143993,0.0004000180172470381,0.0007867755005194706,0.0003218725926149888,0.0005472423333042072,7.851799382675048e-05,0.00016062758923219542
ResidualNeuralNetwork,0.0001,8.0,45.0,True,98.0,,,,,0.0014706155601537452,0.002571117952934601,0.00036549425256327266,0.000723310705250914,0.00029789650375952294,0.0005413471768808493,7.248069900226079e-05,0.0001447287430821082
ResidualNeuralNetwork,0.0001,8.0,45.0,True,99.0,,,,,0.0016076221780956916,0.002607860655154822,0.00040347279055313493,0.0008349471122213879,0.00032150488336773895,0.0005488736288888114,7.817675321892586e-05,0.00016871458195611794
ResidualNeuralNetwork,0.0001,8.0,45.0,True,100.0,,,,,0.001477344605907704,0.002574768456273109,0.0003668044301323921,0.000743790476951959,0.00029653387088981277,0.0005420149577595796,7.194463374479762e-05,0.00014776698341266808
ResidualNeuralNetwork,0.0001,8.0,45.0,True,101.0,,,,,0.0016417717033962035,0.0026063838469907175,0.0004102388080560936,0.0008192640617958405,0.0003302343932766156,0.0005488058306136221,7.994815385887886e-05,0.00016687727078915928
ResidualNeuralNetwork,0.0001,8.0,45.0,True,102.0,,,,,0.0015066393516348592,0.0025807231102349623,0.00037497246883950146,0.0007567185931985483,0.00030118504142504177,0.0005437283904725972,7.342707837688312e-05,0.0001536989609668197
ResidualNeuralNetwork,0.0001,8.0,45.0,True,103.0,,,,,0.0015346330104384033,0.002587970697654868,0.00038083206932499724,0.0007787226880871275,0.0003060712767739823,0.0005443255615362902,7.416568997735283e-05,0.00015413185777368572
ResidualNeuralNetwork,0.0001,8.0,45.0,True,104.0,,,,,0.0014305092253774968,0.002566062054544125,0.0003529743953320965,0.0007276654056033249,0.0002848945778977839,0.0005391142117687956,6.892962376223098e-05,0.00014013937621746423
ResidualNeuralNetwork,0.0001,8.0,45.0,True,105.0,,,,,0.001502414919295401,0.0025836904093904317,0.00037595692951724214,0.0007657578812455231,0.000300618194826851,0.0005430771173492596,7.393554033776821e-05,0.00015019776043544882
ResidualNeuralNetwork,0.0001,8.0,45.0,True,106.0,,,,,0.0015300174929061025,0.0025868423329959127,0.0003790356125096855,0.0007768452354946976,0.0003086989419158257,0.0005448344502487594,7.4366885777111e-05,0.00015676657184757634
ResidualNeuralNetwork,0.0001,8.0,45.0,True,107.0,,,,,0.0014791630161633282,0.0025721584101143125,0.0003624422791993843,0.0007323473691940308,0.0003012167917428955,0.0005422940231719107,7.129708089115164e-05,0.00014912349114199532
ResidualNeuralNetwork,0.0001,8.0,45.0,True,108.0,,,,,0.0014026645781858912,0.002553924637020759,0.00033919189898472913,0.0006889773989623447,0.0002824364084439136,0.0005377729466019294,6.651091125776183e-05,0.00013648076961946616
ResidualNeuralNetwork,0.0001,8.0,45.0,True,109.0,,,,,0.001436224992170274,0.002562135270556564,0.000354548342197946,0.0006969377117336921,0.00028779769361501114,0.0005395310827985286,6.933366714140796e-05,0.00013923958305400017
ResidualNeuralNetwork,0.0001,8.0,45.0,True,110.0,,,,,0.0015297128157045856,0.002585418944088918,0.0003804717939229881,0.0007765247199520374,0.00030220577096682033,0.0005432284585227863,7.386496064637227e-05,0.00015193099442196664
ResidualNeuralNetwork,0.0001,8.0,45.0,True,111.0,,,,,0.0015599170945725352,0.002590438854769341,0.0003902273217462144,0.0007687854879307297,0.00031403875897194176,0.000546052087992028,7.653920697876707e-05,0.00015756810169335645
ResidualNeuralNetwork,0.0001,8.0,45.0,True,112.0,,,,,0.0014884230100883629,0.002577499211209375,0.00037003950502887464,0.0007399364649874609,0.00029935958893151295,0.0005426928601817622,7.209469968417905e-05,0.00014887797342477783
ResidualNeuralNetwork,0.0001,8.0,45.0,True,113.0,,,,,0.0015332849707993322,0.002586302142473137,0.00038211914540836644,0.0007592708622134707,0.00031103631556837384,0.0005450610201956449,7.523179576403369e-05,0.00015470893636868006
ResidualNeuralNetwork,0.0001,8.0,45.0,True,114.0,,,,,0.001459289365594492,0.002571700691427075,0.0003621777132996973,0.0007261403326718313,0.00029178524033399926,0.0005409576982822058,7.064442710092448e-05,0.00014396688607182465
ResidualNeuralNetwork,0.0001,8.0,45.0,True,115.0,,,,,0.0016141696920934712,0.0026052995297893788,0.0004052964021574776,0.0008210934370568713,0.0003232403866685626,0.0005484082788791297,7.877808134510833e-05,0.00016589910595243512
ResidualNeuralNetwork,0.0001,8.0,45.0,True,116.0,,,,,0.001503109557073821,0.002578498994779287,0.00037418172325728074,0.0007398567578327731,0.00030051826466768577,0.0005421224790763341,7.269809630039247e-05,0.00014664219677287612
ResidualNeuralNetwork,0.0001,8.0,45.0,True,117.0,,,,,0.001547337421831095,0.0025844185982110365,0.00038551372833221966,0.0007488852214513335,0.00031012796729080116,0.0005442708168389663,7.48668779742043e-05,0.00015253559598382913
