Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train N BCE Loss,train N BCELogits Loss,train N MSE Loss,train N MAE Loss,train N SSIM Loss,train N N White MAE Loss,train N N Black MAE Loss,train N S White MAE Loss,train N S Black MAE Loss,train N T White MAE Loss,train N T Black MAE Loss,train N X White MAE Loss,train N X Black MAE Loss,train N _ White MAE Loss,train N _ Black MAE Loss,test N BCE Loss,test N BCELogits Loss,test N MSE Loss,test N MAE Loss,test N SSIM Loss,test N N White MAE Loss,test N N Black MAE Loss,test N S White MAE Loss,test N S Black MAE Loss,test N T White MAE Loss,test N T Black MAE Loss,test N X White MAE Loss,test N X Black MAE Loss,test N _ White MAE Loss,test N _ Black MAE Loss
NeuralNetwork,0.0001,8.0,45.0,1.0,0.0,0.00033766798413988714,0.0005516601058672059,8.171323355478097e-05,0.000174318964911921,0.000803325740049225,9.981905313514956e-05,0.001117409801868737,9.24663141249325e-05,0.0010715106908844487,9.906350200709629e-05,0.0010919505052489412,0.00010033196837432944,0.0010404646235977542,0.0001040717581854355,0.0,0.0016531741844033295,0.002615483676862417,0.0004108403370065509,0.0008472049573682389,0.0036301199789434543,0.000446130504023354,0.004998829004899511,0.00042565054488631914,0.004963961412321846,0.000464185135169599,0.00493552287419637,0.00048137990371236263,0.00520376776749233,0.00048400274237746715,0.0
NeuralNetwork,0.0001,8.0,45.0,True,1.0,0.0003207143586922206,0.0005475583905479658,7.747536941840643e-05,0.0001644265418746722,0.0009123081813032973,9.297135705253827e-05,0.0010985694323588575,8.631433357768303e-05,0.001029787760860515,9.537275348390852e-05,0.0010835888250818793,9.278875758063118e-05,0.0010248583282100544,8.64615478123616e-05,0.0,0.0015708942833186695,0.002596006453412134,0.0003897408316345335,0.0008012201613600149,0.004124401603581389,0.0004101097115180777,0.004951730464239541,0.00039418285372872023,0.004745291089111904,0.00043310112548324296,0.0049316425743342945,0.00045214818333679776,0.0051565931278204765,0.00040434193123811446,0.0
NeuralNetwork,0.0001,8.0,45.0,True,2.0,0.0003025923777783335,0.0005438759561497568,7.220260256705579e-05,0.00015543873178348386,0.0009516404281191096,8.802001447369147e-05,0.0010774007062063706,8.529003940502588e-05,0.0009715524966504695,9.240654882073724e-05,0.0010824484645195727,8.788935820047424e-05,0.0010142720773856273,6.773579373674572e-05,0.0,0.0014823810109552348,0.0025782154041266293,0.00036298905341130384,0.0007594911463605533,0.0043000748828614715,0.0003857098566661091,0.004915489715600164,0.00038615070611425917,0.004438405141890424,0.0004050124834918376,0.004966618504914097,0.00042814456816739257,0.005140355548018929,0.00031801676319080326,0.0
NeuralNetwork,0.0001,8.0,45.0,True,3.0,0.0002704077774302336,0.0005371539258571327,6.24174950016798e-05,0.00013852744009295565,0.0009791478199418827,7.979020054610271e-05,0.001020637965909233,8.346236780326e-05,0.0008387902194277617,8.452273001568015e-05,0.0010802777147678674,7.913255627264553e-05,0.0009910150197638334,3.983764695832029e-05,0.0,0.0013235631228992774,0.00254510427420994,0.00031302677198026167,0.0006787243223040359,0.0044196077263822095,0.0003484598823688315,0.004761916661412461,0.0003714620270444162,0.0037868660201066696,0.0003519190604206901,0.0049869826754683965,0.0003745089630660771,0.005122652218776679,0.0001869664744198697,0.0
NeuralNetwork,0.0001,8.0,45.0,True,4.0,0.0002321899941346716,0.0005271513507051288,4.986839775608556e-05,0.0001151020515639827,0.001013576417221156,7.399796154299836e-05,0.0008838916563923468,8.051216381418737e-05,0.0006168435285033563,7.096205579463362e-05,0.0010615448264098873,6.658627056689918e-05,0.000925019343265626,1.6493258390304534e-05,0.0,0.0011288074764815516,0.0024947619663094577,0.00024778173310951616,0.0005641515431164196,0.004574275511754831,0.00032760680846448214,0.004190978389116203,0.0003543723866624652,0.002779280427117018,0.00029407155776173813,0.004817566781673791,0.0002861816037750844,0.005028239211196419,7.540804667855209e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,5.0,0.00020954842275043703,0.0005190679728181535,4.231262540399546e-05,9.691481280198316e-05,0.00104560015217545,7.355717736273763e-05,0.0007342094520352921,7.546361726570644e-05,0.00043486805778308055,5.8553751427529635e-05,0.0010352975756652914,5.780266361898489e-05,0.0008454060136789903,7.728094641731756e-06,0.0,0.0010099196396533797,0.0024528681482159117,0.00020522312641893542,0.00047527441063766957,0.004720704935567602,0.0003319274188962373,0.0034130005716527783,0.0003393304610402329,0.0019703074446264304,0.0002650809737871278,0.004499667470560134,0.0002194993057340946,0.004882386270559059,3.319424606344235e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,6.0,0.00019836150651993456,0.0005142525280260975,3.8779154921959676e-05,8.634126411294037e-05,0.0010672274083086812,7.281060810037701e-05,0.0006401458519167013,7.011288541025229e-05,0.0003281009566751773,5.147280799089416e-05,0.0010120454181558039,5.3951200449241785e-05,0.0007861177876310528,5.473637566813883e-06,0.0,0.000951426958887832,0.0024273809771867666,0.0001843426634305678,0.0004231883388645244,0.00482138927479295,0.0003307931500036012,0.002856830380997568,0.0003229189640695944,0.0014841248216868946,0.0002537950076771982,0.004259172475562905,0.00019043326705881636,0.004758699510082509,2.3181270515112756e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,7.0,0.00019194231923378382,0.0005114957730403808,3.687832052656261e-05,8.01689099430074e-05,0.0010812238190395199,7.06364443359992e-05,0.0005882711744694054,6.491704429738283e-05,0.0002728141944684751,4.772652151449671e-05,0.000995376842683859,5.211216721412628e-05,0.0007480604629310957,4.701190841487154e-06,0.0,0.0009191787842684572,0.0024129519672513758,0.0001740082512674092,0.0003929598573243843,0.004887421717691992,0.0003206152117477273,0.00254903311999339,0.00030498037923057126,0.0012225686754070739,0.00024774930668327043,0.004110517366877142,0.00018006731879036383,0.004665718513464778,2.0010765852793208e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,8.0,0.00018765735176374328,0.0005097908552766168,3.562558874126393e-05,7.629330769542735e-05,0.001090516375741013,6.813635783536094e-05,0.0005564841459382255,6.030546626794049e-05,0.00024152904588257206,4.591030191700413e-05,0.0009822926591991415,5.129580147504164e-05,0.0007220759706677131,4.393198575091491e-06,0.0,0.000898153433259928,0.002404106488017916,0.0001678255579943927,0.0003740236678588315,0.004931967678339478,0.0003088603042206674,0.0023680196243262143,0.0002882075291009819,0.001065126098926712,0.00024483132662263306,0.004014659602687044,0.0001780634991965204,0.00459457905787342,1.8681869578530205e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,9.0,0.00018444072927104816,0.0005086469200422179,3.4680150730429955e-05,7.364519864240425e-05,0.0010969028150318893,6.576525574585177e-05,0.0005349734963753795,5.63197621116741e-05,0.00022317629779445514,4.502563584204311e-05,0.0009708105714494649,5.0730722130469554e-05,0.0007037770234028284,4.32749389296754e-06,0.0,0.0008830370955497214,0.002398335521326125,0.00016363810911868354,0.00036129392917801,0.004962859558479646,0.00029880886182845015,0.0022535565889106606,0.00027213226886665297,0.0009695414289738397,0.00024244636765815926,0.003945861597481014,0.00017923568873285498,0.004539151236696064,1.829225312238969e-05,0.0
