Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss
NN1,0.0001,8.0,45.0,True,999.0,0.0005593582894067,0.0023096175688617,6.0761265409817486e-05,0.0001646841190895
NN2,0.0001,8.0,45.0,True,999.0,0.0005259094935543,0.0023001782924124,4.983183183947449e-05,0.0001436682804575
NN3,0.0001,8.0,45.0,True,999.0,0.0005194989952651,0.0022982400168412,4.7865353009235934e-05,0.0001381765348169
NN4,0.0001,8.0,45.0,True,999.0,0.0004936602411779,0.0022904188752924,3.97860623146378e-05,0.0001197831365484
NN5,0.0001,8.0,45.0,True,999.0,0.0004670922673723,0.0022802729651613,3.096158469810426e-05,9.921256382510348e-05
NN6,0.0001,8.0,45.0,True,998.0,0.0004454263070094,0.0022740920759596,2.5615192738906396e-05,8.195346373619523e-05
NN7,0.0001,8.0,45.0,True,999.0,0.0004379090460591,0.0022712959058629,2.364229422601514e-05,7.547750928491916e-05
