Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train D BCE Loss,train G BCE Loss,train D BCELogits Loss,train G BCELogits Loss,train D MSE Loss,train G MSE Loss,train D MAE Loss,train G MAE Loss,test D BCE Loss,test G BCE Loss,test D BCELogits Loss,test G BCELogits Loss,test D MSE Loss,test G MSE Loss,test D MAE Loss,test G MAE Loss
GenerativeAdversarialNetwork,0.0001,8.0,40.0,1.0,0.0,0.0003815616081867899,0.00013144915657384054,0.0005660360412938255,0.000321321641760213,0.00011768736211316926,2.271228503169758e-05,0.00028602382434265956,4.935786460659333e-05,0.0016890422751506169,0.0006035629039009412,0.0026462326447168985,0.0014933940023183823,0.0005090485016504923,0.00010317588069786628,0.0013027306646108626,0.00021101065600911777
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,1.0,0.00017072857756699833,0.00012863493923630034,0.0005106999405792781,0.0003204021602869034,4.538299981504679e-05,2.1612885341580425e-05,0.00013462788026247707,4.717441541807992e-05,0.001062168056766192,0.0005673785383502642,0.002474743127822876,0.001487076406677564,0.0003137689704696337,9.343824349343777e-05,0.0007917608444889386,0.00019894678456087908
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,2.0,0.00020495772893939699,0.00011229401986513819,0.0005299931125981467,0.0003171617431300027,5.657702817448548e-05,1.78755443942334e-05,0.00016348280810884067,3.903138650847333e-05,0.0010448455810546874,0.0005053192377090454,0.0024663396179676056,0.0014744923760493596,0.00027982328707973163,7.541464486469825e-05,0.00077997042487065,0.0001787637049953143
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,3.0,0.0002577190154365131,0.00010663640818425587,0.0005116803837674005,0.00031638329050370626,7.608403185648578e-05,1.610178400629333e-05,0.00016743502180491176,3.899431654385158e-05,0.001115574191013972,0.00048309881240129473,0.002394078423579534,0.00146966353058815,0.00027782302349805833,7.010687453051408e-05,0.000705308901766936,0.0001690579733500878
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,4.0,0.00032821797898837496,0.00010440537173833166,0.0005272551838840757,0.00031558900539364133,9.754738504333155e-05,1.5178504067340068e-05,0.00019944638812116215,3.773647892688002e-05,0.0015180422614018121,0.00047066702196995415,0.0024847445388635,0.0014652957518895466,0.00045240453133980435,6.62201705078284e-05,0.0009615245585640271,0.00015961667522788048
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,5.0,0.0003540586946266038,0.00010319168546370097,0.0005332821714026587,0.0003148381199155535,0.00010174115055373736,1.4443021999405963e-05,0.000208477077207395,3.646026099366801e-05,0.0015084896236658095,0.00046259180332223576,0.0024850475291411083,0.0014612853527069091,0.0004830101194481055,6.238057976588607e-05,0.0010110069687167802,0.00015131902570525806
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,6.0,0.00030938506658588136,0.000102810248998659,0.0005278052496058601,0.00031403736876589914,8.033931122294494e-05,1.3874833738165242e-05,0.00018684745633176396,3.468337734895093e-05,0.0013430687288443247,0.00045710168778896333,0.0024865488211313885,0.0014571374903122583,0.0004078395664691925,5.907767529909809e-05,0.0009581830352544784,0.00014155999136467775
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,7.0,0.0003270583493368966,0.00010343607115958418,0.0005355142056941986,0.0003132480861885207,8.954377179699284e-05,1.3405687475044812e-05,0.00020337064883538654,3.277928501899753e-05,0.0014865563561518988,0.0004579617331425349,0.002517839769522349,0.001453308885296186,0.0004645080305635929,5.639773250247041e-05,0.001026695966720581,0.00013209454094370205
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,8.0,0.0003142519188778741,0.00010494388240788664,0.0005395832338503429,0.0003125358106834548,8.75375566205808e-05,1.2991666361423475e-05,0.0002015833609870502,3.103338780679873e-05,0.0014496328930060068,0.00046472251415252686,0.0025323753555615744,0.0014502714077631632,0.0004348110097150008,5.4305353357146185e-05,0.0010109071309367815,0.0001248609119405349
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,9.0,0.00030455956501620156,0.00010597423118140017,0.0005407954965318952,0.0003119596945387977,8.742718159088067e-05,1.2612801011917847e-05,0.00020125549552696092,2.9675838803606373e-05,0.0014623808364073434,0.000470736064016819,0.002539057284593582,0.001448112353682518,0.00044073940565188724,5.259106789405147e-05,0.001028798831005891,0.00012032064454009136
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,10.0,0.00029474592634609766,0.00010719016593481813,0.0005404157830136163,0.0003114660403558186,8.63378934030022e-05,1.228538790850767e-05,0.00020066610138331142,2.8542532319469112e-05,0.001458236575126648,0.00047915630663434666,0.002550090104341507,0.0014462384084860485,0.00044146403670310976,5.112759924183289e-05,0.0010439060628414155,0.00011654688666264216
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,11.0,0.000305397914988654,0.00010837754899902003,0.0005466890654393605,0.00031106102147272655,9.119718202522822e-05,1.2003010903884258e-05,0.00020589447979416165,2.764380270881312e-05,0.0014723879595597586,0.0004902648739516735,0.0025630580882231393,0.001444678008556366,0.00045532832543055215,4.98675120373567e-05,0.0010683774948120118,0.00011355134968956311
GenerativeAdversarialNetwork,0.0001,8.0,40.0,True,12.0,0.000299990496465138,0.00011010489293507167,0.0005455951605524336,0.0003107017172234399,8.895661282752242e-05,1.1771022608237607e-05,0.0002073788084089756,2.6904628612101078e-05,0.0015078195681174596,0.0005026729467014472,0.0025791351993878684,0.0014431413263082504,0.0004754177915553252,4.872127513711651e-05,0.0010990120470523834,0.00011076678056269884
