Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train N BCE Loss,train N BCELogits Loss,train N MSE Loss,train N MAE Loss,test N BCE Loss,test N BCELogits Loss,test N MSE Loss,test N MAE Loss
NeuralNetwork,0.0001,8.0,45.0,True,19.0,0.000174204053261852,0.0005067325827246406,3.142258267839642e-05,6.952060943825869e-05,0.0008336774208260782,0.0023880810857568897,0.00014805417718752374,0.0003402711554143414
NeuralNetwork,0.0001,8.0,45.0,True,20.0,0.0001734951034067776,0.0005065440488954117,3.120642798046539e-05,6.904695032420506e-05,0.0008305152819591498,0.0023871838296734313,0.00014712304204889814,0.00033809617161750793
NeuralNetwork,0.0001,8.0,45.0,True,21.0,0.00017284071750717987,0.0005063672432038341,3.1005498272871394e-05,6.860401230359656e-05,0.0008275204297131712,0.00238634355413089,0.0001462369032625882,0.00033607390129341267
NeuralNetwork,0.0001,8.0,45.0,True,22.0,0.00017219177394543054,0.0005061970245484714,3.080528902236342e-05,6.817499642584201e-05,0.0008246687785634455,0.0023855531365616516,0.00014539287900024989,0.00033413152555999514
NeuralNetwork,0.0001,8.0,45.0,True,23.0,0.00017157395814628291,0.0005060305010597661,3.061589164875267e-05,6.775570044299021e-05,0.0008219618279978915,0.002384782774643328,0.00014458682224060754,0.00033221731208405407
NeuralNetwork,0.0001,8.0,45.0,True,24.0,0.00017095945594767034,0.0005058752237304523,3.042538221071994e-05,6.737312517879465e-05,0.0008193302267002609,0.0023840819514772426,0.00014380437070093813,0.0003305071695420727
NeuralNetwork,0.0001,8.0,45.0,True,25.0,0.00017036423287944332,0.0005057192635986041,3.0241954338679094e-05,6.698010705230692e-05,0.0008167491394018977,0.0023833620098401916,0.00014303250929469582,0.00032872521558647633
NeuralNetwork,0.0001,8.0,45.0,True,26.0,0.00016977374926410274,0.0005055729831968035,3.0059646061970538e-05,6.661379353376734e-05,0.0008142439636794276,0.002382674869501366,0.00014227180032985016,0.00032701638509642406
NeuralNetwork,0.0001,8.0,45.0,True,27.0,0.00016919876928278056,0.0005054187903185739,2.9881514930178857e-05,6.623241819461401e-05,0.0008117351329551553,0.0023819466806807607,0.00014150100496580016,0.00032521592183682905
NeuralNetwork,0.0001,8.0,45.0,True,28.0,0.00016864294793727906,0.0005052731525544529,2.9708728234401612e-05,6.587130602479302e-05,0.0008092797214879929,0.0023812619770098033,0.00014074714912933373,0.0003235288573510992
NeuralNetwork,0.0001,8.0,45.0,True,29.0,0.00016810698811256018,0.0005051328567160429,2.954222231782029e-05,6.551989366744728e-05,0.0008068068784737737,0.0023805825215465616,0.00013998731877069053,0.00032184673648960187
NeuralNetwork,0.0001,8.0,45.0,True,30.0,0.00016756149917599968,0.0005049935649990071,2.9370926742283803e-05,6.518065126115743e-05,0.0008044091972914881,0.002379926495582053,0.0001392431861761981,0.0003202582633345382
NeuralNetwork,0.0001,8.0,45.0,True,31.0,0.00016704102290287173,0.0005048597357022474,2.9206632403029264e-05,6.485911151469557e-05,0.0008020865842231415,0.002379291462448408,0.0001385167897122461,0.0003187289028047766
NeuralNetwork,0.0001,8.0,45.0,True,32.0,0.0001665272742429512,0.0005047284769562055,2.9044848367210346e-05,6.454091549240996e-05,0.0007997809341118771,0.0023786586785466417,0.0001377901589533068,0.00031717632364177106
NeuralNetwork,0.0001,8.0,45.0,True,33.0,0.000166007822173625,0.0005045989051340725,2.8879700524787696e-05,6.423517057516505e-05,0.0007975452913428253,0.0023780485743996483,0.00013708439216298876,0.00031570518541635957
NeuralNetwork,0.0001,8.0,45.0,True,34.0,0.00016551948782568673,0.0005044732293028716,2.872347681107868e-05,6.394355866626266e-05,0.0007953177083213374,0.002377450278720016,0.00013637973827386053,0.00031425998364604493
NeuralNetwork,0.0001,8.0,45.0,True,35.0,0.00016504570319646132,0.0005043533773756413,2.8572062838752316e-05,6.366017051141538e-05,0.0007931712850834589,0.0023768722261272887,0.0001357022743180113,0.00031288277428105193
NeuralNetwork,0.0001,8.0,45.0,True,36.0,0.00016457856585073343,0.0005042352525371747,2.8423500571128814e-05,6.338276189935175e-05,0.0007910229874856817,0.0023763033578980642,0.00013501983159368142,0.00031152690918940417
NeuralNetwork,0.0001,8.0,45.0,True,37.0,0.00016412149984238925,0.0005041143964885701,2.8275987610341404e-05,6.31055490909561e-05,0.0007889198619614607,0.0023757337399248806,0.00013434845930750266,0.0003101954342059369
NeuralNetwork,0.0001,8.0,45.0,True,38.0,0.00016366456436982374,0.0005039940625830802,2.8127729089433612e-05,6.282655396712116e-05,0.0007869008951966867,0.0023751704947753524,0.0001337059053047648,0.00030885852357876375
NeuralNetwork,0.0001,8.0,45.0,True,39.0,0.00016322338356162017,0.0005038805165380802,2.798569361074273e-05,6.256967963716091e-05,0.0007848892852945148,0.002374619058093185,0.0001330541669385238,0.0003075807255768926
NeuralNetwork,0.0001,8.0,45.0,True,40.0,0.00016278498416962328,0.0005037637974695375,2.7841456595938803e-05,6.231051591046737e-05,0.0007828843762289803,0.0023740732444907132,0.00013240770020949766,0.00030634802936008144
NeuralNetwork,0.0001,8.0,45.0,True,41.0,0.0001623596584379191,0.0005036425397723833,2.7702644346859255e-05,6.203714888693509e-05,0.0007809385095002517,0.002373505875749408,0.0001317793679124904,0.00030502217745630996
NeuralNetwork,0.0001,8.0,45.0,True,42.0,0.0001619523366024552,0.0005035342954882393,2.7568385788211924e-05,6.179953360493293e-05,0.0007790228668248878,0.0023729966121649594,0.00013116832658554772,0.0003038378162953839
NeuralNetwork,0.0001,8.0,45.0,True,43.0,0.0001615514712674277,0.0005034235609830872,2.743534974733774e-05,6.155583836800969e-05,0.0007771472885923566,0.002372476102421119,0.00013056569644865,0.000302617350276911
NeuralNetwork,0.0001,8.0,45.0,True,44.0,0.0001611571929686153,0.0005033139912587292,2.7304058367351315e-05,6.131403087927004e-05,0.0007752891887658797,0.0023719715247364163,0.00012997563623782225,0.00030144121287004
NeuralNetwork,0.0001,8.0,45.0,True,45.0,0.0001607757272585383,0.0005032097634600822,2.7177137425646306e-05,6.108988588550342e-05,0.0007734909747381631,0.002371488689626538,0.00012939245258487245,0.00030033351302896654
NeuralNetwork,0.0001,8.0,45.0,True,46.0,0.00016038288485329107,0.000503101840494778,2.7044638589707346e-05,6.085973122531192e-05,0.0007717089270645718,0.002371015413752142,0.00012882472068633674,0.0002992329826145052
NeuralNetwork,0.0001,8.0,45.0,True,47.0,0.00016000237305851959,0.0005029973315421462,2.6915767142232858e-05,6.063990395345456e-05,0.0007699921539744491,0.0023705631307086106,0.0001282678835047116,0.0002981873709450728
NeuralNetwork,0.0001,8.0,45.0,True,48.0,0.00015962243361293145,0.0005028926217652396,2.678568823880584e-05,6.0418389757688475e-05,0.0007682492804227386,0.002370097539709799,0.00012771231151601805,0.0002971203915727963
NeuralNetwork,0.0001,8.0,45.0,True,49.0,0.00015926237577055342,0.0005027916473198451,2.6664262351321403e-05,6.019981763754893e-05,0.0007664587512706061,0.0023696118930600723,0.00012713712903688538,0.00029600313249624
NeuralNetwork,0.0001,8.0,45.0,True,50.0,0.00015890134393044237,0.0005026879014994578,2.654058723195865e-05,5.9981928319943886e-05,0.000764743946258377,0.0023691669200201454,0.00012659062426420128,0.0002949535846710205
NeuralNetwork,0.0001,8.0,45.0,True,51.0,0.0001585538476464562,0.0005025932329362936,2.6421159546008973e-05,5.9785667776740145e-05,0.0007630447452923037,0.0023687378790393566,0.00012604409606201844,0.00029398589951437225
NeuralNetwork,0.0001,8.0,45.0,True,52.0,0.00015820259594853033,0.0005024855911249742,2.63016691024734e-05,5.954613462291317e-05,0.0007614243611599664,0.002368264415728971,0.00012553759715842002,0.0002928544187320853
NeuralNetwork,0.0001,8.0,45.0,True,53.0,0.00015785679662966664,0.0005023896372864509,2.6182033061338563e-05,5.934636467550643e-05,0.0007598167226749396,0.002367836874236101,0.00012502678722705482,0.00029188507008102706
NeuralNetwork,0.0001,8.0,45.0,True,54.0,0.00015750311495801508,0.0005022918760294541,2.6059211445143925e-05,5.91437128997556e-05,0.0007581704723760017,0.002367409520179221,0.00012450484828379168,0.0002909195638677609
NeuralNetwork,0.0001,8.0,45.0,True,55.0,0.00015716354119167173,0.0005021986132362139,2.594254258266999e-05,5.894814017969322e-05,0.0007566051007066883,0.0023670050333131033,0.0001240102398508,0.0002899902796595352
NeuralNetwork,0.0001,8.0,45.0,True,56.0,0.0001568122292464634,0.0005021019364303013,2.582307975247221e-05,5.8735974353921384e-05,0.0007549975559396564,0.002366567557712771,0.00012350310835073579,0.00028896331787109375
NeuralNetwork,0.0001,8.0,45.0,True,57.0,0.00015647806769432726,0.0005020125696279932,2.5707274434380135e-05,5.8546446444531976e-05,0.0007534450236356483,0.0023661604467427955,0.0001230060398203772,0.0002880458655597279
NeuralNetwork,0.0001,8.0,45.0,True,58.0,0.0001561375701363196,0.0005019209535938068,2.558921235349943e-05,5.835294723510742e-05,0.0007519625455328503,0.002365764394496222,0.00012253045614035623,0.00028716276089350384
NeuralNetwork,0.0001,8.0,45.0,True,59.0,0.0001557966608885485,0.0005018292973947654,2.5471310932038608e-05,5.815649590884257e-05,0.0007504105286778144,0.0023653737778933544,0.00012204401288767281,0.0002862665591374883
NeuralNetwork,0.0001,8.0,45.0,True,60.0,0.00015546149521503808,0.0005017366772392046,2.535484540414296e-05,5.7953412360900816e-05,0.0007489221932003333,0.0023649797874426694,0.00012158012052751937,0.00028533207358054396
NeuralNetwork,0.0001,8.0,45.0,True,61.0,0.000155139925344935,0.0005016472301071866,2.524425147598323e-05,5.776404511093129e-05,0.0007474532104888052,0.002364594231611528,0.00012111948486768974,0.0002844393159608421
NeuralNetwork,0.0001,8.0,45.0,True,62.0,0.00015481153749070077,0.0005015564173700995,2.5130750616445053e-05,5.75691903376515e-05,0.0007459671242432025,0.00236420380244465,0.0001206512931945189,0.0002835426221853532
NeuralNetwork,0.0001,8.0,45.0,True,63.0,0.00015448490684887147,0.0005014694604590896,2.5016207980981093e-05,5.7378457482613e-05,0.0007445099031400381,0.002363824432001174,0.0001201927310453271,0.00028266905332511325
NeuralNetwork,0.0001,8.0,45.0,True,64.0,0.00015416045515042432,0.0005013775231060635,2.4904225855021464e-05,5.718137858048925e-05,0.0007430821563462791,0.0023634347525782556,0.00011974745342191661,0.0002817834651320236
NeuralNetwork,0.0001,8.0,45.0,True,65.0,0.0001538342261571447,0.0005012875538309308,2.479120948404636e-05,5.698741747523254e-05,0.0007416605949401855,0.0023630473223872155,0.00011930073488433406,0.00028090715502043193
NeuralNetwork,0.0001,8.0,45.0,True,66.0,0.00015352429405376917,0.0005012022436789746,2.46833618278452e-05,5.680521965187515e-05,0.0007402978884349079,0.0023626970045221678,0.00011887934363488132,0.00028009764240972653
NeuralNetwork,0.0001,8.0,45.0,True,67.0,0.00015321672163562313,0.000501116250724484,2.4576834591251177e-05,5.662135498703651e-05,0.000738868126704258,0.0023623324415218906,0.0001184256782509246,0.00027927941402549266
NeuralNetwork,0.0001,8.0,45.0,True,68.0,0.0001528979030580855,0.0005010317438696272,2.4464666702837314e-05,5.6446371775753095e-05,0.0007374622162033177,0.0023619813739128833,0.00011798644543818707,0.0002785200405420747
NeuralNetwork,0.0001,8.0,45.0,True,69.0,0.00015260462932830874,0.0005009497272357786,2.4363855427166202e-05,5.6271890625156805e-05,0.0007361035864308195,0.0023616338675876833,0.00011756224264888644,0.0002777523730161055
NeuralNetwork,0.0001,8.0,45.0,True,70.0,0.00015229726777565126,0.0005008606817523103,2.4256552506810573e-05,5.608054525608001e-05,0.0007347443474913543,0.002361256184068116,0.000117137758705601,0.0002768971494533731
NeuralNetwork,0.0001,8.0,45.0,True,71.0,0.0001520023874516757,0.0005007721182471016,2.4154488589725084e-05,5.589099726426312e-05,0.0007334577868569572,0.0023608814995243863,0.00011673710256252648,0.0002760341707265602
NeuralNetwork,0.0001,8.0,45.0,True,72.0,0.0001516965521635071,0.0005006855228197863,2.4049289303648505e-05,5.57097834798525e-05,0.0007321321458186743,0.00236052911986345,0.00011631887429540263,0.0002752787802579268
NeuralNetwork,0.0001,8.0,45.0,True,73.0,0.00015140547745953994,0.0005006008151406548,2.3946344270057114e-05,5.553553327717228e-05,0.0007308707484659159,0.0023601921099536825,0.00011592291576682396,0.00027454199281128696
NeuralNetwork,0.0001,8.0,45.0,True,74.0,0.00015111743520212302,0.000500515063175294,2.384711448555044e-05,5.535328524774618e-05,0.0007296241585563564,0.00235983448208503,0.00011553671562446739,0.0002737396964861912
NeuralNetwork,0.0001,8.0,45.0,True,75.0,0.0001508251354700793,0.000500429431704498,2.3744962707844705e-05,5.517633395856924e-05,0.0007283694620402354,0.0023595051570508463,0.00011514744621777684,0.0002729958801899316
NeuralNetwork,0.0001,8.0,45.0,True,76.0,0.00015054127035757923,0.0005003432379257326,2.3646345437376325e-05,5.499723887025828e-05,0.0007271009889788598,0.002359151652773971,0.00011475158140719311,0.00027223805305343003
NeuralNetwork,0.0001,8.0,45.0,True,77.0,0.00015025910221020167,0.0005002635910183272,2.354795409421715e-05,5.483491260889727e-05,0.0007258865443415612,0.0023588302000513615,0.00011437571367377755,0.00027154233751806823
NeuralNetwork,0.0001,8.0,45.0,True,78.0,0.00014997692402161035,0.0005001774374044166,2.3451307411945735e-05,5.465280013585669e-05,0.0007246989967688074,0.002358482506290172,0.00011400057225482269,0.0002707755368835521
NeuralNetwork,0.0001,8.0,45.0,True,79.0,0.00014969729630130962,0.0005000953806057131,2.335424652960744e-05,5.448682891390716e-05,0.0007235063884243275,0.0023581606786955826,0.00011363001130287003,0.0002700773846803221
NeuralNetwork,0.0001,8.0,45.0,True,80.0,0.0001494238338862468,0.0005000144082580937,2.325913113243175e-05,5.432663138985955e-05,0.0007223561874725534,0.002357837351613075,0.00011326685407251682,0.00026939959271149065
NeuralNetwork,0.0001,8.0,45.0,True,81.0,0.0001491556531496125,0.0004999309055246111,2.316595368950836e-05,5.415797916384077e-05,0.0007211734195175411,0.0023574907824678243,0.00011289343472171879,0.00026864731836618867
NeuralNetwork,0.0001,8.0,45.0,True,82.0,0.00014888468095555782,0.0004998503749903964,2.3071644099735505e-05,5.399791719617869e-05,0.0007200546140940684,0.0023571788889806974,0.00011254383145638232,0.00026798817627834824
NeuralNetwork,0.0001,8.0,45.0,True,83.0,0.00014862786687288,0.000499773499457984,2.2981335933639032e-05,5.384497444906003e-05,0.0007189342623236794,0.002356870181905399,0.00011219147522494477,0.0002673261523621637
NeuralNetwork,0.0001,8.0,45.0,True,84.0,0.0001483717556751642,0.0004996955394744873,2.289354811219192e-05,5.368462630680629e-05,0.0007178393549889139,0.0023565588507262415,0.00011184658128885353,0.0002666552486659596
NeuralNetwork,0.0001,8.0,45.0,True,85.0,0.00014812064500189213,0.0004996193467446093,2.280717108127563e-05,5.3531055983828724e-05,0.0007167430418842243,0.002356256516474598,0.00011150699413422519,0.00026600449433866535
NeuralNetwork,0.0001,8.0,45.0,True,86.0,0.00014787371147353693,0.000499540824453143,2.2722076815414944e-05,5.3373142835907536e-05,0.0007156858560424181,0.002355944622987471,0.00011118125381334773,0.00026533820625371154
NeuralNetwork,0.0001,8.0,45.0,True,87.0,0.00014762955936138843,0.0004994649530421049,2.2636912261058058e-05,5.322522571626699e-05,0.0007146374796921353,0.002355644350531716,0.00011084958582929096,0.0002647249859833867
NeuralNetwork,0.0001,8.0,45.0,True,88.0,0.00014738042680722364,0.0004993882381691123,2.2550454900431827e-05,5.3070264685186094e-05,0.0007135193771536245,0.002355330582684691,0.00011049797934181286,0.0002640580418724684
NeuralNetwork,0.0001,8.0,45.0,True,89.0,0.00014713789133048765,0.0004993131298903185,2.2464685362946954e-05,5.29247825598781e-05,0.000712550754817027,0.0023550526151117288,0.00011019227124235165,0.00026349280521554766
NeuralNetwork,0.0001,8.0,45.0,True,90.0,0.0001468913494094684,0.0004992396683705785,2.2378519197519255e-05,5.278121830639492e-05,0.0007114976457080002,0.0023547549667598316,0.00010985841260016339,0.00026287923350274187
NeuralNetwork,0.0001,8.0,45.0,True,91.0,0.00014665670632673403,0.0004991646805863496,2.2297782818422806e-05,5.263155401556318e-05,0.0007105085928485079,0.002354466877643417,0.0001095479483124595,0.000262258398645329
NeuralNetwork,0.0001,8.0,45.0,True,92.0,0.00014641731374989944,0.0004990916608800142,2.2213878436390603e-05,5.2491303362615027e-05,0.0007094866918317926,0.0023541821623748204,0.00010922298116504021,0.0002616750041268907
NeuralNetwork,0.0001,8.0,45.0,True,93.0,0.0001461840965195165,0.000499019926449038,2.213279814572347e-05,5.235132884304478e-05,0.000708463431904151,0.0023539056942897775,0.00010889202778069478,0.0002611111732398939
NeuralNetwork,0.0001,8.0,45.0,True,94.0,0.00014594749540010232,0.000498944938664809,2.2052064276930456e-05,5.2202056159549e-05,0.0007074917637327182,0.0023536102951697583,0.00010858870949010429,0.00026048000597354
NeuralNetwork,0.0001,8.0,45.0,True,95.0,0.00014572789405555415,0.000498871517309924,2.1976288257422795e-05,5.205403862777103e-05,0.00070649727522952,0.0023533068363021754,0.00010827857321538265,0.0002598270961323624
NeuralNetwork,0.0001,8.0,45.0,True,96.0,0.00014550409548366166,0.0004988010681543067,2.1899151653453025e-05,5.191552510480033e-05,0.0007055519418146625,0.00235303317975698,0.00010798630193344452,0.0002592293159017023
NeuralNetwork,0.0001,8.0,45.0,True,97.0,0.00014528906289136635,0.0004987326272414379,2.1824339590464642e-05,5.178242379603682e-05,0.000704580601656212,0.0023527660834714303,0.00010768150758443389,0.00025867837123900837
NeuralNetwork,0.0001,8.0,45.0,True,98.0,0.00014506053490780113,0.0004986624190749505,2.1745583840778897e-05,5.164501480657778e-05,0.0007036181178482824,0.0023524864289745594,0.00010737524889175247,0.00025810045922327343
NeuralNetwork,0.0001,8.0,45.0,True,99.0,0.00014484763105281922,0.0004985960667345402,2.1672551582926366e-05,5.1515121665605e-05,0.0007026515104485758,0.002352212959865354,0.00010707209460765311,0.0002575185407632552
NeuralNetwork,0.0001,8.0,45.0,True,100.0,0.00014464355342471696,0.000498530919339779,2.1603196919607024e-05,5.138867768155275e-05,0.0007017272635825775,0.0023519507369155405,0.00010678436864846908,0.000256981981812783
NeuralNetwork,0.0001,8.0,45.0,True,101.0,0.00014444503862902803,0.0004984706720573241,2.153465559460082e-05,5.127452414312131e-05,0.0007007674975965008,0.0023516926375575036,0.00010648046462041027,0.00025645826222761624
NeuralNetwork,0.0001,8.0,45.0,True,102.0,0.00014422981525367162,0.0004984016286716307,2.1461999882263635e-05,5.114076513485767e-05,0.0006998201961037498,0.00235141691921642,0.0001061814807870853,0.00025589581368104465
NeuralNetwork,0.0001,8.0,45.0,True,103.0,0.00014403599974601418,0.0004983406182569313,2.1395815732183483e-05,5.102203782356653e-05,0.0006989438859921582,0.0023511591947303627,0.00010590815225487235,0.00025534992979007695
NeuralNetwork,0.0001,8.0,45.0,True,104.0,0.00014383090795532392,0.0004982762741592695,2.132496492801651e-05,5.089702973307946e-05,0.0006979916174456759,0.0023508967843445592,0.0001056092269952942,0.0002547861223325789
NeuralNetwork,0.0001,8.0,45.0,True,105.0,0.00014362862770448155,0.0004982119702264627,2.1254962606410774e-05,5.077433614236004e-05,0.000697096142004121,0.002350639622166472,0.00010532739355504138,0.0002542501725490738
NeuralNetwork,0.0001,8.0,45.0,True,106.0,0.0001434314584314341,0.0004981498753606792,2.1186971037856975e-05,5.065561385167577e-05,0.0006962152397107778,0.0023503781489606175,0.00010504730561244412,0.0002537305765556839
NeuralNetwork,0.0001,8.0,45.0,True,107.0,0.0001432468205931373,0.0004980919978046674,2.1122950769338326e-05,5.054557721087875e-05,0.000695336586649313,0.002350145728333191,0.00010477157555661111,0.00025323422262503665
NeuralNetwork,0.0001,8.0,45.0,True,108.0,0.00014305874865974056,0.0004980321923356172,2.105938235543809e-05,5.0427929330064926e-05,0.0006944726004540545,0.002349902811290333,0.00010450364752385601,0.00025272362355916004
NeuralNetwork,0.0001,8.0,45.0,True,109.0,0.00014287366900803908,0.000497969655656429,2.099673271259529e-05,5.031072828326264e-05,0.0006936124098375909,0.0023496615811713834,0.00010423368112471119,0.0002522371803064766
NeuralNetwork,0.0001,8.0,45.0,True,110.0,0.00014269229456420856,0.0004979107338141881,2.093478972016962e-05,5.019426024506356e-05,0.0006927652928814198,0.0023494181018205557,0.0001039679671795863,0.00025172395713674196
NeuralNetwork,0.0001,8.0,45.0,True,111.0,0.00014250629112084277,0.0004978519324665121,2.0871040564422017e-05,5.0080272386658864e-05,0.0006918933875155899,0.002349179683241454,0.0001036892147184168,0.0002512296884314819
NeuralNetwork,0.0001,8.0,45.0,True,112.0,0.00014232308917611116,0.0004977947377130349,2.0808896747721494e-05,4.997063237380467e-05,0.0006910331500401287,0.0023489429515862613,0.00010341701080214302,0.000250740480497948
NeuralNetwork,0.0001,8.0,45.0,True,113.0,0.00014214228708146396,0.000497738506916077,2.074697760317846e-05,4.9866389513337064e-05,0.0006902080099537687,0.00234871765352645,0.00010315274948593956,0.00025029093870576824
NeuralNetwork,0.0001,8.0,45.0,True,114.0,0.00014195988843383173,0.0004976791432604314,2.0684784835560945e-05,4.974744631595046e-05,0.0006893996922474987,0.0023484901062347605,0.00010290132753504147,0.0002497915857992832
NeuralNetwork,0.0001,8.0,45.0,True,115.0,0.00014179064377620214,0.000497624920706222,2.062694116864564e-05,4.964243028202468e-05,0.0006885447966977485,0.002348256748427385,0.00010262426199778071,0.0002493140691856168
NeuralNetwork,0.0001,8.0,45.0,True,116.0,0.00014162334711403859,0.0004975711399654172,2.0570190738876555e-05,4.953752972205694e-05,0.0006877031153852835,0.0023480265770318373,0.0001023566854075066,0.00024882978144681676
NeuralNetwork,0.0001,8.0,45.0,True,117.0,0.00014144882077798046,0.0004975124189474513,2.051063378986644e-05,4.942287914354525e-05,0.0006869054815304354,0.0023477874087087765,0.00010210946905163099,0.00024831318442926467
NeuralNetwork,0.0001,8.0,45.0,True,118.0,0.00014126991647273062,0.0004974594816686008,2.0448720921081995e-05,4.9321181730761364e-05,0.0006860741560564101,0.002347566046804752,0.0001018368199748813,0.00024787697402186366
NeuralNetwork,0.0001,8.0,45.0,True,119.0,0.00014109994884771155,0.000497401764772009,2.0391192297247863e-05,4.920857955985313e-05,0.000685308667473823,0.0023473289402775794,0.00010160056862441249,0.00024736761671941985
NeuralNetwork,0.0001,8.0,45.0,True,120.0,0.0001409415286184964,0.0004973501127685176,2.0336664741171016e-05,4.9108594174012344e-05,0.0006845059259882513,0.0023471087029894944,0.00010134530423572228,0.0002469054229979245
NeuralNetwork,0.0001,8.0,45.0,True,121.0,0.00014077267556820275,0.0004972958902143082,2.0280540632109114e-05,4.900071137356308e-05,0.0006836984986029331,0.002346886403905521,0.00010109212507241927,0.000246443416712419
NeuralNetwork,0.0001,8.0,45.0,True,122.0,0.00014061124297486482,0.0004972439168919771,2.022600052451509e-05,4.8897432469614756e-05,0.0006828951948093918,0.0023466676661053542,0.00010083495117958237,0.0002459716403259421
NeuralNetwork,0.0001,8.0,45.0,True,123.0,0.00014044789250970208,0.0004971925460424706,2.017077008347627e-05,4.879696510551432e-05,0.0006821381408463484,0.002346454176512904,0.00010059415450635945,0.0002455220048157674
NeuralNetwork,0.0001,8.0,45.0,True,124.0,0.00014029177171843394,0.0004971409342038343,2.0117303130600974e-05,4.86942434889287e-05,0.0006813694189929362,0.002346237875380606,0.00010035169433872654,0.00024506541074446913
