Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train VAE BCE Loss,train VAE BCELogits Loss,train VAE MSE Loss,train VAE MAE Loss,train VAE SSIM Loss,train VAE N White MAE Loss,train VAE N Black MAE Loss,train VAE S White MAE Loss,train VAE S Black MAE Loss,train VAE T White MAE Loss,train VAE T Black MAE Loss,train VAE X White MAE Loss,train VAE X Black MAE Loss,train VAE _ White MAE Loss,train VAE _ Black MAE Loss,test VAE BCE Loss,test VAE BCELogits Loss,test VAE MSE Loss,test VAE MAE Loss,test VAE SSIM Loss,test VAE N White MAE Loss,test VAE N Black MAE Loss,test VAE S White MAE Loss,test VAE S Black MAE Loss,test VAE T White MAE Loss,test VAE T Black MAE Loss,test VAE X White MAE Loss,test VAE X Black MAE Loss,test VAE _ White MAE Loss,test VAE _ Black MAE Loss
VariationalAutoencoder,0.0001,8.0,45.0,True,10.0,0.00025385592102683134,0.0005079100154480844,3.7614331452673016e-05,7.713794447180396e-05,0.001101162285154142,7.51696757952158e-05,0.0005277902932179906,4.497516368116651e-05,0.00024374134617674383,5.0948576303826506e-05,0.0009680872336230831,6.519986010304679e-05,0.0006709034552150017,2.381736236923146e-05,0.0,0.0012810081243515015,0.0023941570108041823,0.00017424546322732603,0.0003724298527780569,0.004990982068094594,0.0002952559657816617,0.0021363292475166562,0.00018940908166597474,0.001107201542494432,0.00032270329553376204,0.003820552016204258,0.0002163736231671939,0.004760364691416423,0.00012591420292104566,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,11.0,0.00025124841864218285,0.0005067886930270336,3.5373787734547075e-05,7.302852252101641e-05,0.0011128349532651632,6.61051658928555e-05,0.0005103583043476321,4.0857573202999455e-05,0.0002311855916064383,5.015352304091029e-05,0.0010009669068688652,6.0637348464557105e-05,0.0007418512173418729,1.6421544041755708e-05,0.0,0.0012848350986744623,0.002383600615855283,0.00016058893557989372,0.00034317266453736983,0.005084431799010866,0.0002873156149432344,0.0021911040417053416,0.00019178889785547676,0.0009975647963817765,0.0002848374065738054,0.0038116330620627734,0.00018334729632116714,0.004670094394084043,7.58903019083371e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,12.0,0.0002564687854196183,0.0005056656836820741,3.2917184710020645e-05,7.208263516586746e-05,0.0011142663261473076,6.186390782623599e-05,0.0005267411068764659,3.881677683954933e-05,0.00021116698607601567,5.3497076516524155e-05,0.0009560413116393385,5.3415928447664266e-05,0.0006971557667313239,2.473326163953848e-05,0.0,0.0013482078628719977,0.002384679122540936,0.00016706850403134927,0.00035771924369740036,0.0050369485972485166,0.000310605895594231,0.001854593648850543,0.00020958380129352305,0.0008488715444720766,0.00028706264664542003,0.003910532912368294,0.0002244482953218544,0.004561096617260819,0.00013207094802421593,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,13.0,0.00025602187107836785,0.0005063384450028206,3.464645994802048e-05,7.210321463343269e-05,0.0011198327567983805,5.3076389825569006e-05,0.0005506107990311162,3.510964858644413e-05,0.00021595560074495176,5.636850718378699e-05,0.0009936259763260093,4.937508296613102e-05,0.0007553818733544363,1.4661326803608403e-05,0.0,0.0013153634543688793,0.002390501634129938,0.00017483914329570794,0.00036538277500830355,0.005030125973343525,0.0002985098545656264,0.002320208452032797,0.0001744605928846875,0.0010147592369115577,0.00033552454983663257,0.003725060501938346,0.00022435905236118246,0.004401369664654042,8.825297063251712e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,14.0,0.00025581765287327316,0.0005064333947199695,3.476146196901316e-05,7.263234643280667e-05,0.001112188121062074,5.996809654801361e-05,0.0005677500664384538,3.908747541052955e-05,0.00023760644573407033,5.3261163220251344e-05,0.0009619779181930254,5.635673386067393e-05,0.000671911834063877,1.7703788209395268e-05,0.0,0.0013424669796565794,0.0023953594126791323,0.00017964342058454668,0.0003727316715807285,0.005010321633297358,0.0002475895643609125,0.002310032739579303,0.00018734550513561417,0.0010393161631230287,0.00030906917820186736,0.004212990496893349,0.0002638556344329186,0.0046554623909716335,6.340572364487739e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,15.0,0.0002597093863307305,0.0005052245932447942,3.4346451074125954e-05,6.907716935696307e-05,0.0011255289100092687,5.559198498083254e-05,0.0005653430268449603,4.001379495039783e-05,0.0002121991023541782,4.6325747094385706e-05,0.0010178165455070145,4.3974903153602005e-05,0.0007021395825954139,1.7847471702291638e-05,0.0,0.0012836605310440063,0.0023834191778170986,0.00016353810030334402,0.00033697900625894654,0.005115223705624068,0.0002528721900106226,0.0021703215140216757,0.00018391355216128272,0.0011499391036963312,0.0002674010564696114,0.003882608323727014,0.00017163908378508105,0.004662362659502329,6.462784730038552e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,16.0,0.0002464172693918336,0.0005055723003942691,3.295484679246527e-05,7.173491797517895e-05,0.0011148002060631715,5.871492294931026e-05,0.0005128385644717358,3.4268752162186604e-05,0.0002281281022691341,5.709665081893016e-05,0.0009297433728477705,5.219045353706956e-05,0.000694924207389194,1.8683593529414616e-05,0.0,0.0012801392648205067,0.0023813982429744312,0.00015560845674583747,0.000337873638238547,0.005099269151302805,0.00026685983504889146,0.0020158545775983317,0.00015497576656206598,0.001072949302271477,0.0003045311654513737,0.003807307039416811,0.00017942030146811744,0.004658579076611021,7.472918281015361e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,17.0,0.0002578500748644621,0.0005039154197970491,3.2526561413010495e-05,6.8421041306781e-05,0.0011221664336632704,7.238251601428677e-05,0.00041663606533143076,3.65138520810482e-05,0.00020194455298452044,5.2483451133468404e-05,0.0009330007425858326,4.9431107918207216e-05,0.0006901867627454897,1.5599443514472392e-05,0.0,0.0013374346982008257,0.0023787402132022305,0.00016543293758383338,0.00034292808400010163,0.005068904858481353,0.0002880619616253571,0.0015962146363168392,0.00020589627934701788,0.000865062546430144,0.0002966155561636079,0.003758065730520764,0.0002389866975868273,0.004543862627737177,5.2159359245180336e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,18.0,0.00026219547035880486,0.0005042767026675036,3.1872348724349814e-05,6.824805629703234e-05,0.0011223187270890818,5.5803001087630854e-05,0.0004954926890504329,3.38054756631427e-05,0.00019035542589634897,5.74748280315065e-05,0.0009667867759488663,4.7191410172339076e-05,0.0006916224153215352,1.493267303287501e-05,0.0,0.0012987936442753053,0.002382313867784896,0.00016303344061539607,0.0003390021903334923,0.005096494308178507,0.0002513777862929698,0.0022339151715332606,0.00020489061497292428,0.0009729721636142371,0.0003020375404717787,0.003822414755071484,0.00019041582379701003,0.004435725931851369,8.868759369137902e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,19.0,0.0002543373972257835,0.0005036810177034445,3.250980011697086e-05,6.746468598630551e-05,0.00112746445650716,6.189321310854344e-05,0.000465715027883689,3.872108658288688e-05,0.0001727202831895525,5.221242873334499e-05,0.0009593312149099262,5.502086082558747e-05,0.0006430450314781416,1.2181345323186037e-05,0.0,0.0012345117218089553,0.0023729283854646505,0.00015067814046856742,0.0003197720543768421,0.005131323700035232,0.00024320433537165323,0.0019727233070997324,0.0001884312281068766,0.000922523485789509,0.00026830283444632524,0.0039991650191493,0.00018906742100070856,0.004404802367372333,6.282821578799553e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,20.0,0.00025401125860342763,0.0005037426305909684,3.177451717885678e-05,6.694019824828742e-05,0.0011263197272909217,4.930847959537712e-05,0.000557846457489096,3.307383517531372e-05,0.0001803308404038216,5.4863801180834396e-05,0.0009631786063674968,5.023504263467866e-05,0.000665162933483278,1.5596281787295227e-05,0.0,0.0013004180582814246,0.002372936632648204,0.0001573834052813128,0.00032445952389975017,0.005110696029813928,0.0002758171198503026,0.0017400198387649824,0.00020082540950685178,0.0007344340003511441,0.00027911587612434004,0.003872919757411165,0.00020108948338706537,0.004516202698713579,7.564811117993961e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,21.0,0.00025711182474768705,0.0005039926969780112,3.244469288706458e-05,6.748368396270629e-05,0.0011253508268175897,5.874769747096573e-05,0.0005044305742268935,2.8583170931454938e-05,0.00021901658442463837,5.504943811989859e-05,0.0009558006438283586,5.340827704279249e-05,0.0006310239313747684,1.226011864499583e-05,0.0,0.0011885609454328908,0.0023731686784036502,0.00014627914664880286,0.00032147216909336594,0.005138635379737665,0.0002495964415043405,0.0018396831158572022,0.0001757052850048497,0.000878799355254983,0.00028056639639086696,0.003535684549583579,0.00019891093830642461,0.004620784858487687,3.843685120063008e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,22.0,0.00025807523904142356,0.0005034056876226256,3.207972991177335e-05,6.666523969237695e-05,0.0011302819898703388,5.590440730521621e-05,0.0004354015675516463,3.560743422681752e-05,0.00019355110241717726,5.974071828342191e-05,0.0009213032105540972,4.266832535960925e-05,0.0007155387388728057,9.774488981843316e-06,0.0,0.0012452916341757624,0.002368910132714038,0.0001495593936188416,0.0003139434042591719,0.005159906927414303,0.00024895801109337955,0.001691686657239806,0.0001645149346792473,0.0008325808265674039,0.00029663045732480176,0.0037781221311797134,0.0001863228660896889,0.004377767724810906,6.390119311194749e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,23.0,0.0002492234673140184,0.0005026934040845886,3.037295954407386e-05,6.407699133507967e-05,0.0011359431478349467,6.1996677774946e-05,0.00045989345347463605,3.3223609919496626e-05,0.00014003115201574772,4.8773177470158376e-05,0.0009755843251220621,4.526346198953387e-05,0.0007069717359671374,1.557947154033859e-05,0.0,0.001237594481534178,0.0023781445416264564,0.0001575372082257421,0.00033164617119345275,0.005102383758048936,0.00024562113502490446,0.0019413737006157448,0.00017218178126422113,0.0009759158458349839,0.0002899660535578458,0.0038325689123861447,0.00020703321920250946,0.004515216035662957,3.515541518353066e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,24.0,0.00023948266660428111,0.0005034789483180907,3.1162281784246555e-05,6.506521746797382e-05,0.0011348896993210696,5.344392837218519e-05,0.0005108044153917832,3.041544140911488e-05,0.00017831506674501773,5.1240303686686926e-05,0.0009933183135369397,4.610153181212289e-05,0.0006785780753729478,1.2731990423003297e-05,0.0,0.0012127698967291875,0.002370033811473247,0.00014743897712455605,0.00031629225836609894,0.005124406487428356,0.0002459147535030197,0.0017400100920935096,0.00017793346547855522,0.0007455097335689472,0.0003033954673593149,0.0036556803205478115,0.0002022316948797718,0.004597205410963335,5.666284277191702e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,25.0,0.00023833318861989642,0.0005014728343069072,2.8405396262751114e-05,6.231015944737951e-05,0.00113944723782908,5.834764045364452e-05,0.00040493572175984757,3.073949647961922e-05,0.0001400148149609887,5.3156388175455386e-05,0.0009254170556595383,4.703254310911235e-05,0.000692459049250559,9.927396584713877e-06,0.0,0.0012053869805246028,0.002367184784427379,0.00014349975207316801,0.0003061367655700108,0.005178322127089081,0.00023192364089893845,0.0018845361733586534,0.00016105853302298851,0.0007959325920860723,0.00027673604822008865,0.0036548079934510046,0.00019340328403613853,0.004437036859164448,3.921441768981376e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,26.0,0.0002506402624906555,0.0005007028338722784,2.90151339054429e-05,6.100516816515807e-05,0.0011449097572131517,5.6716590878777104e-05,0.00038824192275898153,3.1009517268671826e-05,0.00014575190259761244,4.9483166590855125e-05,0.0009247003539874548,5.181326036343999e-05,0.0006296500523456666,8.996805763549882e-06,0.0,0.0012219901542243718,0.0023661443272476675,0.0001426366796283602,0.00030978422307368345,0.005167180644559418,0.00023501277344781647,0.0016701699427838594,0.00016009498317286653,0.0007638416294031923,0.0003136181090987703,0.003415745384288284,0.00020879556266766675,0.0043711651046321074,4.229920699536425e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,27.0,0.0002421671449334795,0.0005008838970384829,2.796622871790292e-05,6.163273398284963e-05,0.0011403436538075689,5.085354123636076e-05,0.0004386452812390186,3.4565969578660725e-05,0.00011108697183691266,4.9978600076909334e-05,0.0009398294105684019,4.4433731394957985e-05,0.0006751355456534743,1.4328638799588957e-05,0.0,0.0012099857225358111,0.0023630364510998036,0.00013882584823002604,0.00029840179771747227,0.005190037703891974,0.00022297893773834661,0.0018120569253117784,0.00015189985996522245,0.0006474547041287213,0.00028613446362363466,0.0037110755278629325,0.00019216593706382896,0.004481431823106682,5.773761245252201e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,28.0,0.00025322959027843014,0.0005016278706470911,3.0234410876855053e-05,6.285951927183773e-05,0.0011388456237719107,5.5354214060017364e-05,0.0004706725759326287,3.136402231985025e-05,0.00015363955714631916,5.5394223276174295e-05,0.0008857269492753432,4.838344784117131e-05,0.0006802016994702527,7.802250260371724e-06,0.0,0.001241497554869022,0.0023585481088866226,0.0001355152132001313,0.0002902315566374821,0.005224880308347238,0.00023001202809735664,0.001664011171029049,0.0001429739941216115,0.000649662325217289,0.0002781270575598351,0.003617916092182855,0.00019287991589345274,0.0044066283687855465,4.208284728931931e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,29.0,0.00026410111198528117,0.0005010429498641638,2.8368680564701718e-05,6.180809876025527e-05,0.001139956613031671,4.8571093022983996e-05,0.000414974927259584,2.7850049364598935e-05,0.00017843048045577386,5.135180132408348e-05,0.0009130524657164623,4.4871196954076825e-05,0.0006212176418690026,1.2444450226273497e-05,0.0,0.0012737595060336516,0.002357540078133157,0.00013311791860457487,0.00028466423914867375,0.005230866016244542,0.00022675781130040968,0.0016915646364104072,0.00015293083991269646,0.0006223352356526837,0.0002338659463438598,0.0038527272782235777,0.0001814877321510195,0.004363834857940674,5.808476733524095e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,30.0,0.00025491020830493733,0.0004998761206624322,2.7156751251445627e-05,5.969673274662295e-05,0.0011504673212935895,4.922624205482617e-05,0.00044780347064498943,2.8334063480324503e-05,0.00011760699299146545,5.431181055837564e-05,0.0008774070405574501,4.503200699216272e-05,0.0006258208555673974,6.692986081873953e-06,0.0,0.0012699825771199833,0.002360514687292231,0.00013920098964898092,0.00029035184368397457,0.0052289429834978295,0.00024645229649243865,0.0017192721741754304,0.00014081208398507075,0.0006368279269656295,0.00026326689798876924,0.0038338625955881564,0.0001694813089550666,0.004472701429570996,3.72126393910474e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,31.0,0.00027114490293106945,0.000500156913163527,2.8836149270483103e-05,6.027859095935873e-05,0.0011471478780168136,5.205410389566036e-05,0.0004486423538058916,3.1378122694248136e-05,0.00011681235141831267,5.391001641107698e-05,0.0008895361037909824,4.500048762222506e-05,0.0006289922725158239,8.219929607811e-06,0.0,0.0013077814811430638,0.002360967720079722,0.00013795298225474808,0.0002966714120885861,0.005206676102657599,0.00022715894774820818,0.0016299251865290996,0.000142699400396467,0.0006669963118415209,0.0002776469871308069,0.0036435843263782045,0.00020412365033191705,0.004339900031779548,3.6507560842254624e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,32.0,0.0002673394435820875,0.0004994623824913868,2.7458803512336752e-05,5.802706466370194e-05,0.0011563334218487632,4.164693058742025e-05,0.0005321287401924236,2.7668195452812226e-05,0.00010745112867046881,5.2920645579816196e-05,0.0008515708369386165,4.10373787071827e-05,0.0006611082110443527,7.753703502230246e-06,0.0,0.00131343829931703,0.00235457015487383,0.00012957781506409434,0.00027952544719168226,0.005257797209811678,0.00020100232565178062,0.0017453111567587224,0.00015024277352312075,0.0005434197168680107,0.0002658271096037619,0.0035669927327138073,0.00017590252623992896,0.004431838134549699,3.4018856057393475e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,33.0,0.0002553281236208995,0.0004988277777828617,2.552299807977805e-05,5.7708938929912536e-05,0.0011546368347559325,4.8829955513265254e-05,0.0004077617611203875,2.8356287196640057e-05,9.67540830936072e-05,5.42325401964856e-05,0.0008565796353424977,4.3345223660417646e-05,0.0006343698646180392,1.0155895699789581e-05,0.0,0.0013084089231191192,0.0023544340763451918,0.00013084283227440696,0.0002815557772633415,0.0052410432979131645,0.0002129874514333857,0.0016364541443638831,0.0001460992198132869,0.0005386691985640136,0.00028230233481095273,0.0035818983923714114,0.00018151939711855643,0.0044300155069843025,3.440852962293715e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,34.0,0.00027045912819731265,0.0004994891322847968,2.8149046586208908e-05,5.8688389041995746e-05,0.0011530279928301961,5.5854522555343544e-05,0.0004166710890849646,3.1687329319930785e-05,9.011776460148897e-05,5.208415724839162e-05,0.0009137589655153834,3.910454296358833e-05,0.0006569337170079069,8.022789203253074e-06,0.0,0.001322960984781853,0.0023534843381845727,0.00012909534311144607,0.0002822738679699928,0.00524683340483592,0.0002055146596716635,0.0015605440679586158,0.00014241456798037643,0.0005376899392349915,0.00026169826961913197,0.0036185410037730477,0.00019849391665848547,0.0042562297305221075,3.831457264674534e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,35.0,0.00027186536001709273,0.0004992488259575117,2.7131296774608426e-05,5.844613973985143e-05,0.0011516946401201214,4.976890941032502e-05,0.0004178501685674621,2.8966697600652588e-05,0.000112704611370827,5.165199847073568e-05,0.0009000144718149601,4.262762329970408e-05,0.0006049484657148788,8.15590494626134e-06,0.0,0.001358131192765146,0.0023534562227860937,0.0001316900663780716,0.00027867476895170393,0.005258232601234646,0.00021085131374545067,0.0016036579069101586,0.00013897822197503264,0.0005398915623718838,0.0002492311756191014,0.003745622230025957,0.00017938782818287423,0.004391883904079221,2.3483226966089422e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,36.0,0.0002729815614191348,0.0004979920676455022,2.5405909996630368e-05,5.6312226180760365e-05,0.001159400118091321,4.815638085420562e-05,0.0003808770137977086,2.75216188352063e-05,8.02119616469283e-05,5.294970485238695e-05,0.0008507840877594652,4.3264979300794575e-05,0.0006096919350868287,7.615596648416108e-06,0.0,0.001403410292271548,0.0023541662303156823,0.00013215609082260971,0.00028060025201653534,0.005244717005015896,0.0002030898002708483,0.0016208963948975569,0.00013665856102352622,0.0005073959253868967,0.00026586483109672116,0.003638185794998265,0.0001890961689956533,0.004394209984713381,6.386082994300614e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,37.0,0.00027790061145458584,0.0004987728724261179,2.7211764551237266e-05,5.74000009066975e-05,0.0011583907907226725,4.6627862112862726e-05,0.000462817013103043,2.969648297424265e-05,6.672259008466715e-05,5.3797534734733666e-05,0.0008717209020393556,4.148162459588115e-05,0.0006453044652296205,7.073212957205476e-06,0.0,0.0013650368032215527,0.0023499798474821655,0.00012819099960462103,0.00027060379865784316,0.0052787684932236725,0.000209308645260409,0.0015400362277180894,0.00014276404238346987,0.0005050298740279,0.0002539668864798996,0.0035753662481248,0.0001616588904985092,0.004463885940095913,3.0234400417257405e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,38.0,0.00027346815863709567,0.0004978459479031216,2.5643964581733767e-05,5.533027078584841e-05,0.001160527723950573,4.646339707297456e-05,0.0004173663828893492,2.81238732633565e-05,8.406142661513666e-05,5.031493555182074e-05,0.0008535616481400565,3.866029707488988e-05,0.0006298877479573787,1.013966093989556e-05,0.0,0.0013700217570898668,0.002347532495762567,0.00012447853695671514,0.00026446491854745637,0.0052996705275675186,0.0002053946537791558,0.0015949756844238665,0.00013387169243779572,0.00044358484212707425,0.00025030738621387844,0.003585557142893473,0.00015336446136048754,0.004427505739080081,3.806996282260373e-05,0.0
VariationalAutoencoder,0.0001,8.0,45.0,True,39.0,0.0002765664956319043,0.0004981490720635797,2.5612141465080394e-05,5.6063189018126124e-05,0.0011592312133275257,4.655742299845919e-05,0.00040934550151670716,3.0225795515464e-05,8.477225417718091e-05,5.2693126738232104e-05,0.0008660610313364117,3.919876469274094e-05,0.0006214558596238293,8.064049805672664e-06,0.0,0.0013783152373331897,0.0023483774572048547,0.000122834582748653,0.00026800902853222014,0.00528985616733004,0.00018841984137049262,0.0015699897172316065,0.00013719180469992775,0.00046234854362295856,0.00026177678186938447,0.0036231890414495887,0.00017844725095625944,0.004243928681379594,5.5672208421260304e-05,0.0
