Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train ResNet BCE Loss,train ResNet BCELogits Loss,train ResNet MSE Loss,train ResNet MAE Loss,train ResNet SSIM Loss,train ResNet N White MAE Loss,train ResNet N Black MAE Loss,train ResNet S White MAE Loss,train ResNet S Black MAE Loss,train ResNet T White MAE Loss,train ResNet T Black MAE Loss,train ResNet X White MAE Loss,train ResNet X Black MAE Loss,train ResNet _ White MAE Loss,train ResNet _ Black MAE Loss,test ResNet BCE Loss,test ResNet BCELogits Loss,test ResNet MSE Loss,test ResNet MAE Loss,test ResNet SSIM Loss,test ResNet N White MAE Loss,test ResNet N Black MAE Loss,test ResNet S White MAE Loss,test ResNet S Black MAE Loss,test ResNet T White MAE Loss,test ResNet T Black MAE Loss,test ResNet X White MAE Loss,test ResNet X Black MAE Loss,test ResNet _ White MAE Loss,test ResNet _ Black MAE Loss,train ANN BCE Loss,train ANN BCELogits Loss,train ANN MSE Loss,train ANN MAE Loss,train ANN SSIM Loss,train ANN N White MAE Loss,train ANN N Black MAE Loss,train ANN S White MAE Loss,train ANN S Black MAE Loss,train ANN T White MAE Loss,train ANN T Black MAE Loss,train ANN X White MAE Loss,train ANN X Black MAE Loss,train ANN _ White MAE Loss,train ANN _ Black MAE Loss
ResidualNeuralNetwork,0.0001,8.0,45.0,True,16.0,,,,,,,,,,,,,,,,0.010673493709204332,0.0026430817520093617,0.0005032646487343986,0.0010390682790264393,0.0019767212741773656,0.0008272959751153143,0.0039086236893755835,0.0006715944915447595,0.0041596121008291185,0.0008998103674102879,0.004006011306114917,0.0006528690269908065,0.0047367627515732865,0.0008514700633174969,0.0,0.0022984551933576476,0.0005618435031962845,0.00010992808523525125,0.00022652552455583352,0.00042874395126551936,0.0001836359460720155,0.0009396162155182214,0.00016260187259581533,0.0008633003401949078,0.00018742138324079487,0.0008648450001873417,0.00014311360381041575,0.0010214577305991694,0.0001806091627663358,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,17.0,,,,,,,,,,,,,,,,0.010235123664328138,0.002597488509783955,0.00043396600199945316,0.0008569183589527442,0.0028102595008764625,0.0006944081693325403,0.004379622966238538,0.0005584734040986067,0.004589790818076463,0.0006160308729927495,0.004667947502256189,0.0004235960121424693,0.005355476958196868,0.0003242210584616511,0.0,0.002173039791076331,0.0005468229318886112,8.562295584665797e-05,0.00017170688373380595,0.0006198440838610868,0.0001307479997047517,0.001035036102459437,0.0001246669904562341,0.0009838162728075712,0.00011271560649987502,0.0010695460671684492,0.00010003617429990332,0.001044321011982838,7.417937113107697e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,18.0,,,,,,,,,,,,,,,,0.01008815810365497,0.00261363518313042,0.0004511343420676465,0.0008867696958517878,0.0028256197200675764,0.0004938734027574647,0.004965941111246745,0.00046250388119955485,0.004944571159170859,0.0005017214882298835,0.0050232103035884835,0.0005418847098290545,0.005103149504031775,0.0006075078305208459,0.0,0.0021465823978105325,0.0005504546380749932,8.95998890027203e-05,0.00017936262640991623,0.0006225881511228315,0.00010610014360869991,0.0011056152315473942,0.0001029926891918131,0.0010568107556140004,0.00010273425847372277,0.0011100723255034084,0.00010351653931275853,0.001054828620021234,0.00012132386875281115,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,19.0,,,,,,,,,,,,,,,,0.010026259992107656,0.002612363617375212,0.00044988793959407686,0.0008792139636645527,0.00291728893482334,0.0005122023464748694,0.0049764712651570635,0.0004766973778136871,0.004898507640046894,0.0005145529812237002,0.004927620947735864,0.0004920519935260029,0.005302840808652482,0.0005816093780709512,0.0,0.002134209855226172,0.0005505369760276815,8.979818289170689e-05,0.00017942080520234017,0.000637340908433073,0.00011361993829195068,0.0011005812899443016,0.00010017480329683207,0.0010455809031535352,0.00010135060934364956,0.0011125573250803985,0.0001010546646510173,0.0010770531998811706,0.00012353240359182948,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,20.0,,,,,,,,,,,,,,,,0.010006935341553119,0.002606213092803955,0.0004432053779656032,0.000862972728861203,0.0028238591254872067,0.0005154881462361078,0.004943043930725481,0.0004918316625199228,0.004791115814784788,0.000502700278968931,0.004957348670599595,0.00047556643590987105,0.00532164251279531,0.000525399995674877,0.0,0.002130441106554633,0.0005493091364112505,8.832201401821043e-05,0.00017602687495738028,0.0006198760913805146,0.0001122860433759715,0.0010987060731954652,0.00010164129244028076,0.001029464594437427,0.00010062813397366403,0.0011146259757707703,9.955058120331674e-05,0.0010759925263911245,0.0001136278106035248,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,21.0,,,,,,,,,,,,,,,,0.010168036574837547,0.002614914058889233,0.00045461362262941757,0.000891627661836972,0.00273455624415637,0.0005734529603952132,0.004858225396594162,0.0005373058360327715,0.004717138953178933,0.00047479851065941576,0.005103344437461229,0.0004926117711097189,0.005371318298315852,0.0005910632276684983,0.0,0.0021648071204234324,0.000550553684607349,9.095167736158859e-05,0.00017949312202371356,0.0006011373453703922,0.00013854622720386783,0.0010796527496245351,0.00011149900300162179,0.0010322591847165255,0.00010502756123915515,0.0011074785594991597,9.627732626511402e-05,0.0010931591460646966,0.00010753631832786005,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,22.0,,,,,,,,,,,,,,,,0.010199712507379879,0.002609780374562965,0.0004464089401862906,0.0008815703152110742,0.0029112963658641574,0.0004960141091976526,0.005040615234734877,0.0005646726151682296,0.004513989454545315,0.0004932437584085284,0.005061824741603443,0.0005281624741524271,0.005228762356740124,0.000540536529612991,0.0,0.0021813685360623177,0.000549272345404098,8.953159870805767e-05,0.00017525874218850767,0.0006407143386250894,0.00010636197829824895,0.0011241601483841148,0.00011019714959869487,0.0010217900546091907,0.00010631659201213292,0.0011166231330192956,0.00010905324448793725,0.0010602923255725047,8.924920965397776e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,23.0,,,,,,,,,,,,,,,,0.010185601576319281,0.002606505680384126,0.0004424288306596144,0.0008724373091691695,0.0030136941384446138,0.00047299621989891965,0.005117838112813122,0.000550059215077814,0.004456724760667333,0.0004903714892999182,0.005076531344239817,0.0005238663944058448,0.005202116081549687,0.0005541985514778761,0.0,0.0021762047816479622,0.0005510255814883908,9.132319222884679e-05,0.00017921415702351983,0.0006676872834609602,9.920810552620181e-05,0.0011394353247074426,9.270449171490425e-05,0.00106712661663477,0.00010339340390863445,0.0011279038341861529,0.00010990291191239884,0.001057881550647499,0.00011794483966904509,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,24.0,,,,,,,,,,,,,,,,0.010142234136473458,0.002590224427996941,0.0004251671474684709,0.0008276460118263772,0.002902672999990982,0.0005421830610659137,0.004887413678679077,0.0005997668647166318,0.004270770264871465,0.0004516425278951537,0.005210456983098444,0.00044556472848796246,0.005323461016768929,0.0003702816020392772,0.0,0.0021615796333374683,0.0005471855401992798,8.688751618174529e-05,0.00016803952119742442,0.0006440814004620626,0.00010488579938353876,0.0011177943401902192,0.0001067965620290237,0.0010257064492875997,9.611758059568483e-05,0.0011403989599078814,0.0001046900660040565,0.001072714351258188,7.808209469697546e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,25.0,,,,,,,,,,,,,,,,0.010587766485394171,0.002609901083340435,0.00045258298797427486,0.000876224640780275,0.0026852978269469065,0.00046464693058961593,0.005146763609640254,0.0005554322551631327,0.004581692458698584,0.0005119597574449935,0.004967075473857376,0.0005387363943663783,0.005203402267312104,0.0004895535186401703,0.0,0.0022467500115983248,0.0005507160711159925,9.079709287602304e-05,0.0001810915225920973,0.0005892404911408893,0.00011177548782202112,0.0011142718020796456,0.0001191021196765077,0.0010001796757114544,0.00010977052855041791,0.0010982916522218854,0.00011423378781167001,0.0010509361635963872,0.00010565439404824353,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,26.0,,,,,,,,,,,,,,,,0.010192289292437475,0.002618107218412483,0.0004608679867390567,0.0009040240221803293,0.002864251455396555,0.0005698134689211096,0.0047079096050382414,0.00047515698199002246,0.0048394551816976295,0.0005323936541875204,0.0049376247813866575,0.000559038757903021,0.0051470788769751976,0.0005941651527236843,0.0,0.0021734330853361967,0.0005505601109841441,9.010258228631033e-05,0.0001812308343915605,0.000629280358593102,0.0001088367157547943,0.0010638455496322756,0.00010434968894061375,0.0010165074925538344,0.00010681135273686637,0.0011077444508390607,0.00011634148878228632,0.0010261877849095595,0.00012252743875562663,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,27.0,,,,,,,,,,,,,,,,0.01039076826107577,0.0026239844613105247,0.0004803522858979567,0.0009216390690713559,0.002796657090796196,0.000511163997950044,0.004856817377438335,0.0004872394807683597,0.0046973655808646726,0.0005524212365630288,0.004838726430569055,0.0006087270079168884,0.005028731792977771,0.0006976304282932162,0.0,0.0022359581970461616,0.0005530516975973494,9.599660405251536e-05,0.00018909846676006472,0.0006124684705185269,0.00010782985312919411,0.001045580983483245,0.00010020131210111222,0.0010124761460605014,0.00011604674903530316,0.001086154556017359,0.00012364386106437109,0.0009984295323209943,0.0001488544267785517,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,28.0,,,,,,,,,,,,,,,,0.009179809558316597,0.002601551372300154,0.0004371834344833902,0.0008482720304585103,0.002915520499773343,0.0005354691976271335,0.004762264917481621,0.0005096466098941348,0.004764721453564722,0.000486960435438456,0.0050063106998707516,0.0004569625235953421,0.005338153749142053,0.00046072291128290525,0.0,0.0019635455306328212,0.0005475499559284221,8.62321261607733e-05,0.0001707522856257354,0.0006417193954767436,9.829267819294069e-05,0.0010569566343672514,0.00011010390688788216,0.0010113821357408302,0.00010269601149057763,0.0011057566921665984,0.00010007121813586458,0.0010647931992204362,9.463697350571419e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,29.0,,,,,,,,,,,,,,,,0.008996807554232999,0.0026034281688666196,0.0004383759491098752,0.0008549563727288876,0.002879351453891944,0.0005612763218909689,0.004613922077154963,0.0004700311231163313,0.004876574255385489,0.0004440733940346436,0.005103417162625295,0.0004769368272907329,0.0052895763385220895,0.0005363309814495111,0.0,0.0019317667760617649,0.0005482667780950705,8.695146867207118e-05,0.00017289092357589228,0.0006344801904002238,9.544545187140411e-05,0.0010470298101317207,0.00010254903824502889,0.0010305825430106602,0.00010069554064151732,0.0010999266028082918,9.910908911748717e-05,0.0010645654644927567,0.00011279980207710574,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,30.0,,,,,,,,,,,,,,,,0.008874344375898253,0.0025914041501171182,0.00042076530696461033,0.0008242924070958072,0.0029525711399371493,0.0006165354506774518,0.004534743866830502,0.000558154950351835,0.004660397955456619,0.0004938425695371328,0.005090640775812497,0.0004046455775416872,0.0054096065977084565,0.0003018823200426761,0.0,0.001899867526925799,0.0005450702581122879,8.336684573692774e-05,0.00016284508083387204,0.000656920746663427,0.00010859209170559988,0.0010472881504788873,0.00012657189907410717,0.0009993490665106762,9.84957516996687e-05,0.001111283456540172,9.332993883649615e-05,0.0010914539069820928,5.809805102425444e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,31.0,,,,,,,,,,,,,,,,0.008921600737661685,0.0026020981230825747,0.00043769893031450185,0.000846929613899135,0.0029983440131326673,0.0005713184862016882,0.00464751735423346,0.0004604995813009874,0.0049093718048911425,0.00045697770591052075,0.005194166921219736,0.0004519451433007822,0.005340348249711331,0.0004994625096800942,0.0,0.0019068364505819234,0.0005478131562230401,8.665625698804213e-05,0.00017040216858496242,0.0006629884671380115,9.901420968883442e-05,0.001054858101024782,0.00010516102905222027,0.001047745708506705,9.651200951270337e-05,0.001111013388055354,9.485071078143672e-05,0.0010699837034282016,0.00010429504465542713,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,32.0,,,,,,,,,,,,,,,,0.008909580092760001,0.002590111216659066,0.00042413854561511825,0.0008121533026485323,0.0029456028152695978,0.0005550852642869049,0.004625370292543615,0.000503171961637413,0.004777883583644651,0.000435945747783349,0.005244168470490654,0.0004047224262975297,0.005406775939389595,0.0003728150337372186,0.0,0.0018947121268012774,0.0005452902811878132,8.358826956177015e-05,0.00016323897756656224,0.0006505828624456928,9.832032165437374e-05,0.0010389980440833819,0.00011353873499641521,0.0010172861284322816,9.479012209771457e-05,0.0011080427953817774,9.2665742671072e-05,0.0010740962632582837,7.668747052028173e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,33.0,,,,,,,,,,,,,,,,0.008804685664626787,0.0026121102039169215,0.00044627581377449277,0.0008776549648188944,0.002943165575010419,0.0005469034021755435,0.0048508689088641475,0.00045859724658090363,0.0048925370540259016,0.0005176413171696213,0.005071881057331397,0.0005130921051187335,0.005238557761570193,0.0005326625779739716,0.0,0.001880508227489708,0.0005499827813588063,8.819947104569716e-05,0.00017775430512235492,0.0006516458761285239,0.00010835687627368217,0.00108084869834612,0.00010505221241889295,0.0010447851570468706,0.00010541471027621041,0.0011051244170196615,0.00010572090704807375,0.001049549351483985,0.00011251702141568988,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,34.0,,,,,,,,,,,,,,,,0.0085642435265787,0.0025993154483771176,0.0004313498173119887,0.0008358874785825141,0.00300235538123983,0.0005393547456969256,0.004779572007041307,0.000472622238240152,0.004850740702647083,0.0005167576970544251,0.005019644896189372,0.0004278539018061176,0.005397919963740703,0.0004176763618517222,0.0,0.0018251804971309363,0.0005471738923913385,8.486057669325981e-05,0.00016872394036732594,0.0006655060847523818,0.00011484644242695399,0.0010747872594231865,0.00010729318037829951,0.0010266644614083426,0.00010108745925510026,0.0011022172848169373,9.55182205473959e-05,0.0010771018796853942,8.400061702471216e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,35.0,,,,,,,,,,,,,,,,0.008553325755041351,0.0026051319620144443,0.00043911514979488446,0.00085344320198275,0.0030824950890003464,0.0005296466391791338,0.004773121210014295,0.00046268705302064526,0.0048950456973141845,0.0005021908748074897,0.005044696465978083,0.0004454803822925256,0.005370709881092767,0.0005443516017505957,0.0,0.0018299882302708383,0.0005494438493348196,8.763166049098711e-05,0.00017576566282308327,0.000679891483324513,0.00010697196195067743,0.0010825512062185858,0.00010518477652272125,0.001040582467282236,0.00010189676100031706,0.0011055896063699234,9.915990770023788e-05,0.0010650644726509033,0.00011467041995004823,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,36.0,,,,,,,,,,,,,,,,0.008476502490493486,0.0025904729681194955,0.00042075045266241396,0.0008116865870337817,0.003097501448836436,0.0005460334648876071,0.0046089456516241875,0.00048182567335524647,0.004808211101675933,0.0004643978281590924,0.005068912820995979,0.000400092897924987,0.005439140511758672,0.000385243000474366,0.0,0.001810415253806307,0.0005454758026529194,8.305722491117822e-05,0.00016364516474487326,0.0006863576317491729,0.00010596536039663454,0.0010615963980836688,0.00010867844614378525,0.0010096552879662526,9.450668875740544e-05,0.0011074718118035246,9.157476479795102e-05,0.0010738711794110322,7.977582152802347e-05,0.0
ResidualNeuralNetwork,0.0001,8.0,45.0,True,37.0,,,,,,,,,,,,,,,,0.008306745463197335,0.002585083808539049,0.00041234038723339826,0.0008007957125609775,0.0029837466927372523,0.0005629938915840485,0.004536780171424338,0.0005208026125745953,0.004651784521978606,0.0004661979634057051,0.0051816510704328425,0.0004016343715055934,0.005417340956394028,0.00027647427043075084,0.0,0.0017729559034671423,0.0005435303375727405,8.047200900043118e-05,0.00015871283018364097,0.0006661343246357241,0.00011148100914659526,0.001042536166157684,0.00011598508594171056,0.0009692477569425845,9.559075827547161e-05,0.0011055240573266125,9.103069167252821e-05,0.001079783928040867,5.609759021640788e-05,0.0
