Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train UNET BCE Loss,train UNET BCELogits Loss,train UNET MSE Loss,train UNET MAE Loss,train UNET SSIM Loss,train UNET N White MAE Loss,train UNET N Black MAE Loss,train UNET S White MAE Loss,train UNET S Black MAE Loss,train UNET T White MAE Loss,train UNET T Black MAE Loss,train UNET X White MAE Loss,train UNET X Black MAE Loss,train UNET _ White MAE Loss,train UNET _ Black MAE Loss,test UNET BCE Loss,test UNET BCELogits Loss,test UNET MSE Loss,test UNET MAE Loss,test UNET SSIM Loss,test UNET N White MAE Loss,test UNET N Black MAE Loss,test UNET S White MAE Loss,test UNET S Black MAE Loss,test UNET T White MAE Loss,test UNET T Black MAE Loss,test UNET X White MAE Loss,test UNET X Black MAE Loss,test UNET _ White MAE Loss,test UNET _ Black MAE Loss
UNeuralNetwork,0.0001,8.0,45.0,True,10.0,0.00039925621044282323,0.0005652187567836834,7.672641034717509e-05,0.00029519722468126814,0.0011678903554767418,0.0003192079958890005,0.0001609150290167878,0.00031680230181814847,2.54312891643645e-05,0.00032937546785308345,0.0005904017192012859,0.0003201134924618703,0.00038131440906833124,0.00030376619566482995,0.0,0.0017915146905671125,0.0026447004492177904,0.0003406392328394284,0.0013359272442523787,0.005352879114726216,0.0014559416650976025,0.0006412825307006356,0.001438891643998008,6.921205130763024e-05,0.0014945400773354297,0.0023842497066881674,0.0014648548087234016,0.002977487801006005,0.0013812266805636809,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,11.0,0.000376775860786438,0.0005602191962964452,6.91535779729365e-05,0.0002786763755459027,0.0011778048528350228,0.0003031734427351836,0.00016383394960444572,0.00029690218260988716,3.0060484503318037e-05,0.00031022968478601254,0.0006060377365816635,0.00030129846697547687,0.00040496765281954864,0.0002862315855900232,0.0,0.0016907337326673591,0.0026202737910192716,0.0003054274609253841,0.0012565461344688942,0.0054116953153937,0.0013775943585161894,0.0006153949495381529,0.0013496427790923688,8.09196429619999e-05,0.0014111672369938977,0.00237331600309168,0.0013698240121205647,0.0030657770873615577,0.0012962880936808556,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,12.0,0.0003571321540123048,0.0005546306583759277,6.249598214889794e-05,0.0002609441543846439,0.0011747758260246908,0.00028328963045804004,0.0001253997881939469,0.00028006684266010704,1.927878019824182e-05,0.00029480668171396793,0.0006037221523629366,0.00028294798820166576,0.0004085805216889497,0.00026515315003150877,0.0,0.0016039643647535792,0.00259844349615229,0.00027579612701943834,0.0011830282098842116,0.005457792775471323,0.0013001534923817377,0.000596613347905237,0.0012783516877852147,0.00011099529388190815,0.0013154908171239888,0.0025114518291545363,0.0012811119638898839,0.00317980096025287,0.001219764914152757,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,13.0,0.0003425076081746351,0.0005494796362205979,5.71850888089671e-05,0.00024435139007645477,0.001168859643215698,0.00026416135926773607,0.00012935315462135562,0.0002624248116806832,1.2364837207964488e-05,0.00027764857698964944,0.0005788453264699149,0.0002703632948533544,0.00031688960013042565,0.000246630544771724,0.0,0.0015162450712431902,0.0025732146119171718,0.00024827061303006777,0.0011037146707750716,0.005458820870218205,0.001203265017683401,0.0005234114403994578,0.0011925459282953034,4.9781552135194624e-05,0.0012478835927615375,0.002343442829899818,0.0012123823728201525,0.0030036349341554464,0.0011329563721170965,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,14.0,0.00032481597359932334,0.0005455494248320793,5.176053897068507e-05,0.00023056028506183881,0.0011891286160086692,0.00024951904048174217,0.0001297629265129727,0.00025010313788514254,1.439326405123559e-05,0.0002583050020942791,0.0006186287358122052,0.0002511696553615868,0.00035715404385826336,0.00023435240967897071,0.0,0.0014537621594075136,0.0025545692293898864,0.0002285762684150312,0.0010389558174325236,0.005474743046496494,0.0011347974621274937,0.0005332445198634885,0.0011271437009175618,5.4360443503601744e-05,0.0011675917315033247,0.002401839074848583,0.0011369350758738488,0.0031073638853037133,0.0010622352736551057,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,15.0,0.00030606223968161403,0.0005413303076417619,4.6636387103330095e-05,0.00021647846682695045,0.001198224549380411,0.00023523575533432458,0.00012766578889921348,0.00023317401299900763,1.9948013287509547e-05,0.00024279345559945326,0.0006207221682180934,0.00023604395254602973,0.0003599661460141287,0.00022002849778075101,0.0,0.0013637390901457588,0.0025340183725896873,0.00020415228117936813,0.0009721396666652752,0.005510526733525451,0.0010556184083410779,0.0004913024370025539,0.001052833952993717,5.8312010043447126e-05,0.0010997587404910872,0.002324167100138634,0.001070755551446159,0.0030460653814879603,0.000991918755777227,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,16.0,0.00029491050786406526,0.0005371733254820832,4.299605049373647e-05,0.0002030485041057967,0.0011805036453742302,0.00021938375144634606,0.00011590143259002192,0.00021485781492891338,1.332847993931359e-05,0.00023419251339133537,0.0005716942551965019,0.00022554415657192548,0.00035087953037971434,0.00020267539268555346,0.0,0.0013205217865278136,0.002519887385878173,0.00019339442768561766,0.0009205958940697916,0.005437683768123022,0.0009942740764258043,0.0005294112664348675,0.0009868848811155596,3.83078747387952e-05,0.0010488611534706452,0.0024046431172568845,0.0010191800084503942,0.0030275292741427633,0.0009217816141416442,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,17.0,0.00027581392674433256,0.0005334663905223425,3.834820360025627e-05,0.00019022480978798673,0.001205990248159317,0.00020593625676599796,0.00012177643629739869,0.0002044581298558217,1.6111578049283785e-05,0.00021487010537453417,0.0006218398356373419,0.00020952084957750016,0.0003546181554100263,0.00019242741026968325,0.0,0.0012436733118393135,0.0024995627643177344,0.00017230550073227792,0.0008554746332408497,0.005507545657358605,0.0009192421376330298,0.0004307988023607986,0.000924591748219616,3.352804906057112e-05,0.0009784167105296874,0.00232322429710964,0.0009560029274262722,0.00299012154903052,0.0008592994520499271,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,18.0,0.0002629762349745655,0.0005297897800281042,3.512306866861097e-05,0.0001780614056034551,0.0012056604837325307,0.00019228970506441882,0.0001081220223254592,0.0001900158922948606,1.7953027451456075e-05,0.00020443095833143455,0.0005954841397843271,0.00019801546621194105,0.0003300902817769835,0.0001785280810533508,0.0,0.0011739001708960383,0.002484476791237885,0.00015481710199664972,0.0008034340615542429,0.005550656574830076,0.0008624338503903562,0.0004297291988846641,0.0008575737288912887,5.868866266507023e-05,0.0009169561683007007,0.002343650696412572,0.0009001738057946259,0.0029660901933346155,0.0008060817823470014,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,19.0,0.00024940111646755045,0.0005266271190180611,3.199620458555993e-05,0.0001670409927792305,0.0012116742831697648,0.0001812245686741852,0.00011486186573126246,0.00017919975792301312,1.6225046274877303e-05,0.00019113550770957514,0.0006083066894037705,0.00018464105148521074,0.0003585211350268752,0.00016759961562336616,0.0,0.0011228091499340608,0.002470928730454835,0.0001430934728503977,0.0007549567417528644,0.005554190075404734,0.0008099975076111608,0.0004334245931427434,0.0008071308615822462,4.3020894130071006e-05,0.0008582273181879296,0.0024487010712893505,0.000843367392911851,0.003048418640340649,0.0007533749694344382,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,20.0,0.00023588536161618092,0.0005233702312582586,2.9104799433859854e-05,0.00015620372165245507,0.0012130061735428654,0.00017060684868588924,0.00011621333277129098,0.00016890052515220128,1.549746745800715e-05,0.0001797085863881998,0.0005938119162125086,0.00017347415743491077,0.00033912488392421177,0.00015587586598254921,0.0,0.0010722817489935918,0.0024594893245577063,0.00013147488986171266,0.0007115515804140823,0.005596410562606786,0.000761549099811218,0.0004712791656548122,0.000755972832253894,6.151396148609665e-05,0.0008003566437547312,0.0025686765991666783,0.0007874862577930187,0.003169755890684308,0.000710342711997482,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,21.0,0.00022938078384836407,0.0005208716961251436,2.7568825091313158e-05,0.00014697911965879146,0.0012171299691996085,0.00015956926538616498,9.54764591394409e-05,0.00015690221860402358,1.6102131777455544e-05,0.0001700863121654788,0.0006040345947697477,0.00016309563924038828,0.00037763161318642754,0.00014639663889080365,0.0,0.0010219117942846046,0.0024436573562382153,0.00012041818139688023,0.000660383663837265,0.0056221220035369696,0.0007163692945204441,0.00035456207188420323,0.0007039621566076699,5.7290893914939475e-05,0.0007505104789194071,0.002550618641031613,0.0007347566714076876,0.0030305014466339686,0.0006602952409090485,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,22.0,0.00021952372596591632,0.0005186553994279023,2.5664677095381076e-05,0.00013863894777156594,0.001220385901111359,0.0001496203303979735,0.00010392218426552744,0.00014696602591607127,1.75079556729273e-05,0.0001599201254767549,0.0006269399287565699,0.0001532641061232739,0.0003624324689335579,0.000137543210363131,0.0,0.000979208065278875,0.002433904874249824,0.00011189852448754341,0.0006235159418118075,0.005624183299748917,0.0006646295575975622,0.0004395039857558484,0.0006542747500557569,5.922471202394497e-05,0.0007090713336782635,0.0025388894590941615,0.0006973612233527801,0.003072704534110783,0.000618663083457347,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,23.0,0.0002110811537809449,0.0005155274408525534,2.3978634303149508e-05,0.000128707615031065,0.0012192176183560496,0.00014167906580909564,9.334799293880514e-05,0.0001381940818379189,1.5868627117329208e-05,0.00015118496236454123,0.0005761788620781706,0.0001439378770053226,0.00036105883089358596,0.00012692904496449986,0.0,0.0009424388408660889,0.0024216909828425953,0.00010522614297626903,0.0005812173088391622,0.005643023467076062,0.0006248584520891778,0.0003289024831738862,0.0006163010151131348,5.212317824176273e-05,0.0006623947582904648,0.0025056064503747714,0.0006471117899852729,0.0032124035763290695,0.0005766829510904708,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,24.0,0.00020165773575518009,0.0005134344904249247,2.2141584207748147e-05,0.00012101255096193916,0.001223618565386466,0.0001330511629420792,7.686210228908416e-05,0.00012912322086786645,1.553540190837454e-05,0.0001410367795720576,0.0006034622455864261,0.0001362392081404632,0.00036985770550699567,0.0001190909638880398,0.0,0.000920199841823218,0.0024136004957762904,0.00010177049106396969,0.0005483925342559814,0.005657563795958009,0.0005935203729185668,0.0003736376902967129,0.0005818979357773403,6.964882402300084e-05,0.0006170407781061136,0.0026634101222895975,0.0006016157801796055,0.003331028815335448,0.000541879321044346,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,25.0,0.00019610100839979885,0.0005113606183034069,2.0859891051712705e-05,0.00011337826635959657,0.0012296838078004657,0.00012528444477168698,0.00010188173934455831,0.000122689634481209,1.6514274650667557e-05,0.00013073714515269606,0.0006091611565284009,0.00012696799483260696,0.00038890705275728375,0.00011197782832014593,0.0,0.0008813964683304792,0.002402862287917227,9.497254501161335e-05,0.0005127711678450962,0.0056575177681357745,0.0005488130937582291,0.00036555856653729325,0.0005451499384904058,5.042849916894481e-05,0.0005918496153639548,0.0025897352200634073,0.0005685951818460189,0.003236313286067555,0.0005009276499538302,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,26.0,0.0001888191001113213,0.0005092942570097684,1.9830698021900942e-05,0.00010645478923687074,0.001224683233310726,0.00011712550675129955,9.673327769873277e-05,0.00011221468046990366,1.5704779612086213e-05,0.00012592342744940376,0.0005875951597954064,0.00012271667546981749,0.00034100058265130795,0.00010335715512702407,0.0,0.0008532327113661376,0.00239422654955642,9.13849967361996e-05,0.0004821534051835162,0.005642697023068763,0.0005176263222904325,0.00033388354774541076,0.0005038287373458814,5.391217861910286e-05,0.0005592912341813621,0.002466608518324558,0.0005423636556421436,0.0032704292603258816,0.0004639409529338093,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,27.0,0.00017919463690400445,0.0005069357767259336,1.8120921565837296e-05,9.882540474683448e-05,0.0012257981223015976,0.00010769039071152473,9.045224747246488e-05,0.00010642239628133748,1.3840756306269098e-05,0.00011835359739807416,0.0005784343596738625,0.00011503385164024374,0.0003113899470339567,9.575696044533722e-05,0.0,0.0008298884022910639,0.002386163240708645,8.832466489863846e-05,0.0004538471500078837,0.0056258837544549455,0.0004846268105057051,0.00032278267467546765,0.00047590274293467683,3.8904348774900974e-05,0.000522999737247731,0.0025872207662594395,0.000520394798719658,0.0031238511298437538,0.0004287350852534456,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,28.0,0.00017504404095626584,0.0005056605827454929,1.7387805019588162e-05,9.351466704571665e-05,0.0012286941802571426,0.0001026631968040672,9.31917114881171e-05,9.879849429400462e-05,1.4709179462849933e-05,0.00011100443305994944,0.0005929073233488756,0.00010875760103171726,0.00033709812517757363,9.011672031525974e-05,0.0,0.0008039763138729071,0.00237895445253864,8.502500658889987e-05,0.0004287422078210603,0.005595495300025066,0.0004531433747249579,0.00032144677151673995,0.0004511130212238,3.2665231411562025e-05,0.0004949598754726865,0.002616012433789811,0.0005005848763873742,0.003017306515255814,0.00039535676533321166,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,29.0,0.0001687334996028088,0.000504105279066492,1.6556711330246732e-05,8.795232665185337e-05,0.0012289178671482772,9.599201521783505e-05,0.00011549819752855121,9.154016277539441e-05,1.5510035292157586e-05,0.00010474360575573142,0.0005920548243021387,0.00010474854603289272,0.0003165696669781626,8.409686707904076e-05,0.0,0.0007952562293166635,0.0023745971280823715,8.616587088542915e-05,0.00040992166636125095,0.0055788171120790655,0.0004282143412146178,0.000356050524509178,0.00041433414385753605,2.9835855857756154e-05,0.0004945253519891943,0.0025241073197538747,0.00047865702108767046,0.0031470993779740245,0.0003682244451915693,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,30.0,0.00016223151246813752,0.0005022131127488582,1.5151948037976525e-05,8.148990691993435e-05,0.0012375025446295302,9.033201397911236e-05,8.98854912451978e-05,8.727049811509741e-05,1.2741481880293381e-05,9.676422471948712e-05,0.000611396451202043,9.53565570061419e-05,0.0003413404174892086,7.906005870942478e-05,0.0,0.0007863815100687854,0.0023686927069658005,8.667148532545041e-05,0.0003873058038312684,0.0055671885382418945,0.00040621647857270153,0.00034381924841388965,0.00040631268009449703,2.5735860514753268e-05,0.0004669384292836459,0.002626945012770359,0.00044629287044957,0.0031102948218771497,0.0003416262004735335,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,31.0,0.0001589065251967335,0.000500810274859323,1.47485146625344e-05,7.635380098761896e-05,0.0012405751142506496,8.596357389923055e-05,8.45524018022892e-05,8.116867343049165e-05,1.5671454078826622e-05,9.081123090497245e-05,0.0005969618449635261,8.983588764930993e-05,0.00034133170171568014,7.411995726936268e-05,0.0,0.0007396206353445473,0.002358629268670232,7.51591258266437e-05,0.0003546965572069276,0.005650445756437743,0.00037625933405738206,0.0003337285616112955,0.00036363514526835026,3.431630232986414e-05,0.00042255480521879855,0.002571851764834902,0.00041212427353709,0.0030796222341885355,0.0003245558894280368,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,32.0,0.00015558270270612363,0.0004996150892699825,1.4168441275541351e-05,7.174632981459728e-05,0.0012436534466199536,7.967182467729255e-05,0.00010085295674935826,7.717430872737236e-05,1.6467311893993952e-05,8.428386962317392e-05,0.0006217519950995227,8.515163131479947e-05,0.00033802288079840155,6.967914012082504e-05,0.0,0.000728039949570062,0.0023551309633554904,7.422474570244363e-05,0.00033822376866760495,0.005644570784820479,0.0003519069473698454,0.0003823863354119115,0.00034090251011668514,4.6830527695282453e-05,0.00040530849177882356,0.0025452993950753843,0.0003898430311080045,0.003202170695898668,0.00030302338348994464,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,33.0,0.00015618514540703148,0.0004993250186873896,1.4730810747554681e-05,6.900166445022645e-05,0.0012446372624043455,7.627426453356473e-05,0.00011725132315949288,7.200747668100496e-05,2.2560965540916772e-05,7.985391706790565e-05,0.0006429410446686243,7.938220092871119e-05,0.00041105491774422783,6.649914295525564e-05,0.0,0.0007207912375342172,0.002351139326515438,7.296513484896354e-05,0.0003166537052430447,0.005714315585033757,0.0003323316714673672,0.0004069192229576831,0.00032482015074424025,8.114137388062927e-05,0.0003605998537075595,0.002815258390498611,0.0003418295216635338,0.0035320854037062927,0.00029541383374412106,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,34.0,0.00014473770988598025,0.0004967826235326474,1.2336720554333812e-05,6.233660298377034e-05,0.001251326690949528,7.010318559777705e-05,7.399355847077228e-05,6.844723381282827e-05,1.6617426784292386e-05,7.504810682043553e-05,0.0005977126465974793,7.433767588633411e-05,0.0003286275580886882,6.108390634271976e-05,0.0,0.0006943186686473822,0.0023443511447066782,6.826941228512698e-05,0.0002954107644797871,0.005724387754601948,0.00030897227379510987,0.0003900334192147045,0.0003080435518948537,8.174095232531709e-05,0.0003343376582898434,0.0026744977108337595,0.0003252873349489656,0.0033216229024923072,0.00027410910939270597,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,35.0,0.0001420507614182012,0.0004960235479385706,1.2190717541062929e-05,5.9277547217122305e-05,0.0012467595260182236,6.580206683543172e-05,7.76094899103648e-05,6.403804146697258e-05,1.5345806220792373e-05,7.289642533362715e-05,0.0005787658402219294,7.029355194851395e-05,0.0003562382048352388,5.707838585113258e-05,0.0,0.0006791438509083394,0.0023391248670014196,6.609302857574427e-05,0.0002787687681006186,0.005715904254017472,0.0002917968345888006,0.0003546854516245284,0.0002888464983904137,6.150522228306945e-05,0.00031905466655515275,0.0026683237567637704,0.0003146808711612749,0.0032185589742360623,0.0002539924714925154,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,36.0,0.00013968982103699943,0.0004946911592046527,1.199657694911057e-05,5.538622042882153e-05,0.0012440130600824917,6.390753079135463e-05,6.197160988483788e-05,5.945711424247917e-05,1.4382759686509233e-05,6.950880599150439e-05,0.0005636921308111309,7.033332519614793e-05,0.0003211526375896526,5.267399822605267e-05,0.0,0.0006691136356419737,0.0023352604991984816,6.52775414428621e-05,0.0002660812259470142,0.0056909819281214784,0.00027470660846938127,0.00037091682260891176,0.0002666526011326028,5.272815718590838e-05,0.00031077913330785885,0.002657895193159955,0.0003129472756910624,0.0031112344384943164,0.00023574543730267938,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,37.0,0.00013836630873602997,0.0004939366624040424,1.1847493793524179e-05,5.201334660907961e-05,0.0012497280918465719,5.974013087241797e-05,6.505924796640391e-05,5.703060473553896e-05,1.391339695678567e-05,6.460662519514079e-05,0.0005867902561018088,6.344974683622787e-05,0.0003561422911615706,5.0223490218267926e-05,0.0,0.0006604492195747183,0.002330615835369758,6.436688954350334e-05,0.0002488686275557152,0.005716894582013056,0.0002627768700227797,0.0003181117463786647,0.00025577932221334686,6.201086015258945e-05,0.0002884158876332097,0.0027290136559204483,0.00028578728531141704,0.0032124796753409523,0.00022251882924223846,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,38.0,0.00013271145863995719,0.0004927295478527758,1.0801774181044005e-05,4.888595536230709e-05,0.0012459955968908097,5.4607358623065076e-05,6.536277879601862e-05,5.3385528673058894e-05,1.211467542939109e-05,6.404499500748924e-05,0.000534669488588112,6.33707777107501e-05,0.00028748249991563453,4.6392561330628205e-05,0.0,0.0006444590552797857,0.0023279176942957273,6.218457817094131e-05,0.00024025802904704832,0.0056901257720038,0.00024200144147722976,0.0003706895799007056,0.0002370548885573381,4.8551764104913616e-05,0.000279788279308463,0.002540676848693464,0.0002930877999689594,0.002952091911303922,0.00020654319123651995,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,39.0,0.00013347704094053922,0.0004922791793339978,1.1202324472990318e-05,4.651033472661381e-05,0.0012500151395300784,5.3490318779675465e-05,4.6402185834000376e-05,5.0341635139162006e-05,1.457749647552755e-05,6.072947158003753e-05,0.0005621891217733008,5.8541059333359136e-05,0.00031550144249538207,4.420199022299517e-05,0.0,0.0006307494715324738,0.0023218738208027005,5.905484815813461e-05,0.0002228402116763517,0.005719904792719619,0.00023404316707227216,0.0002836097008402243,0.0002264976032874869,6.0041493636632117e-05,0.00026890061467698534,0.002523549885120032,0.00027200331290562946,0.00283936434571848,0.00019433659811814627,0.0
UNeuralNetwork,0.0001,8.0,45.0,True,40.0,0.00013205628952568755,0.0004916060163647017,1.1093304505084724e-05,4.4360601235271464e-05,0.0012453614031200336,5.087771545844579e-05,6.094457948143592e-05,4.6747121608482214e-05,1.3394636476055953e-05,5.986675559831758e-05,0.0005253941383001939,5.760228115753986e-05,0.0003168986773876488,4.152635820310392e-05,0.0,0.0006287638215148974,0.0023195398678569675,5.997125785680687e-05,0.00021180376972792283,0.00573274331761747,0.0002223341110742317,0.0002319083882952636,0.00021095986261307817,7.222377865007088e-05,0.00024954456859414684,0.0026019582958341394,0.0002575501002980478,0.0031187045124341857,0.00018681168743649369,0.0
