Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train N BCE Loss,train N BCELogits Loss,train N MSE Loss,train N MAE Loss,train N SSIM Loss,train N N White MAE Loss,train N N Black MAE Loss,train N S White MAE Loss,train N S Black MAE Loss,train N T White MAE Loss,train N T Black MAE Loss,train N X White MAE Loss,train N X Black MAE Loss,train N _ White MAE Loss,train N _ Black MAE Loss,test N BCE Loss,test N BCELogits Loss,test N MSE Loss,test N MAE Loss,test N SSIM Loss,test N N White MAE Loss,test N N Black MAE Loss,test N S White MAE Loss,test N S Black MAE Loss,test N T White MAE Loss,test N T Black MAE Loss,test N X White MAE Loss,test N X Black MAE Loss,test N _ White MAE Loss,test N _ Black MAE Loss
NeuralNetwork,0.0001,8.0,45.0,1.0,0.0,0.0003319731900955467,0.0005497964967614557,8.058720682509184e-05,0.00016862519507138235,0.0008750799982605132,9.413876864466705e-05,0.0011148013355275692,8.510147545215575e-05,0.0010708848421143071,9.523205599694882e-05,0.0010943887529347464,9.352992969060523e-05,0.0010439839485199304,9.585825620957141e-05,0.0,0.0016293435726525648,0.002607146711469446,0.0004063593047969746,0.0008209986881639972,0.003958746005940389,0.00041768282839337235,0.005013511615729182,0.00039036040129901477,0.0049641072375219576,0.00044084757379016037,0.00495607335612459,0.0004544564575519202,0.005217618537399004,0.0004472773311273107,0.0
NeuralNetwork,0.0001,8.0,45.0,True,1.0,0.0003091647136564846,0.0005448549343247941,7.461066134374418e-05,0.00015617505398722028,0.0009541591296717777,8.629497411758752e-05,0.001095259205671655,8.097377347175001e-05,0.001021259235885908,8.965736491018228e-05,0.00109944807872618,8.50634794993542e-05,0.00103837251663208,6.90237752028874e-05,0.0,0.001522825573975185,0.002584329566115853,0.00037778492243784777,0.0007647127850250628,0.00431638957890872,0.0003765125132206851,0.005009164225380376,0.00036729110768006284,0.004707955714291746,0.0003966145076841678,0.0050213861765351685,0.00041337147261361653,0.005218284310034986,0.00032460185810454986,0.0
NeuralNetwork,0.0001,8.0,45.0,True,2.0,0.00026331339884961066,0.0005356366181309332,6.205926968080978e-05,0.00013108981266175961,0.000977263716378094,7.423030518778573e-05,0.0010129745115809684,7.429619061175703e-05,0.0008808520604979318,7.572449803994993e-05,0.0010993434894438381,6.935461813388166e-05,0.0010141731915126913,2.6136528790961056e-05,0.0,0.0012998274474773767,0.002540150153561958,0.00031596499512780385,0.0006463839291776501,0.0044183013818997145,0.00031982704341036716,0.004750579408129806,0.0003245580683714189,0.0040670340915895855,0.00031320415671516513,0.005040738192744225,0.000315623791337763,0.00523686483970978,0.00012194427351156871,0.0
NeuralNetwork,0.0001,8.0,45.0,True,3.0,0.00023392366993459408,0.0005283185815554102,5.3056678922992514e-05,0.00011305638521186746,0.0010111806420337224,7.117395552824128e-05,0.0008996909037433223,6.591152610643855e-05,0.0007701549889906397,6.244631328512074e-05,0.0010772252661198618,5.659135686098083e-05,0.0009650133369425236,1.0453178384153026e-05,0.0,0.0011487110230907704,0.0025030781263075536,0.0002668073061127333,0.000560693067949523,0.004565875906530433,0.0003197803249898947,0.004114190362534433,0.000289395217250728,0.0035902677841906276,0.0002762617883067461,0.0048050947909085255,0.00023065898684585618,0.00518261786526854,4.537190375088146e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,4.0,0.0002193523224473321,0.0005238771518928343,4.7779785132793724e-05,0.00010380592709281696,0.0010314545481567511,7.064083736701153e-05,0.0008179898853250591,6.12055857708512e-05,0.0006892298752406858,5.596606537820194e-05,0.001050627617180508,5.310868236896484e-05,0.0009164439057404141,7.364666716991409e-06,0.0,0.001073160542632049,0.002479975703377394,0.000236662210158582,0.0005169584409995649,0.0046526120928099485,0.0003228087985665543,0.00363348902396436,0.00027863784406170154,0.00321229561319891,0.0002668997823442303,0.004607128272266508,0.0002033704622361645,0.005069382535586567,3.111374464893491e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,5.0,0.0002074508533644869,0.0005197733881659906,4.293678222962145e-05,9.62389387049765e-05,0.0010447188370764123,7.021331763010462e-05,0.0007362327164395478,5.867442171367995e-05,0.0005903976625509339,5.2938624373022116e-05,0.001020778382242208,5.325557528480365e-05,0.0008586959215508639,6.208525132136846e-06,0.0,0.0010114437754049242,0.002458580260006887,0.00021012530386822778,0.00047984995744513264,0.0047118047434196,0.0003192482410736804,0.0032086109965102478,0.00027513717236758776,0.002745925068105542,0.0002641294315551062,0.004410312985474209,0.00019916118878238607,0.004915890453746484,2.6415020180573254e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,6.0,0.000196871109246565,0.0005155128610101993,3.859330209680002e-05,8.853869336955952e-05,0.001055781156373926,6.926403634471071e-05,0.0006486557403986024,5.663621598337539e-05,0.00047207842618628653,5.121160087720403e-05,0.0009900801425995532,5.438206391032494e-05,0.0007934511671811744,5.632495843978584e-06,0.0,0.0009557494202499869,0.002436237702579618,0.00018670709815415197,0.0004409858546916794,0.00476285571481615,0.00031455917834485853,0.002781155724195564,0.0002718978098728372,0.0021860144048366907,0.000262640932071134,0.0042003085778194406,0.00020155755791274256,0.004741042664965744,2.428554818502762e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,7.0,0.00018932515720151505,0.0005120659131566791,3.577602118494697e-05,8.206310458581724e-05,0.0010648135015981486,6.747839224306399e-05,0.0005783209742882823,5.416781453270154e-05,0.00037123130338211264,5.009013285855399e-05,0.0009668223620103697,5.511325003323208e-05,0.000740208956751862,5.380939591846697e-06,0.0,0.0009145484592929577,0.0024178867819924024,0.00017139945858679476,0.00040749554176750425,0.004807659057097745,0.0003072136790497498,0.0024499850078198893,0.0002645106060699847,0.0016998196922758091,0.0002600827588225311,0.0040317818803607295,0.0002046938306130703,0.0045927841708345235,2.3347923075253107e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,8.0,0.0001845812460161605,0.0005097636636698022,3.423368322319098e-05,7.75474402300431e-05,0.001071529985059663,6.543277609701748e-05,0.0005330788398367376,5.156948981741368e-05,0.00030386508153776596,4.940075834967056e-05,0.0009506201005046259,5.5373899859559507e-05,0.000705380966721198,5.288306884768838e-06,0.0,0.0008884639297641299,0.0024054974504986648,0.00016306379353100398,0.000383725495270963,0.004842970895209402,0.0002995968427298204,0.0022412722215712447,0.00025446872291325025,0.0013653313588796172,0.0002568355943047026,0.003918977278583455,0.00020690770737779966,0.0044952319852960936,2.2870711045070265e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,9.0,0.00018142796349975297,0.0005083279307640466,3.327774712338923e-05,7.46056658399073e-05,0.0010766635486933885,6.345736811745842e-05,0.0005062756673345026,4.892719462714748e-05,0.00026475624093469586,4.90479151193665e-05,0.0009393820544137466,5.518978918498417e-05,0.0006846483505639747,5.258465025102032e-06,0.0,0.0008714909448563678,0.002397721106151365,0.00015816015173804085,0.0003680414139474713,0.004870681404369954,0.00029237474660453555,0.0021193844717253677,0.0002431228944340592,0.0011671683136022315,0.00025381778114996615,0.0038505432740697323,0.00020815080629204804,0.004429420210280508,2.256142848270869e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,10.0,0.00017919650456976055,0.0005074210485036803,3.2619430088611305e-05,7.268204039961823e-05,0.0010807922307175973,6.183906084283022e-05,0.0004900739681367283,4.6698371515762455e-05,0.00024270198014225922,4.8788254352592714e-05,0.0009309376346454466,5.492341586682353e-05,0.0006720925357463867,5.2426683131575265e-06,0.0,0.0008596997216062726,0.0023927842296144496,0.0001548570492919886,0.0003575868436000632,0.0048939867946501125,0.00028615653421144063,0.0020427535165031003,0.00023276138605561646,0.0010549388591598414,0.00025126429380110976,0.0038054596703007535,0.00020841689510915266,0.004386107876615704,2.2284767104301062e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,11.0,0.00017747692663393251,0.0005067861224763156,3.209564523555519e-05,7.126573724245447e-05,0.0010844204204630728,6.027656263418275e-05,0.0004798644636519193,4.48270306754305e-05,0.00023006171871709695,4.8504359116451435e-05,0.0009246135175710097,5.448946975312143e-05,0.0006638982225299846,5.2025043995513745e-06,0.0,0.0008510433652865812,0.0023893811417825565,0.0001524297297938065,0.00034996513394439744,0.0049142026665283025,0.0002810618834300611,0.001989509324607609,0.0002237337424695117,0.0009888908210790382,0.0002483341538306302,0.0037773783851719504,0.00020773554185651383,0.0043558362145094,2.2058474755137223e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,12.0,0.0001761088915912289,0.0005063188847184503,3.1677227858905845e-05,7.021196206624939e-05,0.0010875061203864322,5.918767835412707e-05,0.0004719270850127598,4.327522133881191e-05,0.00022244367075737595,4.830196339165104e-05,0.0009188068041582956,5.4034763430006744e-05,0.0006581443660664108,5.1569430197707085e-06,0.0,0.0008441808651078422,0.0023868696869544263,0.0001504820355641767,0.00034415726579210295,0.004931936351322849,0.0002770890136184932,0.0019499243430371553,0.00021549213513638238,0.0009493085573304374,0.0002463986429403413,0.00375105674911595,0.00020658475516727135,0.004333452983472332,2.181877926835474e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,13.0,0.0001749278440308378,0.0005059349087049377,3.130038863806069e-05,6.9354839040584e-05,0.0010901774564753644,5.8338769041303034e-05,0.0004644869472781282,4.199814714109801e-05,0.00021683920747186296,4.813723728020557e-05,0.0009139303087866852,5.369159490914358e-05,0.0006529124518931715,5.112130651777645e-06,0.0,0.0008379168480447253,0.002384781275155409,0.00014861438821696634,0.0003393188400088616,0.004947354358936109,0.0002732139619641334,0.0019138817142390606,0.00020836769316181448,0.0009217993268426859,0.0002448960623276309,0.003728477085161509,0.00020571929291359284,0.004312239353011989,2.160162149500922e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,14.0,0.00017385642644208717,0.0005056162407456061,3.0960940386889115e-05,6.862213669440174e-05,0.0010925258076385017,5.7531545827330926e-05,0.0004586191029561498,4.087016739533597e-05,0.00021293277367748662,4.793950569918856e-05,0.0009098269868732463,5.329801949529314e-05,0.0006485862150346494,5.066324517412006e-06,0.0,0.0008327205600978443,0.002383116843565455,0.00014702599706514825,0.0003353276014702875,0.004960459354972972,0.00027015577978308094,0.0018859670597052424,0.00020173344315972718,0.0009034067017477264,0.0002433538390030651,0.0037122942366690005,0.00020460226813202384,0.004295560923762292,2.146029036562398e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,15.0,0.00017286678449805534,0.0005053227159854858,3.0641250734059315e-05,6.79262705408338e-05,0.0010948069115101716,5.67683031295509e-05,0.00045340747203467027,3.992930064705826e-05,0.0002096159398716415,4.767194249719944e-05,0.0009062947288677698,5.280413235615527e-05,0.0006450315852049547,5.01003661105093e-06,0.0,0.0008280584647220636,0.0023816327253977456,0.00014559095198253416,0.00033170198025943347,0.0049724339366803046,0.00026728920404266263,0.0018606056582252935,0.00019612856818445075,0.000888569268790431,0.00024163031821730751,0.0036953893847435524,0.00020339063503457315,0.004281315788532952,2.128984515537631e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,16.0,0.00017192869414537745,0.0005050561418430504,3.0340659469767722e-05,6.731216497016403e-05,0.0010967982291956023,5.6144005726932515e-05,0.00044803032174585964,3.9079834046871515e-05,0.00020711808754106094,4.740773808120717e-05,0.0009028435235396229,5.248835124577474e-05,0.00064085572556344,4.95136611294152e-06,0.0,0.0008236875511565298,0.0023802955570460865,0.00014423390370120042,0.00032847709719489957,0.00498374214316345,0.00026459005550018646,0.0018362895872607921,0.0001910693310904053,0.0008772020257493985,0.00024032112468713485,0.0036783428312097705,0.0002022860513168311,0.004268080183544998,2.1138496450939267e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,17.0,0.0001711088692081585,0.0005048129436462073,3.0069232910791175e-05,6.674987708301236e-05,0.0010986260805689264,5.558425826685769e-05,0.0004430886388146331,3.8376130725977555e-05,0.00020459706008916275,4.714311193423772e-05,0.0008996773280223425,5.218002071599112e-05,0.0006374450867388127,4.905058545464615e-06,0.0,0.0008196653622501301,0.0023790822838837245,0.00014296622724278168,0.00032551492909965274,0.0049934527203576344,0.00026240413012744494,0.0018126962694731898,0.00018643907640340194,0.0008688131405872369,0.0002388734628194533,0.003663082167787372,0.00020104192150463847,0.004255485609642365,2.106654738901921e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,18.0,0.00017033561542027724,0.0005045842047971535,2.9819076152824647e-05,6.622053441814977e-05,0.0011003021272262962,5.5073973825678346e-05,0.0004385799731848375,3.7740421483940836e-05,0.00020220235110614498,4.6872837604538125e-05,0.0008967161339248287,5.190367145197732e-05,0.000633926524948881,4.845665393753675e-06,0.0,0.0008160781185581999,0.0023779625412803027,0.00014185222486654916,0.00032276215043457797,0.0050021079814668535,0.0002602993176793152,0.0017911334457637379,0.0001823099435500379,0.0008609208670802087,0.00023752465000692404,0.0036490908208883033,0.00019983218619658513,0.004243771984892071,2.094982455502141e-05,0.0
NeuralNetwork,0.0001,8.0,45.0,True,19.0,0.00016961752806069716,0.0005043766328266688,2.9585449742981686e-05,6.573010145653933e-05,0.0011018381652880458,5.465062119247457e-05,0.00043454689960274094,3.7131788374760725e-05,0.00020034062974857834,4.658010610030347e-05,0.0008941527325509372,5.161514721630076e-05,0.0006304153534922638,4.797516204918812e-06,0.0,0.0008126830904738708,0.0023769535733468876,0.00014075886387869996,0.000320225180882328,0.005009857530795325,0.00025824026304221005,0.0017722061595077034,0.000178354985590251,0.0008548751192272834,0.00023604167988465266,0.003638511558748641,0.00019862280233101274,0.004232098471443608,2.0877932602504513e-05,0.0
