Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train D BCE Loss,train G BCE Loss,train D BCELogits Loss,train G BCELogits Loss,train D MSE Loss,train G MSE Loss,train D MAE Loss,train G MAE Loss,train D SSIM Loss,train G SSIM Loss,train D N White MAE Loss,train G N White MAE Loss,train D N Black MAE Loss,train G N Black MAE Loss,train D S White MAE Loss,train G S White MAE Loss,train D S Black MAE Loss,train G S Black MAE Loss,train D T White MAE Loss,train G T White MAE Loss,train D T Black MAE Loss,train G T Black MAE Loss,train D X White MAE Loss,train G X White MAE Loss,train D X Black MAE Loss,train G X Black MAE Loss,train D _ White MAE Loss,train G _ White MAE Loss,train D _ Black MAE Loss,train G _ Black MAE Loss,test D BCE Loss,test G BCE Loss,test D BCELogits Loss,test G BCELogits Loss,test D MSE Loss,test G MSE Loss,test D MAE Loss,test G MAE Loss,test D SSIM Loss,test G SSIM Loss,test D N White MAE Loss,test G N White MAE Loss,test D N Black MAE Loss,test G N Black MAE Loss,test D S White MAE Loss,test G S White MAE Loss,test D S Black MAE Loss,test G S Black MAE Loss,test D T White MAE Loss,test G T White MAE Loss,test D T Black MAE Loss,test G T Black MAE Loss,test D X White MAE Loss,test G X White MAE Loss,test D X Black MAE Loss,test G X Black MAE Loss,test D _ White MAE Loss,test G _ White MAE Loss,test D _ Black MAE Loss,test G _ Black MAE Loss
GenerativeAdversarialNetwork,0.0001,8.0,45.0,1.0,0.0,0.0002955133220898816,0.000344636144663767,0.0007932870535837672,0.000554082367940733,5.6905415903204534e-05,8.251383960889677e-05,0.00026162591263290363,0.0001833849759757358,0.0,0.0007723027141342786,0.0,0.00012356160344139264,0.0,0.0011309161983088984,0.0,0.00011806190013885498,0.0,0.0010821493166797566,0.0,0.00012075011379956556,0.0,0.0011033523436183878,0.0,0.0001248389362003604,0.0,0.0010491894743834545,0.0,0.0001276481364454542,0.0,0.0,0.001382251205684254,0.0016841487314716076,0.0036922475826815238,0.0026265699533546496,0.00026105009253669833,0.0004140640485961482,0.0012276602803536181,0.0008893059859485746,0.0,0.003491433910264434,0.0,0.0005563304484265405,0.0,0.00504380427066635,0.0,0.0005464124604591034,0.0,0.005012417364420381,0.0,0.0005690316265484072,0.0,0.0049864990906145585,0.0,0.0005898291022522644,0.0,0.005251884460449219,0.0,0.0005930101721541687,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,1.0,5.390272146929307e-05,0.0003252685913499796,0.000700389117886114,0.0005468937023630682,3.6579043406119566e-06,7.717005627335243e-05,5.194549812782164e-05,0.000163544612030456,0.0,0.0008923446519712984,0.0,0.00010378871645246233,0.0,0.0010966787119760025,0.0,9.785308389650843e-05,0.0,0.0010232732623735206,0.0,0.0001060697689371289,0.0,0.0010838854827006873,0.0,0.00010532909888784197,0.0,0.001018802030388557,0.0,9.756884725909991e-05,0.0,0.0,0.00026664533798799575,0.0015950011757184875,0.003270348287978262,0.002592301406200577,2.438123718653835e-05,0.0003872207781803683,0.0002520988525459601,0.0007961016593489257,0.0,0.00403120488567932,0.0,0.00045984439879843275,0.0,0.00494164378388123,0.0,0.00044916012564545155,0.0,0.004698278394135289,0.0,0.0004831747438922618,0.0,0.0049539433335358245,0.0,0.0005086716615928794,0.0,0.005168936162624719,0.0,0.00045553102808178593,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,2.0,4.413587887171465e-05,0.00032298909525344313,0.0006954931023949883,0.0005394205089527963,4.347041312032794e-06,6.712267722562959e-05,4.1740873672891496e-05,0.00015359050581718712,0.0,0.0009317853722380239,0.0,9.303784996994101e-05,0.0,0.001030304843203398,0.0,9.234408243004523e-05,0.0,0.0008996051116131065,0.0,9.93766874637244e-05,0.0,0.0010733659858652201,0.0,9.461839726029059e-05,0.0,0.0009913532881723902,0.0,6.392454562804126e-05,0.0,0.0,0.00020256603382668405,0.0015879269665892018,0.003236149841884397,0.0025558162410304233,2.542472555764816e-05,0.00033570472268188524,0.0001870455138338437,0.0007490537732652148,0.0,0.004207775125666657,0.0,0.00041282045766242645,0.0,0.004769875943285864,0.0,0.00041807714685703976,0.0,0.004064991039300115,0.0,0.00042650295690920367,0.0,0.004971936813690378,0.0,0.00045455884446138106,0.0,0.0051088501822273685,0.0,0.00029936217287051604,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,3.0,7.253492155647021e-05,0.000406697553123104,0.0007030247356692415,0.0005319643052761766,9.44817526582277e-06,5.667744018639516e-05,6.70324518995465e-05,0.00013618191297484858,0.0,0.0009477646833746069,0.0,8.826625515829842e-05,0.0,0.0009353469324240466,0.0,8.610972376525241e-05,0.0,0.0007778647935615396,0.0,8.99855619813554e-05,0.0,0.0010635206962852787,0.0,8.264727729832065e-05,0.0,0.0009573861916431519,0.0,4.0012108026489097e-05,0.0,0.0,0.00032147362172228733,0.0020089059505822523,0.003279606876133373,0.0025186690519440847,4.6980781070653746e-05,0.0002818002875121135,0.0002935197930665886,0.0006648811904139489,0.0,0.0042749285886742395,0.0,0.00040706729738967224,0.0,0.0043322710121202765,0.0,0.0003768887909703285,0.0,0.0035367645557571508,0.0,0.0003867566632399769,0.0,0.004841046888123518,0.0,0.0003754449481109403,0.0,0.005080537975959058,0.0,0.00018337965245891668,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,4.0,9.025976744623519e-05,0.0006991020752734572,0.0007100723824411068,0.000526937312192994,1.3263819543418858e-05,5.090001699416785e-05,8.233478970604765e-05,0.00012267352837436605,0.0,0.0009756869071797278,0.0,8.563168166140018e-05,0.0,0.0008631179114236343,0.0,7.580427548313398e-05,0.0,0.000718102461565537,0.0,8.01130607121717e-05,0.0,0.0010531474798516122,0.0,7.216264857757445e-05,0.0,0.0009269757733512118,0.0,2.8732433573736977e-05,0.0,0.0,0.0004407444839957375,0.0035088058537657155,0.003329055864106184,0.002493538571603643,8.391106278641419e-05,0.0002513570746160903,0.0003861984554326759,0.0006012500457043918,0.0,0.004402009331604612,0.0,0.00040851683361725237,0.0,0.0038749620599566764,0.0,0.0003293506660551395,0.0,0.0033103793672045823,0.0,0.00036443634040700564,0.0,0.004654437116107101,0.0,0.0003084269990711092,0.0,0.005057191323934111,0.0,0.00012770324430000856,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,5.0,0.00010532175876059623,0.0006941632440469335,0.000716940090662707,0.0005235866394968367,1.8787577828628354e-05,4.7451788885895455e-05,9.326776364100269e-05,0.00011324851379561617,0.0,0.0010011023864441137,0.0,8.242018520832062e-05,0.0,0.000815344467317319,0.0,6.736060880586465e-05,0.0,0.0006818854101905926,0.0,7.251172133211819e-05,0.0,0.0010445501926452966,0.0,6.547267485982324e-05,0.0,0.0009027545985507194,0.0,2.28055268325253e-05,0.0,0.0,0.0005592128859376007,0.0034716290497929796,0.0033734245870098377,0.002477184219180413,0.0001335532972647709,0.00023354571195518446,0.00046009406353692586,0.0005584438829302038,0.0,0.0045167119047774835,0.0,0.00039869795242945355,0.0,0.003567280259522252,0.0,0.000296248697072455,0.0,0.003166262833577282,0.0,0.00034708389133777256,0.0,0.004542926572403818,0.0,0.00026832771657397914,0.0,0.0050309888971676615,0.0,9.921480134223243e-05,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,6.0,0.0001231013744507196,0.0006566666608872118,0.000724254030423023,0.0005210515141808441,2.6339331184918024e-05,4.501312951032685e-05,0.00010467813704213043,0.00010624158414547655,0.0,0.0010219408572565332,0.0,7.868444702695965e-05,0.0,0.0007814417952154524,0.0,6.089970529722075e-05,0.0,0.0006526468417072553,0.0,6.666958753792744e-05,0.0,0.0010356946454215241,0.0,6.074780683633131e-05,0.0,0.0008839751189609744,0.0,1.8873096335769664e-05,0.0,0.0,0.0006444531510461051,0.0032659574124798084,0.003400015006275297,0.002465035930369635,0.00016923404574019355,0.00022146684474915078,0.0005087110700097474,0.0005267085800380826,0.0,0.004611243928157133,0.0,0.0003804871402446579,0.0,0.003367203211634414,0.0,0.0002723193065550342,0.0,0.003043050098719087,0.0,0.00032998312194392366,0.0,0.004473258114460879,0.0,0.00024292524318275213,0.0,0.005004194172673255,0.0,8.102564972901494e-05,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,7.0,0.00013741006386890566,0.0006212969674575682,0.0007290525256462817,0.0005189584834235055,3.143109260704318e-05,4.307176124535481e-05,0.00011465855123540462,0.00010069304037929545,0.0,0.0010399745814237804,0.0,7.477203368979966e-05,0.0,0.0007535448935475311,0.0,5.5601981009113175e-05,0.0,0.0006267483022335083,0.0,6.210815532991506e-05,0.0,0.0010257568160157318,0.0,5.711689390583501e-05,0.0,0.0008684297938231188,0.0,1.5978511884768377e-05,0.0,0.0,0.0006880514651724377,0.0030623070848812845,0.0034098805121655735,0.002455031159538893,0.00018352157664748857,0.0002121714488515314,0.0005373093035985839,0.0005009701979235284,0.0,0.004694575858583999,0.0,0.00035985198410801915,0.0,0.003219138151444729,0.0,0.0002527238812836461,0.0,0.002931315943879901,0.0,0.0003137045405195944,0.0,0.004417534519291524,0.0,0.00022493148187421403,0.0,0.004976146251150647,0.0,6.79077018263205e-05,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,8.0,0.00015259016998051954,0.0005921476452819742,0.0007336795972685287,0.0005172516779115579,3.6081703344606e-05,4.1422383945103925e-05,0.00012604067870227475,9.641370603016444e-05,0.0,0.0010541614887724178,0.0,7.134215087903478e-05,0.0,0.0007284249096225214,0.0,5.185348546569238e-05,0.0,0.0006025286536975048,0.0,5.899628779958843e-05,0.0,0.0010151700832130453,0.0,5.4666641949000706e-05,0.0,0.0008540280424359673,0.0,1.4007891053861042e-05,0.0,0.0,0.0007420226275545996,0.0029167034341104374,0.0034228754493425477,0.0024465508056136795,0.00020000043342698295,0.0002037886085000428,0.0005719054888629313,0.00048027061066537534,0.0,0.004764073769941846,0.0,0.00034260679528398333,0.0,0.003095354861433401,0.0,0.0002386385586651616,0.0,0.002816450483394119,0.0,0.00030160519593166855,0.0,0.0043596947717966525,0.0,0.00021310070963025842,0.0,0.004944852313155648,0.0,5.9095562769556944e-05,0.0,0.0
GenerativeAdversarialNetwork,0.0001,8.0,45.0,True,9.0,0.00016552296208564163,0.0005742162466049194,0.0007374812007914335,0.0005157356554607175,4.0521609252996523e-05,4.004284920236171e-05,0.00013512666174022336,9.296219946560512e-05,0.0,0.0010650328619611518,0.0,6.800310590839129e-05,0.0,0.0007051986986093444,0.0,4.831941502113548e-05,0.0,0.000580726447452432,0.0,5.6452768028907054e-05,0.0,0.00100519618576749,0.0,5.253674487540664e-05,0.0,0.0008407323508249782,0.0,1.2326745863632372e-05,0.0,0.0,0.0007889399176123757,0.0028439610259337997,0.0034336691382546095,0.0024390061321498463,0.0002171842838233372,0.00019687657836098342,0.0005949080552694932,0.00046321477905009525,0.0,0.004817736059142103,0.0,0.00032650660606300307,0.0,0.00298736848921146,0.0,0.00022417721602151978,0.0,0.00271475483786385,0.0,0.0002902738703121929,0.0,0.004306280762894348,0.0,0.0002037092293583372,0.0,0.004912200588850105,0.0,5.16009991461376e-05,0.0,0.0
