Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,train ResNet BCE Loss,train ResNet BCELogits Loss,train ResNet MSE Loss,train ResNet MAE Loss,test ResNet BCE Loss,test ResNet BCELogits Loss,test ResNet MSE Loss,test ResNet MAE Loss
ResidualNeuralNetwork,0.0001,8.0,45.0,True,43.0,0.0015990912432297,0.0005507294861775,8.81149641908404e-05,0.0001800169118973,0.007695234046792,0.0026145706761558,0.0004519666515806,0.0008852652408791
ResidualNeuralNetwork,0.0001,8.0,45.0,True,44.0,0.0015378697220527,0.0005481523484232,8.543035532586336e-05,0.0001712899524567,0.0073316389659665,0.0026005037925528,0.0004335252931282,0.0008377922031114
ResidualNeuralNetwork,0.0001,8.0,45.0,True,45.0,0.0014300272471178,0.0005493143980072,8.667714271262649e-05,0.0001734835359285,0.0067909288706269,0.002603641845895,0.0004371833876243,0.0008404111524797
ResidualNeuralNetwork,0.0001,8.0,45.0,True,46.0,0.0014013558063866,0.0005455639243447,8.236677599242433e-05,0.0001620948415078,0.0066740385391427,0.0025958711246274,0.0004243960358061,0.0008206820150591
ResidualNeuralNetwork,0.0001,8.0,45.0,True,47.0,0.0014239718329231,0.000551551299275,8.83855347363454e-05,0.0001795255149792,0.0066032837022025,0.0026144139796682,0.0004414296562566,0.0008703831044383
ResidualNeuralNetwork,0.0001,8.0,45.0,True,48.0,0.0013655716518186,0.0005459892701588,8.229565407548632e-05,0.0001633320194531,0.0064785885361005,0.0025915756540478,0.000419333577156,0.0008031037993401
ResidualNeuralNetwork,0.0001,8.0,45.0,True,49.0,0.0013231900181731,0.0005452822080519,8.140911029355545e-05,0.0001627356918513,0.0062937444111086,0.0025909906663234,0.0004122108221054,0.0008090489877844
ResidualNeuralNetwork,0.0001,8.0,45.0,True,50.0,0.001322334587092,0.0005517523243742,8.853964728486506e-05,0.0001803223455369,0.0065624309035966,0.0026120436641405,0.0004371838093553,0.0008658703018284
ResidualNeuralNetwork,0.0001,8.0,45.0,True,51.0,0.001240411376696,0.0005506838589023,8.987150383445452e-05,0.0001772905014595,0.0057694233438503,0.0026002807437248,0.0004283320978752,0.000838687772271
ResidualNeuralNetwork,0.0001,8.0,45.0,True,52.0,0.0011589282124511,0.0005502568261642,8.616921795667664e-05,0.0001729854716444,0.005435511001251,0.0026072453028001,0.000429833881885,0.0008383934977669
ResidualNeuralNetwork,0.0001,8.0,45.0,True,53.0,0.0011179096936536,0.00054684329547,8.189181152058419e-05,0.0001636148201969,0.0052470002534254,0.0025942190638128,0.0004117991658126,0.0008068790413298
ResidualNeuralNetwork,0.0001,8.0,45.0,True,54.0,0.0010926899402289,0.0005431874903707,7.715329748761622e-05,0.0001562076076021,0.0051162561530587,0.0025750979687432,0.0003859802565109,0.0007653710133624
ResidualNeuralNetwork,0.0001,8.0,45.0,True,55.0,0.0010526482307043,0.0005438990107765,7.818298881265994e-05,0.000155936163471,0.0049415054561207,0.0025796880886989,0.0003889033442023,0.0007759572106337
ResidualNeuralNetwork,0.0001,8.0,45.0,True,56.0,0.0010779871130889,0.0005498234473791,8.55654096506998e-05,0.000172280919841,0.0050150006072326,0.0025983696463722,0.0004137306468291,0.0008201670346769
ResidualNeuralNetwork,0.0001,8.0,45.0,True,57.0,0.0010414855338813,0.0005457412120145,8.037870102172913e-05,0.0001607893230619,0.0048738196960785,0.0025876494323682,0.0004037587241556,0.0007880904577063
ResidualNeuralNetwork,0.0001,8.0,45.0,True,58.0,0.0010225674855419,0.0005487574319633,8.366526056814065e-05,0.0001691991910137,0.0047831479108558,0.0026012666570315,0.0004175500768535,0.0008279389742785
ResidualNeuralNetwork,0.0001,8.0,45.0,True,59.0,0.0009369904782894,0.0005455932446888,7.794253688777554e-05,0.0001638346324069,0.0045216267213881,0.0025989630687161,0.0004057385167985,0.000838021437327
ResidualNeuralNetwork,0.0001,8.0,45.0,True,60.0,0.0009272468861222,0.0005528482626069,8.613331057633351e-05,0.0001814406957587,0.0043423018365536,0.0026201412737744,0.0004302274037457,0.0008850421920512
ResidualNeuralNetwork,0.0001,8.0,45.0,True,61.0,0.0007823381944486,0.0005490010318087,8.14152655575796e-05,0.0001695676232283,0.0037367741266886,0.0026171246789536,0.0004302600644669,0.0008616826069429
ResidualNeuralNetwork,0.0001,8.0,45.0,True,62.0,0.0007632912972545,0.0005536420808005,8.688779733573008e-05,0.000183369392012,0.0036079594924015,0.0026260063333331,0.0004396350503717,0.0008889298019169
ResidualNeuralNetwork,0.0001,8.0,45.0,True,63.0,0.0007355644535825,0.0005468620122924,8.007619941652303e-05,0.0001621096121333,0.0035054818639215,0.0025982114503968,0.0004104745556723,0.0008056862924083
ResidualNeuralNetwork,0.0001,8.0,45.0,True,64.0,0.000704163569967,0.0005505630430185,8.362487480646838e-05,0.0001711651200875,0.0033188402277868,0.0026087116145487,0.0004165748473983,0.0008293814816564
ResidualNeuralNetwork,0.0001,8.0,45.0,True,65.0,0.0006787570499666,0.0005507386437644,8.347611924548034e-05,0.0001729904922513,0.003259649066805,0.0026160006253224,0.0004282870195196,0.0008510003487269
ResidualNeuralNetwork,0.0001,8.0,45.0,True,66.0,0.0005920462290231,0.0005571753429274,8.796218712374849e-05,0.0001964819921316,0.002866377995449,0.0026455321027047,0.0004496427733193,0.0009584172904116
ResidualNeuralNetwork,0.0001,8.0,45.0,True,67.0,0.0005269416499973,0.0005493574547317,8.187968173438327e-05,0.0001668421667059,0.0025165178490884,0.0026050496776148,0.0004114987996389,0.0008143870710576
ResidualNeuralNetwork,0.0001,8.0,45.0,True,68.0,0.0004980019883646,0.0005478683025689,8.015378787511121e-05,0.0001624598396274,0.0023940944071835,0.0025976324606241,0.000405859694166,0.0007911012420114
ResidualNeuralNetwork,0.0001,8.0,45.0,True,69.0,0.0004787875233956,0.0005436598290651,7.561052524336587e-05,0.0001506843375709,0.0023214762690682,0.0025817676910064,0.0003865382300232,0.0007526680077396
ResidualNeuralNetwork,0.0001,8.0,45.0,True,70.0,0.0004565086004868,0.0005454826306782,7.486575837887201e-05,0.0001599955952392,0.0022486583241876,0.002598558394414,0.0003954874082181,0.0008090293070055
ResidualNeuralNetwork,0.0001,8.0,45.0,True,71.0,0.000444760982881,0.0005412671684897,7.191569496679177e-05,0.0001480031427186,0.0021645758511885,0.0025765940828143,0.0003704105345708,0.0007580022954341
ResidualNeuralNetwork,0.0001,8.0,45.0,True,72.0,0.0004717692772975,0.0005464975162336,7.861182394856713e-05,0.0001583018633875,0.0022877557847484,0.002596119289878,0.0004029228533588,0.0007853519710354
ResidualNeuralNetwork,0.0001,8.0,45.0,True,73.0,0.0004168721543489,0.000546338704397,7.730745020099085e-05,0.0001597617554536,0.0020622131209703,0.0025990157382293,0.0004048286556447,0.0007950859437198
ResidualNeuralNetwork,0.0001,8.0,45.0,True,74.0,0.0003930961668009,0.0005459976646135,7.677420652458931e-05,0.0001592186462847,0.0019495507831093,0.0025944906585621,0.0003985997828297,0.0007860579018322
ResidualNeuralNetwork,0.0001,8.0,45.0,True,75.0,0.0004003867306156,0.0005480083172533,7.862766396324589e-05,0.0001649117132402,0.0019706234617053,0.0026007165324013,0.0004033798691611,0.0008032046399026
ResidualNeuralNetwork,0.0001,8.0,45.0,True,76.0,0.0003372648093256,0.0005487377511844,7.986550964917134e-05,0.0001658980917898,0.0016745087110771,0.0026021033712902,0.0004054649539713,0.000804196176289
ResidualNeuralNetwork,0.0001,8.0,45.0,True,77.0,0.0003179655161829,0.0005452772276099,7.559172809123993e-05,0.0001570230746526,0.0016095990654807,0.0025949283215984,0.0003915509009886,0.000792734840381
ResidualNeuralNetwork,0.0001,8.0,45.0,True,78.0,0.000337347508762,0.0005554354014101,8.150554108973141e-05,0.0001920942026328,0.0016962004907476,0.0026431276738268,0.0004222090326765,0.0009582721212375
ResidualNeuralNetwork,0.0001,8.0,45.0,True,79.0,0.0003118136059241,0.0005456537731252,7.626413796950544e-05,0.0001569603572315,0.0015601601053333,0.0025926697179206,0.0003903769659546,0.0007819623317358
ResidualNeuralNetwork,0.0001,8.0,45.0,True,80.0,0.0003135294485284,0.000546175594921,7.653240907706341e-05,0.0001581246158826,0.0015601792238043,0.0025952021655796,0.0003911505142847,0.0007913409726424
ResidualNeuralNetwork,0.0001,8.0,45.0,True,81.0,0.0003060339435412,0.0005440568184916,7.487603054053057e-05,0.0001515396481575,0.0015391849871701,0.0025867062544672,0.0003844157048741,0.0007606857227829
ResidualNeuralNetwork,0.0001,8.0,45.0,True,82.0,0.0003378512162082,0.0005525360611892,8.291367571951566e-05,0.000180832860926,0.0016733494194798,0.0026197823338538,0.0004209828732898,0.0008724662680296
ResidualNeuralNetwork,0.0001,8.0,45.0,True,83.0,0.0003253714133787,0.0005486796326393,7.998876052725347e-05,0.0001660026208249,0.0016260909959205,0.0026053831262408,0.0004095616486837,0.0008112598890028
ResidualNeuralNetwork,0.0001,8.0,45.0,True,84.0,0.0003124038686328,0.0005453141792765,7.537431573128765e-05,0.0001573155952913,0.0015587895733755,0.002589335419097,0.0003875255490998,0.0007748879351705
ResidualNeuralNetwork,0.0001,8.0,45.0,True,85.0,0.0003006419724209,0.0005429946187371,7.352905192304493e-05,0.0001494565180369,0.0015591070899423,0.0025902557298072,0.0003869540567667,0.0007813741107406
ResidualNeuralNetwork,0.0001,8.0,45.0,True,86.0,0.000284618404355,0.0005378968551795,6.747598737237267e-05,0.0001370884036278,0.0014354826519324,0.0025644652873465,0.0003508574229741,0.0007211435703361
ResidualNeuralNetwork,0.0001,8.0,45.0,True,87.0,0.0003322389006936,0.0005498430879932,8.16316286106958e-05,0.0001668331597371,0.0016308771739215,0.0026076936496878,0.0004121119964797,0.0008119335339504
ResidualNeuralNetwork,0.0001,8.0,45.0,True,88.0,0.0003161986441303,0.0005465365163078,7.79185885929997e-05,0.0001588567006941,0.0015884947102024,0.0025992717757914,0.000400443778098,0.0007982045037191
ResidualNeuralNetwork,0.0001,8.0,45.0,True,89.0,0.0002994832766023,0.0005430806920213,7.365709246008222e-05,0.0001506493037762,0.001515027299617,0.0025852714319648,0.0003792755540062,0.0007680859299575
ResidualNeuralNetwork,0.0001,8.0,45.0,True,90.0,0.0003341876392094,0.0005528422378786,8.206712609192111e-05,0.0001832786596046,0.0016632318121832,0.0026210422785776,0.0004169084834602,0.0008799589280062
ResidualNeuralNetwork,0.0001,8.0,45.0,True,91.0,0.0003175778450027,0.000547042432821,7.705470280987876e-05,0.000161485118927,0.0015641857618056,0.002594308095908,0.0003872220668027,0.0007913523125198
ResidualNeuralNetwork,0.0001,8.0,45.0,True,92.0,0.0003309989112085,0.0005458886170323,7.763721872211467e-05,0.0001562964623025,0.0015779864863029,0.0025913902798538,0.0003866484423853,0.0007816137007947
ResidualNeuralNetwork,0.0001,8.0,45.0,True,93.0,0.0002925434925485,0.000540825355085,7.103676242487771e-05,0.0001447993428559,0.0014614384129362,0.0025700521918962,0.0003578186550605,0.0007358258531528
ResidualNeuralNetwork,0.0001,8.0,45.0,True,94.0,0.0003011799605708,0.0005435919102954,7.302413451061094e-05,0.0001521127905967,0.0015206754020175,0.0025804743826764,0.0003766474671333,0.00074491701411
ResidualNeuralNetwork,0.0001,8.0,45.0,True,95.0,0.0003076876511149,0.0005447951288557,7.489959726918419e-05,0.000154710643375,0.0015316860480878,0.0025853846433027,0.0003806857052464,0.0007606057344742
ResidualNeuralNetwork,0.0001,8.0,45.0,True,96.0,0.000285512212955,0.0005396456731297,6.921162120897494e-05,0.0001416866971315,0.0014456630502856,0.0025665021542483,0.0003566057099111,0.0007209408583131
ResidualNeuralNetwork,0.0001,8.0,45.0,True,97.0,0.0003218725926149,0.0005472423333042,7.851799382675048e-05,0.0001606275892321,0.0015967252119532,0.0025972954507143,0.000400018017247,0.0007867755005194
ResidualNeuralNetwork,0.0001,8.0,45.0,True,98.0,0.0002978965037595,0.0005413471768808,7.248069900226079e-05,0.0001447287430821,0.0014706155601537,0.0025711179529346,0.0003654942525632,0.0007233107052509
ResidualNeuralNetwork,0.0001,8.0,45.0,True,99.0,0.0003215048833677,0.0005488736288888,7.817675321892586e-05,0.0001687145819561,0.0016076221780956,0.0026078606551548,0.0004034727905531,0.0008349471122213
ResidualNeuralNetwork,0.0001,8.0,45.0,True,100.0,0.0002965338708898,0.0005420149577595,7.194463374479762e-05,0.0001477669834126,0.0014773446059077,0.0025747684562731,0.0003668044301323,0.0007437904769519
ResidualNeuralNetwork,0.0001,8.0,45.0,True,101.0,0.0003302343932766,0.0005488058306136,7.994815385887886e-05,0.0001668772707891,0.0016417717033962,0.0026063838469907,0.000410238808056,0.0008192640617958
ResidualNeuralNetwork,0.0001,8.0,45.0,True,102.0,0.000301185041425,0.0005437283904725,7.342707837688312e-05,0.0001536989609668,0.0015066393516348,0.0025807231102349,0.0003749724688395,0.0007567185931985
ResidualNeuralNetwork,0.0001,8.0,45.0,True,103.0,0.0003060712767739,0.0005443255615362,7.416568997735283e-05,0.0001541318577736,0.0015346330104384,0.0025879706976548,0.0003808320693249,0.0007787226880871
ResidualNeuralNetwork,0.0001,8.0,45.0,True,104.0,0.0002848945778977,0.0005391142117687,6.892962376223098e-05,0.0001401393762174,0.0014305092253774,0.0025660620545441,0.000352974395332,0.0007276654056033
ResidualNeuralNetwork,0.0001,8.0,45.0,True,105.0,0.0003006181948268,0.0005430771173492,7.393554033776821e-05,0.0001501977604354,0.0015024149192954,0.0025836904093904,0.0003759569295172,0.0007657578812455
ResidualNeuralNetwork,0.0001,8.0,45.0,True,106.0,0.0003086989419158,0.0005448344502487,7.4366885777111e-05,0.0001567665718475,0.0015300174929061,0.0025868423329959,0.0003790356125096,0.0007768452354946
ResidualNeuralNetwork,0.0001,8.0,45.0,True,107.0,0.0003012167917428,0.0005422940231719,7.129708089115164e-05,0.0001491234911419,0.0014791630161633,0.0025721584101143,0.0003624422791993,0.000732347369194
ResidualNeuralNetwork,0.0001,8.0,45.0,True,108.0,0.0002824364084439,0.0005377729466019,6.651091125776183e-05,0.0001364807696194,0.0014026645781858,0.0025539246370207,0.0003391918989847,0.0006889773989623
ResidualNeuralNetwork,0.0001,8.0,45.0,True,109.0,0.000287797693615,0.0005395310827985,6.933366714140796e-05,0.000139239583054,0.0014362249921702,0.0025621352705565,0.0003545483421979,0.0006969377117336
ResidualNeuralNetwork,0.0001,8.0,45.0,True,110.0,0.0003022057709668,0.0005432284585227,7.386496064637227e-05,0.0001519309944219,0.0015297128157045,0.0025854189440889,0.0003804717939229,0.000776524719952
ResidualNeuralNetwork,0.0001,8.0,45.0,True,111.0,0.0003140387589719,0.000546052087992,7.653920697876707e-05,0.0001575681016933,0.0015599170945725,0.0025904388547693,0.0003902273217462,0.0007687854879307
ResidualNeuralNetwork,0.0001,8.0,45.0,True,112.0,0.0002993595889315,0.0005426928601817,7.209469968417905e-05,0.0001488779734247,0.0014884230100883,0.0025774992112093,0.0003700395050288,0.0007399364649874
ResidualNeuralNetwork,0.0001,8.0,45.0,True,113.0,0.0003110363155683,0.0005450610201956,7.523179576403369e-05,0.0001547089363686,0.0015332849707993,0.0025863021424731,0.0003821191454083,0.0007592708622134
ResidualNeuralNetwork,0.0001,8.0,45.0,True,114.0,0.0002917852403339,0.0005409576982822,7.064442710092448e-05,0.0001439668860718,0.0014592893655944,0.002571700691427,0.0003621777132996,0.0007261403326718
ResidualNeuralNetwork,0.0001,8.0,45.0,True,115.0,0.0003232403866685,0.0005484082788791,7.877808134510833e-05,0.0001658991059524,0.0016141696920934,0.0026052995297893,0.0004052964021574,0.0008210934370568
ResidualNeuralNetwork,0.0001,8.0,45.0,True,116.0,0.0003005182646676,0.0005421224790763,7.269809630039247e-05,0.0001466421967728,0.0015031095570738,0.0025784989947792,0.0003741817232572,0.0007398567578327
ResidualNeuralNetwork,0.0001,8.0,45.0,True,117.0,0.0003101279672908,0.0005442708168389,7.48668779742043e-05,0.0001525355959838,0.001547337421831,0.002584418598211,0.0003855137283322,0.0007488852214513
ResidualNeuralNetwork,0.0001,8.0,45.0,True,118.0,0.0003243730556611,0.0005482704732617,7.95658597486681e-05,0.0001645100044432,0.0015765897133065,0.0025989746897475,0.0003966978698406,0.0008023191922865
ResidualNeuralNetwork,0.0001,8.0,45.0,True,119.0,0.0002919311994169,0.0005409344026663,7.093324253179957e-05,0.0001449535256929,0.0014674533275688,0.0025716705142327,0.0003629028328559,0.0007323920726776
ResidualNeuralNetwork,0.0001,8.0,45.0,True,120.0,0.0003120497351065,0.0005452793563472,7.578473026058423e-05,0.0001557729234592,0.0015391141363659,0.0025861673759964,0.0003841984665618,0.0007606679163638
ResidualNeuralNetwork,0.0001,8.0,45.0,True,121.0,0.0002965428276524,0.000541758384666,7.187830650742164e-05,0.0001448423292919,0.0014801896967977,0.0025742781237236,0.0003689035960713,0.0007257058091883
ResidualNeuralNetwork,0.0001,8.0,45.0,True,122.0,0.0003193175455309,0.0005469386468357,7.842427415828499e-05,0.0001599758140481,0.0015612776924229,0.0025949223236467,0.0003927451962569,0.0007882577443272
ResidualNeuralNetwork,0.0001,8.0,45.0,True,123.0,0.0003193251969358,0.0005473954015664,7.831128540064768e-05,0.0001625636557363,0.0016047418492395,0.002603937245015,0.0004064780454965,0.0008154656714613
ResidualNeuralNetwork,0.0001,8.0,45.0,True,124.0,0.0003134022464328,0.0005455174134426,7.608025824284618e-05,0.0001562702547347,0.0015250973918902,0.002585101614958,0.0003815738941138,0.0007586671308901
ResidualNeuralNetwork,0.0001,8.0,45.0,True,125.0,0.0002949979266709,0.0005408434292698,7.135927114846572e-05,0.0001434208348272,0.0014391667063131,0.002565120938439,0.0003570590707116,0.0007099418332741
ResidualNeuralNetwork,0.0001,8.0,45.0,True,126.0,0.0002992654826763,0.000541590816891,7.239302916507515e-05,0.0001463122726129,0.0014794766902923,0.0025730444200383,0.000367983894528,0.0007326144186205
ResidualNeuralNetwork,0.0001,8.0,45.0,True,127.0,0.0003240645092452,0.0005490087434609,7.910643907570132e-05,0.0001688767274756,0.0015749277183844,0.0025979773428455,0.0003913714075988,0.0008082591325232
ResidualNeuralNetwork,0.0001,8.0,45.0,True,128.0,0.0003257647478034,0.0005494866650702,7.92883055390052e-05,0.000172446660115,0.0016222050729787,0.002608650697852,0.0004086325753409,0.0008393683523501
ResidualNeuralNetwork,0.0001,8.0,45.0,True,129.0,0.00029873480453,0.000541599131016,7.239968146917954e-05,0.0001443186398304,0.0014622192712699,0.0025672492741038,0.0003619243935594,0.0007059076484644
