model,material,numSamples,algorithm,metric,n_neighbors,weights,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
KNearestNeighbors,iron,120,kd_tree,euclidean,24,distance,0.9832584606169512,0.9832584606169512,0.9832584606169512,0.9832584606169512,0.9996262384045936,1.2713439464569092,0.03800226275803895,13.980762052536011,0.22852949130192077
KNearestNeighbors,iron,120,kd_tree,euclidean,27,uniform,0.9598981731057205,0.9598981731057205,0.9598981731057205,0.9598981731057205,0.9978002202414122,1.1852561950683593,0.061820698386468094,15.890119361877442,0.373410509837075
KNearestNeighbors,iron,120,kd_tree,euclidean,27,distance,0.9817310572027553,0.9817310572027553,0.9817310572027553,0.9817310572027553,0.9996071459345013,1.229559326171875,0.07852868674303431,14.948085832595826,0.2373945008474561
KNearestNeighbors,iron,120,kd_tree,euclidean,30,uniform,0.9555555555555555,0.9555555555555555,0.9555555555555555,0.9555555555555555,0.9974786757997072,1.2993811130523683,0.1593882043983008,17.210157918930054,0.32473219537041464
KNearestNeighbors,iron,120,kd_tree,euclidean,30,distance,0.980263551961665,0.980263551961665,0.980263551961665,0.980263551961665,0.9995883474754619,1.242604875564575,0.050964612127801,16.039285612106323,0.7288174595292192
KNearestNeighbors,iron,120,kd_tree,manhattan,3,uniform,0.9983228511530398,0.9983228511530398,0.9983228511530398,0.9983228511530398,0.9998466319238748,1.2582704544067382,0.04727486343908149,10.097878313064575,0.33213533290648733
KNearestNeighbors,iron,120,kd_tree,manhattan,3,distance,0.9988619347109914,0.9988619347109914,0.9988619347109914,0.9988619347109914,0.9998494257240844,1.2627710819244384,0.09403676191557883,9.640756273269654,0.3880369534235035
KNearestNeighbors,iron,120,kd_tree,manhattan,6,uniform,0.9960467205750223,0.9960467205750223,0.9960467205750223,0.9960467205750223,0.9998684502421558,1.4131887435913086,0.07605232295929856,16.098520374298097,0.45535355004160555
KNearestNeighbors,iron,120,kd_tree,manhattan,6,distance,0.9983228511530399,0.9983228511530399,0.9983228511530399,0.9983228511530399,0.9998845408839026,1.3891233921051025,0.07035025950090112,14.806283950805664,0.24935073163222712
KNearestNeighbors,iron,120,kd_tree,manhattan,9,uniform,0.9942497753818508,0.9942497753818508,0.9942497753818508,0.9942497753818508,0.9998486196632385,1.3943647861480712,0.12050409011532986,18.681081199645995,0.5027241888286414
KNearestNeighbors,iron,120,kd_tree,manhattan,9,distance,0.9973944294699011,0.9973944294699011,0.9973944294699011,0.9973944294699011,0.9998987992630546,1.3861835479736329,0.11522207052466166,17.920704460144044,0.6945877493085559
KNearestNeighbors,iron,120,kd_tree,manhattan,12,uniform,0.9915244085055406,0.9915244085055406,0.9915244085055406,0.9915244085055406,0.9998071779147054,1.2529568195343017,0.0399079184786647,22.831833028793334,0.2734592180482567
