model,Accuracy,F1,Precision,Recall,mean_fit_time,std_fit_time,mean_score_time,std_score_time
DecisionTree,0.9977166629230307,0.9977166629230307,0.9977166629230307,0.9977166629230307,2.730190598964691,0.10481667127280453,0.32806752920150756,0.02410837037690565
KNearestNeighbors,0.9996745142632525,0.9996745142632525,0.9996745142632525,0.9996745142632525,0.29063056707382195,0.07684939442699522,76.16886374950408,0.9192437609914106
NearestCentroid,0.7383019569856245,0.7383019569856245,0.7383019569856245,0.7383019569856245,0.2423361539840698,0.03546518796307052,0.24471231698989862,0.04810279668443322
NeuralNetwork,0.965528601377658,0.965528601377658,0.965528601377658,0.965528601377658,194.4184166908264,41.87889150209666,0.3697190284729004,0.0277264549011592
RandomForest,0.9995975942460317,0.9995975942460317,0.9995975942460317,0.9995975942460317,16.55955891609192,0.1706103889108427,0.5509738087654114,0.044614163018579074
StochasticGradientDescent,0.8673754890124289,0.8673754890124289,0.8673754890124289,0.8673754890124289,2.4707234025001528,0.09337042363364781,0.2064022064208984,0.0099178617814346
SupportVectorMachine,0.7277640433138663,0.7277640433138663,0.7277640433138663,0.7277640433138663,543.5929625034332,26.52221540324334,76.63394639492034,3.386488248364656
