model,material,numSamples,metric,Accuracy,F1,Precision,Recall,mean_fit_time,std_fit_time,mean_score_time,std_score_time
NearestCentroid,iron,240,minkowski,0.7003893381251871,0.7003893381251871,0.7003893381251871,0.7003893381251871,0.363419771194458,0.012138125003911588,0.2721549034118652,0.06285017321509223
NearestCentroid,iron,240,euclidean,0.7003893381251871,0.7003893381251871,0.7003893381251871,0.7003893381251871,0.3438697338104248,0.01974322214764817,0.417391300201416,0.03157109229596281
NearestCentroid,iron,240,manhattan,0.6504342617550164,0.6504342617550164,0.6504342617550164,0.6504342617550164,0.5276949882507325,0.06444942837845732,0.2918227195739746,0.03213924738049638
NearestCentroid,iron,240,chebyshev,0.6816112608565439,0.6816112608565439,0.6816112608565439,0.6816112608565439,0.29122190475463866,0.04221449948453452,0.20714340209960938,0.04660445194421216
