model,material,numSamples,algorithm,metric,n_neighbors,weights,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
KNearestNeighbors,copper,240,ball_tree,chebyshev,3,distance,1.0,1.0,1.0,1.0,1.0,6.341025352478027,0.10824022249088727,105.27285261154175,4.750441956251221
KNearestNeighbors,copper,240,ball_tree,chebyshev,6,uniform,1.0,1.0,1.0,1.0,1.0,6.25478458404541,0.3185139684590724,111.83706488609315,1.9304595828629687
KNearestNeighbors,copper,240,ball_tree,chebyshev,6,distance,1.0,1.0,1.0,1.0,1.0,6.578772163391113,0.12814693498115776,110.24812216758728,2.676794805778817
KNearestNeighbors,copper,240,ball_tree,chebyshev,9,uniform,1.0,1.0,1.0,1.0,1.0,6.481610441207886,0.4907526471309503,116.79659733772277,2.6667652749761146
KNearestNeighbors,copper,240,ball_tree,chebyshev,9,distance,1.0,1.0,1.0,1.0,1.0,6.458401918411255,0.3635044446437159,114.56513514518738,2.3545020797195986
KNearestNeighbors,copper,240,ball_tree,chebyshev,12,uniform,1.0,1.0,1.0,1.0,1.0,6.559402894973755,0.1895505540303667,122.0750964641571,3.0576166748558578
KNearestNeighbors,copper,240,ball_tree,chebyshev,12,distance,1.0,1.0,1.0,1.0,1.0,6.641951227188111,0.24698988672282882,118.30323944091796,2.1037998750673474
KNearestNeighbors,copper,240,ball_tree,chebyshev,15,uniform,1.0,1.0,1.0,1.0,1.0,6.574754619598389,0.2969109482725693,125.81208696365357,2.5429717721417453
KNearestNeighbors,copper,240,ball_tree,chebyshev,15,distance,1.0,1.0,1.0,1.0,1.0,6.882389736175537,0.1461078609734918,123.49198021888733,2.204561279504577
KNearestNeighbors,copper,240,ball_tree,chebyshev,18,uniform,1.0,1.0,1.0,1.0,1.0,6.677553606033325,0.19713237063798886,128.07622394561767,3.613836210162582
KNearestNeighbors,copper,240,ball_tree,chebyshev,18,distance,1.0,1.0,1.0,1.0,1.0,6.672239637374878,0.3112169871578397,125.16885128021241,3.192082844418755
KNearestNeighbors,copper,240,ball_tree,chebyshev,21,uniform,0.9998883928571429,0.9998883928571429,0.9998883928571429,0.9998883928571429,1.0,6.648294973373413,0.2444790722616437,131.27787837982177,3.5976045159725563
KNearestNeighbors,copper,240,ball_tree,chebyshev,21,distance,1.0,1.0,1.0,1.0,1.0,6.608647966384888,0.1774309219624016,129.4970639228821,2.530328400480045
KNearestNeighbors,copper,240,ball_tree,chebyshev,24,uniform,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9995982142857143,0.9999985489311743,6.577368307113647,0.21791610686022775,132.85900554656982,2.5138488981612466
KNearestNeighbors,copper,240,ball_tree,chebyshev,24,distance,1.0,1.0,1.0,1.0,1.0,6.732821464538574,0.21166339357023733,128.88534898757933,3.3028844013574026
KNearestNeighbors,copper,240,ball_tree,chebyshev,27,uniform,0.999174107142857,0.999174107142857,0.999174107142857,0.999174107142857,0.9999969731611216,6.769829654693604,0.19324765808179112,135.48232855796815,2.4614722953733996
KNearestNeighbors,copper,240,ball_tree,chebyshev,27,distance,1.0,1.0,1.0,1.0,1.0,6.7402088165283205,0.13347921849214922,130.78105387687683,1.8947235408381717
KNearestNeighbors,copper,240,ball_tree,chebyshev,30,uniform,0.9988839285714285,0.9988839285714285,0.9988839285714285,0.9988839285714285,0.9999952500168913,6.53467960357666,0.24225924362964654,130.93235912323,1.551087236998157
KNearestNeighbors,copper,240,ball_tree,chebyshev,30,distance,1.0,1.0,1.0,1.0,1.0,6.723903656005859,0.1728809596874203,120.81786260604858,2.1018536100268626
KNearestNeighbors,copper,240,kd_tree,minkowski,3,uniform,1.0,1.0,1.0,1.0,1.0,6.757827711105347,0.15528619028252302,14.129987144470215,0.9296761842826936
KNearestNeighbors,copper,240,kd_tree,minkowski,3,distance,1.0,1.0,1.0,1.0,1.0,6.486287546157837,0.2092225604911593,11.53928246498108,0.395219972676462
KNearestNeighbors,copper,240,kd_tree,minkowski,6,uniform,1.0,1.0,1.0,1.0,1.0,5.448466110229492,0.4005396479730228,15.482269859313964,0.23225944312049335
