model,material,numSamples,activation,alpha,hidden_layer_sizes,learning_rate,max_iter,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,100,0.8887690925426774,0.8887690925426774,0.8887690925426774,0.8887690925426774,0.9856372263906203,134.98170981407165,10.772011383611666,0.4055623531341553,0.008196053184291072
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,200,0.8906558849955077,0.8906558849955077,0.8906558849955077,0.8906558849955077,0.9864872219138736,115.61631679534912,30.78316878721163,0.3901326656341553,0.022537578968079446
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,300,0.8982030548068284,0.8982030548068284,0.8982030548068284,0.8982030548068284,0.9858099458867102,118.11429290771484,31.568231981969046,0.3854823589324951,0.004177830713246317
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,400,0.9071278825995807,0.9071278825995807,0.9071278825995807,0.9071278825995807,0.986793633514457,112.06100749969482,23.695047320449582,0.41320028305053713,0.022214411336394485
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,500,0.9043126684636118,0.9043126684636118,0.9043126684636118,0.9043126684636118,0.9878227230532008,134.6584433555603,32.34039076209541,0.40976781845092775,0.025901728081600645
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,600,0.8992512728361785,0.8992512728361785,0.8992512728361785,0.8992512728361785,0.9873584257558277,125.3079345703125,16.53462386673731,0.38807287216186526,0.015337671260908235
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,700,0.9010182689427972,0.9010182689427972,0.9010182689427972,0.9010182689427972,0.9871973084555972,127.4266863822937,22.246921763231914,0.42584619522094724,0.034371594822413976
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,800,0.8835280023959268,0.8835280023959268,0.8835280023959268,0.8835280023959268,0.9859540256254288,130.96685619354247,28.914860469507783,0.41717119216918946,0.02647429823079381
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,900,0.8971548367774783,0.8971548367774783,0.8971548367774783,0.8971548367774783,0.9865561740570176,138.4584427833557,32.241063389981555,0.4303432941436768,0.0395966237302253
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",constant,1000,0.8782869122491764,0.8782869122491764,0.8782869122491764,0.8782869122491764,0.9855421856227535,130.50402388572692,24.68930578887243,0.3965624809265137,0.016628395616019608
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,100,0.8972746331236898,0.8972746331236898,0.8972746331236898,0.8972746331236898,0.9867760877439691,129.37511463165282,18.26035306190051,0.4285730361938477,0.038469385465795605
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,200,0.8868523510032944,0.8868523510032944,0.8868523510032944,0.8868523510032944,0.9846441495688172,115.540930891037,20.6749736663461,0.3952958106994629,0.009389839123371768
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,300,0.8980233602875112,0.8980233602875112,0.8980233602875112,0.8980233602875112,0.9864065287991177,124.10292739868164,16.393762960518114,0.4106601715087891,0.030335858886272816
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,400,0.9009284216831386,0.9009284216831386,0.9009284216831386,0.9009284216831386,0.9864265573867375,137.11984505653382,38.32428599515241,0.4036306858062744,0.02755262329852491
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,500,0.90020964360587,0.90020964360587,0.90020964360587,0.90020964360587,0.9864560072287194,125.77017726898194,26.30925267829097,0.39711151123046873,0.009217510536538668
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,600,0.8994609164420485,0.8994609164420485,0.8994609164420485,0.8994609164420485,0.986872567745231,108.26842241287231,15.281554650580302,0.40831336975097654,0.03904053623471304
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,700,0.8940700808625337,0.8940700808625337,0.8940700808625337,0.8940700808625337,0.9854488436060242,126.82471351623535,20.2990548360406,0.4048300743103027,0.025227235736649443
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,800,0.888409703504043,0.888409703504043,0.888409703504043,0.888409703504043,0.9849861926052295,125.43675923347473,29.09501523572675,0.4087998867034912,0.015134034909074086
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,900,0.8941000299490864,0.8941000299490864,0.8941000299490864,0.8941000299490864,0.9854058157569708,99.16842212677003,18.06344024823312,0.40651588439941405,0.03382411212123933
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",invscaling,1000,0.895926924228811,0.895926924228811,0.895926924228811,0.895926924228811,0.9875191659038561,135.64129090309143,18.936204977365815,0.3972650051116943,0.011532405381433837
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,100,0.8943096735549567,0.8943096735549567,0.8943096735549567,0.8943096735549567,0.9851015575947197,112.02315168380737,21.95835922295212,0.40669898986816405,0.029691139619496567
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,200,0.8997005091344713,0.8997005091344713,0.8997005091344713,0.8997005091344713,0.9862930286263769,120.29865264892578,37.64657190351887,0.38421335220336916,0.013246738676202586
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,300,0.8978137166816411,0.8978137166816411,0.8978137166816411,0.8978137166816411,0.9868786481389563,127.67472610473632,19.164619662342723,0.4274641513824463,0.02093363801448876
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,400,0.9056304282719376,0.9056304282719376,0.9056304282719376,0.9056304282719376,0.9875013199452918,127.22957677841187,21.91546515828267,0.3888261795043945,0.010360352811895363
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,500,0.9028451632225216,0.9028451632225216,0.9028451632225216,0.9028451632225216,0.9866874274967378,129.27241997718812,14.597943575485296,0.39868593215942383,0.015909537564618575
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,600,0.9065289008685233,0.9065289008685233,0.9065289008685233,0.9065289008685233,0.9876184856842573,139.2501431941986,41.719854517083036,0.39274230003356936,0.008161286773500956
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,700,0.889967056004792,0.889967056004792,0.889967056004792,0.889967056004792,0.9874836105179078,145.67765164375305,34.000094403014586,0.39820151329040526,0.019866217320448142
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,800,0.8965558550464211,0.8965558550464211,0.8965558550464211,0.8965558550464211,0.9859279036883948,122.83110466003419,26.296911158453167,0.40232000350952146,0.02722419703316399
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,900,0.890146750524109,0.890146750524109,0.890146750524109,0.890146750524109,0.9852940043712135,114.06121149063111,14.127501057897936,0.4013352870941162,0.017305121795483977
NeuralNetwork,iron,240,identity,0.1,"(100, 100, 100)",adaptive,1000,0.9089248277927524,0.9089248277927524,0.9089248277927524,0.9089248277927524,0.9873742802992153,127.127467918396,26.56579338997961,0.3888967037200928,0.027244549626658357
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,100,0.8812219227313566,0.8812219227313566,0.8812219227313566,0.8812219227313566,0.981773868933703,85.3567536830902,1.1907010971967504,0.3665322303771973,0.03151086017769169
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,200,0.9173105720275532,0.9173105720275532,0.9173105720275532,0.9173105720275532,0.9893504416069471,165.55924401283264,3.0441480270088928,0.36185078620910643,0.02457091411534664
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,300,0.9384246780473194,0.9384246780473194,0.9384246780473194,0.9384246780473194,0.9930305664729305,245.0198272228241,4.544515992028603,0.351138973236084,0.02691975267929514
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,400,0.9522312069481881,0.9522312069481881,0.9522312069481881,0.9522312069481881,0.9959747371925145,322.9099766731262,7.38063677017638,0.3688220500946045,0.04639040118647299
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,500,0.9569631626235399,0.9569631626235399,0.9569631626235399,0.9569631626235399,0.9970125473721284,399.61339302062987,7.762545772157252,0.3697878360748291,0.04758236494786528
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,600,0.9574423480083858,0.9574423480083858,0.9574423480083858,0.9574423480083858,0.9972126926878083,408.91964783668516,37.731358730527305,0.3428229331970215,0.0034349770611636484
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,700,0.9645402815214135,0.9645402815214135,0.9645402815214135,0.9645402815214135,0.9976556579371654,457.3968705654144,73.89829466808894,0.3372802734375,0.01597604897509251
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,800,0.959988020365379,0.959988020365379,0.959988020365379,0.959988020365379,0.997424031072949,432.26058650016785,61.52003565657957,0.326450252532959,0.007137380876148283
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,900,0.9559748427672956,0.9559748427672956,0.9559748427672956,0.9559748427672956,0.9966846766954758,404.41370878219607,65.04326707416969,0.34423341751098635,0.016194651365289487
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",constant,1000,0.9618448637316561,0.9618448637316561,0.9618448637316561,0.9618448637316561,0.9972327781706483,429.6462045669556,71.0881235833319,0.33347744941711427,0.011928125439337472
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,100,0.8878406708595389,0.8878406708595389,0.8878406708595389,0.8878406708595389,0.9823642837153468,81.49725227355957,1.592260093488251,0.3705475330352783,0.03136142661981014
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,200,0.9197663971248877,0.9197663971248877,0.9197663971248877,0.9197663971248877,0.9894708297156759,160.10834927558898,2.780588586117869,0.3518226146697998,0.01913682770826652
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,300,0.9341419586702606,0.9341419586702606,0.9341419586702606,0.9341419586702606,0.9931726655125545,246.62651925086976,4.837019137849228,0.3690234661102295,0.028407761635040617
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,400,0.9514225816112608,0.9514225816112608,0.9514225816112608,0.9514225816112608,0.9958008873544311,318.27033109664916,5.608775674650332,0.3549514293670654,0.015309513992702731
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,500,0.9587900569032645,0.9587900569032645,0.9587900569032645,0.9587900569032645,0.9971073586950233,396.0433226108551,15.519521192919177,0.3736599922180176,0.010098151668553875
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,600,0.9687032045522612,0.9687032045522612,0.9687032045522612,0.9687032045522612,0.9978567640526016,469.8880997180939,32.17158355078581,0.34046387672424316,0.01634314177491675
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,700,0.9676250374363582,0.9676250374363582,0.9676250374363582,0.9676250374363582,0.9977994983540992,468.5936971664429,71.79461119620242,0.33714795112609863,0.02195258099802057
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,800,0.9633123689727462,0.9633123689727462,0.9633123689727462,0.9633123689727462,0.9975192497966642,452.0241220474243,72.19567399502134,0.334777307510376,0.015100743943394657
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,900,0.9633123689727464,0.9633123689727464,0.9633123689727464,0.9633123689727464,0.9975047610929977,447.03625593185427,54.428193089399905,0.33451151847839355,0.014904011623886763
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",invscaling,1000,0.9661275831087153,0.9661275831087153,0.9661275831087153,0.9661275831087153,0.997983972423734,473.86701850891114,39.511647104841785,0.3392662525177002,0.02223838514114247
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,100,0.8868523510032944,0.8868523510032944,0.8868523510032944,0.8868523510032944,0.982281153856014,81.71887702941895,1.6136675380358267,0.36225452423095705,0.02888342999065364
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,200,0.9204552261156035,0.9204552261156035,0.9204552261156035,0.9204552261156035,0.9895225850585325,162.64256348609925,3.5526483687010053,0.3547393321990967,0.006772183908114528
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,300,0.9384546271338724,0.9384546271338724,0.9384546271338724,0.9384546271338724,0.9931873098261971,242.62736210823059,5.520027784812391,0.35770459175109864,0.014704947643405063
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,400,0.9435160227613058,0.9435160227613058,0.9435160227613058,0.9435160227613058,0.9955567866478818,319.8471118927002,6.281880911761178,0.34430742263793945,0.015126208804761128
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,500,0.9556154537286613,0.9556154537286613,0.9556154537286613,0.9556154537286613,0.996364941930727,375.381519651413,62.060970078323045,0.351438570022583,0.018622417444569148
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,600,0.9653489068583407,0.9653489068583407,0.9653489068583407,0.9653489068583407,0.9979609422732268,470.287393951416,20.613456212270425,0.34966530799865725,0.013063575749846835
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,700,0.9663372267145851,0.9663372267145851,0.9663372267145851,0.9663372267145851,0.9975877946837596,461.9486283779144,81.58384819195406,0.33693604469299315,0.0201085179534335
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,800,0.9625935908954777,0.9625935908954777,0.9625935908954777,0.9625935908954777,0.9974317151410904,440.4657567977905,43.50730499630853,0.3371119022369385,0.01664559674314865
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,900,0.9646301287810722,0.9646301287810722,0.9646301287810722,0.9646301287810722,0.9979995085757564,495.8490630626678,47.99632629023262,0.3473671913146973,0.01609777348504367
NeuralNetwork,iron,240,logistic,0.0001,"(100,)",adaptive,1000,0.9642108415693322,0.9642108415693322,0.9642108415693322,0.9642108415693322,0.9976485793076971,445.5114016532898,37.43932647230517,0.33683185577392577,0.02760573512522954
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,100,0.9220125786163523,0.9220125786163523,0.9220125786163523,0.9220125786163523,0.9903676971497408,121.59674468040467,2.669329236189301,0.44878387451171875,0.03105173104649992
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,200,0.9587900569032645,0.9587900569032645,0.9587900569032645,0.9587900569032645,0.9967085783700057,244.32921214103698,5.251752170783057,0.41407361030578616,0.009230252448383767
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,300,0.9696016771488469,0.9696016771488469,0.9696016771488469,0.9696016771488469,0.9983254936016961,356.44701652526857,16.128182597008035,0.4426837921142578,0.02718900092890216
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,400,0.972806229410003,0.972806229410003,0.972806229410003,0.972806229410003,0.9986636960998727,414.67717146873474,53.38135910102606,0.41801023483276367,0.01638689810289235
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,500,0.9655585504642108,0.9655585504642108,0.9655585504642108,0.9655585504642108,0.9982258451571872,382.0703794956207,71.43884624331835,0.4386101722717285,0.026690982356707346
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,600,0.967894579215334,0.967894579215334,0.967894579215334,0.967894579215334,0.9983055538864173,356.4916962623596,42.36633640288262,0.41811132431030273,0.020299315280289512
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,700,0.9613656783468105,0.9613656783468105,0.9613656783468105,0.9613656783468105,0.9979119108074114,371.9733708381653,85.72601266666982,0.416638708114624,0.015280437749971364
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,800,0.9686732554657084,0.9686732554657084,0.9686732554657084,0.9686732554657084,0.9985100007344336,407.0055768966675,55.90369008846046,0.41976637840270997,0.01585379740206183
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,900,0.9654387541179995,0.9654387541179995,0.9654387541179995,0.9654387541179995,0.9985000632980825,387.6953388690948,27.754315619095166,0.4066765308380127,0.006743918324607955
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",constant,1000,0.9638814016172507,0.9638814016172507,0.9638814016172507,0.9638814016172507,0.9981515367606525,369.40004072189333,41.67589428728827,0.43808555603027344,0.011761656120086037
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,100,0.9226714585205151,0.9226714585205151,0.9226714585205151,0.9226714585205151,0.9901225355512194,119.6839455127716,2.40515441697626,0.4353701114654541,0.024588350447498783
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,200,0.9534890685834082,0.9534890685834082,0.9534890685834082,0.9534890685834082,0.9967965901479635,240.81300921440123,5.546805157812224,0.4559045314788818,0.03603558817538743
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,300,0.9663372267145853,0.9663372267145853,0.9663372267145853,0.9663372267145853,0.9982627380327609,350.5984444618225,12.761581602937957,0.4311939239501953,0.025420049264914646
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,400,0.9730458221024259,0.9730458221024259,0.9730458221024259,0.9730458221024259,0.9985443506527808,401.9652457714081,65.94728753918871,0.41819057464599607,0.009161254932550678
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,500,0.9642707397424379,0.9642707397424379,0.9642707397424379,0.9642707397424379,0.99838015401209,382.2635546207428,27.879387377031726,0.42234148979187014,0.027681753472632596
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,600,0.9710392333033843,0.9710392333033843,0.9710392333033843,0.9710392333033843,0.9985754094811092,391.79518365859985,33.991743511574285,0.437437915802002,0.02838860832558035
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,700,0.9621443545971848,0.9621443545971848,0.9621443545971848,0.9621443545971848,0.9981871845168401,365.06853489875795,46.585760482575864,0.43201208114624023,0.03339028255685944
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,800,0.9680742737346512,0.9680742737346512,0.9680742737346512,0.9680742737346512,0.9982268981124168,347.85330495834353,44.27801287455542,0.4174774646759033,0.01854437329722808
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,900,0.9699910152740341,0.9699910152740341,0.9699910152740341,0.9699910152740341,0.9985440784759796,399.49474358558655,52.46773444230473,0.4253232955932617,0.007000534741279975
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",invscaling,1000,0.9715483677747828,0.9715483677747828,0.9715483677747828,0.9715483677747828,0.9985594508982928,419.0510464191437,61.42755193687107,0.4452993869781494,0.026497325851881633
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,100,0.916082659478886,0.916082659478886,0.916082659478886,0.916082659478886,0.9897677752309528,120.7887228012085,1.1444790192377956,0.457798433303833,0.01715402541037286
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,200,0.95633423180593,0.95633423180593,0.95633423180593,0.95633423180593,0.9965211235222631,245.22905883789062,4.183743047454788,0.4617798328399658,0.03296605216684643
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,300,0.9658580413297395,0.9658580413297395,0.9658580413297395,0.9658580413297395,0.9982338070512666,349.5980863571167,19.09937786030148,0.4704428195953369,0.0396589049636356
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,400,0.9686133572926025,0.9686133572926025,0.9686133572926025,0.9686133572926025,0.9983421698933382,377.8929118156433,50.512599165393674,0.4252769470214844,0.016426040320983964
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,500,0.9694519317160826,0.9694519317160826,0.9694519317160826,0.9694519317160826,0.9983750190004053,387.7233689785004,54.36606690301555,0.42286295890808107,0.009168754299072527
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,600,0.970440251572327,0.970440251572327,0.970440251572327,0.970440251572327,0.9985095137839458,392.5028046607971,40.81966124443749,0.4101205825805664,0.014271923468144591
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,700,0.9712189278227015,0.9712189278227015,0.9712189278227015,0.9712189278227015,0.9985584238759309,393.4738410949707,44.79323931807904,0.4327274799346924,0.03043562155556883
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,800,0.9663671758011381,0.9663671758011381,0.9663671758011381,0.9663671758011381,0.9981650639232204,354.33578605651854,18.213065324582832,0.42386503219604493,0.011337922812553445
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,900,0.9701707097933513,0.9701707097933513,0.9701707097933513,0.9701707097933513,0.9985693128303745,396.7124721050262,56.53463429067772,0.41573381423950195,0.028619242386169242
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100)",adaptive,1000,0.9655585504642108,0.9655585504642108,0.9655585504642108,0.9655585504642108,0.9983398631638842,368.1305908203125,48.721735868675445,0.4079444408416748,0.01883770015103038
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,100,0.9237196765498652,0.9237196765498652,0.9237196765498652,0.9237196765498652,0.991449317099964,160.8648049354553,2.239274415306568,0.533806562423706,0.04242812023219011
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,200,0.9566037735849056,0.9566037735849056,0.9566037735849056,0.9566037735849056,0.9971211215841655,320.9464317798614,5.552067819804478,0.5212232112884522,0.030530448907958613
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,300,0.9667265648397725,0.9667265648397725,0.9667265648397725,0.9667265648397725,0.9982378521932102,414.519895029068,29.727331058519887,0.508836317062378,0.018523249097075256
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,400,0.97026055705301,0.97026055705301,0.97026055705301,0.97026055705301,0.9985182861554349,453.969850730896,30.93102796262091,0.5286990642547608,0.025744072924515554
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,500,0.9692123390236598,0.9692123390236598,0.9692123390236598,0.9692123390236598,0.9984335183924549,440.34784841537476,76.40907697942656,0.5033113956451416,0.01898669572314484
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,600,0.9658280922431866,0.9658280922431866,0.9658280922431866,0.9658280922431866,0.9981160500575662,398.05506429672243,20.998727115634864,0.5178038120269776,0.020448310927981758
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,700,0.9499850254567235,0.9499850254567235,0.9499850254567235,0.9499850254567235,0.9963214014836519,414.22181034088135,59.114817149364384,0.5139980792999268,0.013044346391078139
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,800,0.9634022162324051,0.9634022162324051,0.9634022162324051,0.9634022162324051,0.9979582445990927,496.4508687496185,85.00219011714559,0.48966565132141116,0.016946461319972524
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,900,0.9691224917640012,0.9691224917640012,0.9691224917640012,0.9691224917640012,0.9984322659719457,461.66046113967894,109.06823791655187,0.4864068508148193,0.017472980934795317
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",constant,1000,0.97067984426475,0.97067984426475,0.97067984426475,0.97067984426475,0.9986630839903368,466.8364106178284,68.73985970739231,0.5138736248016358,0.03150973229031827
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,100,0.9221024258760109,0.9221024258760109,0.9221024258760109,0.9221024258760109,0.9911364306545675,156.3109459400177,3.2306748508408525,0.5106465339660644,0.01650795739656721
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,200,0.9565139263252471,0.9565139263252471,0.9565139263252471,0.9565139263252471,0.9969418424419022,312.77415657043457,6.076539591136692,0.5190170288085938,0.012766545767104651
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,300,0.9713686732554656,0.9713686732554656,0.9713686732554656,0.9713686732554656,0.9986206176812417,448.0907549858093,21.839431237447442,0.5116253852844238,0.02064725735153936
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,400,0.968313866427074,0.968313866427074,0.968313866427074,0.968313866427074,0.9985724584091746,502.7667421340942,73.22498612839655,0.502643632888794,0.005954572327635307
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,500,0.9649895178197065,0.9649895178197065,0.9649895178197065,0.9649895178197065,0.9981156684142969,457.9813123226166,50.47924092169116,0.503856897354126,0.02367123033469962
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,600,0.9676549865229109,0.9676549865229109,0.9676549865229109,0.9676549865229109,0.9982378229570964,454.2347120285034,107.2994296892997,0.5066919326782227,0.018089077327211572
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,700,0.9675651392632524,0.9675651392632524,0.9675651392632524,0.9675651392632524,0.9985133139578298,469.407540178299,104.11266774917337,0.5040621280670166,0.02268606622240394
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,800,0.9621743036837376,0.9621743036837376,0.9621743036837376,0.9621743036837376,0.9976922766326609,395.81336131095884,51.17032316106818,0.5025842189788818,0.02022814619017499
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,900,0.969392033542977,0.969392033542977,0.969392033542977,0.969392033542977,0.9985490912969313,436.16693925857544,38.73431542775348,0.5120128154754638,0.0132959094785212
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",invscaling,1000,0.9729260257562145,0.9729260257562145,0.9729260257562145,0.9729260257562145,0.9987632661539088,469.3863073348999,65.95022260275977,0.5381656169891358,0.021794341855113884
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,100,0.923150643905361,0.923150643905361,0.923150643905361,0.923150643905361,0.991394348874967,156.2883439064026,3.31576098048873,0.5452145099639892,0.028442775450031238
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,200,0.9614854746930218,0.9614854746930218,0.9614854746930218,0.9614854746930218,0.9973631473521454,313.3603841304779,7.036260486427011,0.4921457767486572,0.01225271806886095
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,300,0.9578915843066786,0.9578915843066786,0.9578915843066786,0.9578915843066786,0.9973890213537269,436.2925449848175,40.21045927656471,0.5258852481842041,0.01933929438601519
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,400,0.970020964360587,0.970020964360587,0.970020964360587,0.970020964360587,0.9985281069091119,478.38985776901245,71.21058368867116,0.5078346252441406,0.030075195189308738
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,500,0.9549565738244983,0.9549565738244983,0.9549565738244983,0.9549565738244983,0.99729869986215,511.12988142967225,61.635039410186714,0.5172743320465087,0.023699554064786483
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,600,0.9573824498352801,0.9573824498352801,0.9573824498352801,0.9573824498352801,0.9972829601274981,426.29312534332274,63.01738998541401,0.4990869998931885,0.011871761403184486
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,700,0.9714285714285713,0.9714285714285713,0.9714285714285713,0.9714285714285713,0.9988209505648887,471.20007781982423,52.15000437961936,0.4907971382141113,0.022854256713203323
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,800,0.968733153638814,0.968733153638814,0.968733153638814,0.968733153638814,0.9984596130128389,465.4865530967712,46.02588343372135,0.5174578189849853,0.02906880974741177
NeuralNetwork,iron,240,logistic,0.0001,"(100, 100, 100)",adaptive,900,0.9694519317160827,0.9694519317160827,0.9694519317160827,0.9694519317160827,0.9983236100691281,418.4911825656891,54.62396407251339,0.5206301212310791,0.04242906057173921
