model,material,numSamples,activation,alpha,hidden_layer_sizes,learning_rate,max_iter,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
NeuralNetwork,iron,240,identity,0.0001,"(100,)",invscaling,500,0.931057202755316,0.931057202755316,0.931057202755316,0.931057202755316,0.9920834440883237,157.37484669685364,20.35748827419838,0.32451810836791994,0.02901654931881495
NeuralNetwork,iron,240,identity,0.0001,"(100,)",invscaling,600,0.9268643306379156,0.9268643306379156,0.9268643306379156,0.9268643306379156,0.9906499005184626,118.16296968460082,14.973072179329764,0.3167086601257324,0.02775115260001453
NeuralNetwork,iron,240,identity,0.0001,"(100,)",invscaling,700,0.9280622941000299,0.9280622941000299,0.9280622941000299,0.9280622941000299,0.9911997301096601,139.23427367210388,26.860767077368767,0.30895605087280276,0.014703457548503211
NeuralNetwork,iron,240,identity,0.0001,"(100,)",invscaling,800,0.9222521713087751,0.9222521713087751,0.9222521713087751,0.9222521713087751,0.9913006633735713,136.29058895111083,18.83729218249162,0.30208444595336914,0.006042377822960219
NeuralNetwork,iron,240,identity,0.0001,"(100,)",invscaling,900,0.9299191374663073,0.9299191374663073,0.9299191374663073,0.9299191374663073,0.9915325547971635,142.0906852722168,16.654079671471624,0.3064742565155029,0.01223149296879675
NeuralNetwork,iron,240,identity,0.0001,"(100,)",invscaling,1000,0.9240191674153939,0.9240191674153939,0.9240191674153939,0.9240191674153939,0.9913250318247979,145.58056545257568,43.18728254746447,0.31855220794677735,0.021165213015805925
NeuralNetwork,iron,240,identity,0.0001,"(100,)",adaptive,100,0.9141958670260557,0.9141958670260557,0.9141958670260557,0.9141958670260557,0.987845106087498,77.53998470306396,1.5642634812847482,0.3348396301269531,0.035814293769814695
NeuralNetwork,iron,240,identity,0.0001,"(100,)",adaptive,200,0.9184486373165619,0.9184486373165619,0.9184486373165619,0.9184486373165619,0.9908800349683929,131.10321187973022,19.12592019784281,0.3221558094024658,0.03019752048191348
NeuralNetwork,iron,240,identity,0.0001,"(100,)",adaptive,300,0.9258161126085653,0.9258161126085653,0.9258161126085653,0.9258161126085653,0.9910703338424367,130.41872248649597,21.74507484756198,0.31065921783447265,0.018605030446759846
NeuralNetwork,iron,240,identity,0.0001,"(100,)",adaptive,400,0.929979035639413,0.929979035639413,0.929979035639413,0.929979035639413,0.9914575088482607,139.7810486793518,20.799880816909628,0.3043044567108154,0.008428399239202019
