model,material,numSamples,criterion,max_depth,splitter,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
DecisionTree,copper,240,log_loss,301,best,1.0,1.0,1.0,1.0,1.0,1.2260232448577881,0.01336052947567232,0.37234039306640626,0.011431977708356161
DecisionTree,copper,240,log_loss,301,random,1.0,1.0,1.0,1.0,1.0,0.8966258525848388,0.04092077866271856,0.3956003665924072,0.019134195914642483
DecisionTree,copper,240,log_loss,401,best,1.0,1.0,1.0,1.0,1.0,1.1593762397766114,0.026221222392981067,0.37686915397644044,0.012173851835046028
DecisionTree,copper,240,log_loss,401,random,1.0,1.0,1.0,1.0,1.0,0.8946047782897949,0.06181182917502217,0.3696866035461426,0.01788300245738748
DecisionTree,copper,240,log_loss,501,best,1.0,1.0,1.0,1.0,1.0,1.1437650203704834,0.0704457965418987,0.49483094215393064,0.07147290528588719
DecisionTree,copper,240,log_loss,501,random,1.0,1.0,1.0,1.0,1.0,0.8998205661773682,0.04726605182753823,0.4585110664367676,0.05025105500616241
DecisionTree,copper,240,log_loss,601,best,1.0,1.0,1.0,1.0,1.0,1.2520808219909667,0.07045088688251565,0.4013515949249268,0.02432723930576289
DecisionTree,copper,240,log_loss,601,random,1.0,1.0,1.0,1.0,1.0,0.9294072151184082,0.06311529903535165,0.4042690277099609,0.04806474348448699
DecisionTree,copper,240,log_loss,701,best,1.0,1.0,1.0,1.0,1.0,1.1806482315063476,0.07499661680622006,0.38739991188049316,0.01933132368691185
DecisionTree,copper,240,log_loss,701,random,1.0,1.0,1.0,1.0,1.0,0.9052812099456787,0.032935337023066114,0.3973090648651123,0.025238211419025106
DecisionTree,copper,240,log_loss,801,best,1.0,1.0,1.0,1.0,1.0,1.1840806961059571,0.06156955257289961,0.40496411323547366,0.025426034125455403
DecisionTree,copper,240,log_loss,801,random,1.0,1.0,1.0,1.0,1.0,0.8851008415222168,0.027543906963538534,0.4161660194396973,0.03671378042708335
DecisionTree,copper,240,log_loss,901,best,1.0,1.0,1.0,1.0,1.0,1.185181474685669,0.054102047115103545,0.2625250339508057,0.011980992668428357
DecisionTree,copper,240,log_loss,901,random,1.0,1.0,1.0,1.0,1.0,0.7619735717773437,0.10859976345557981,0.2510230541229248,0.028801368615016424
