model,material,numSamples,cache_size,degree,kernel,Accuracy,F1,Precision,Recall,mean_fit_time,std_fit_time,mean_score_time,std_score_time
SupportVectorMachine,iron,240,200,1,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,315.93031907081604,10.68036721409264,73.22846918106079,4.672197867110877
SupportVectorMachine,iron,240,200,1,poly,0.8292003593890387,0.8292003593890387,0.8292003593890387,0.8292003593890387,487.36888127326966,9.387609899182513,91.16819338798523,4.544315397676515
SupportVectorMachine,iron,240,200,1,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,435.83570828437803,15.279150865856186,135.3788381099701,9.753723991111563
SupportVectorMachine,iron,240,200,1,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,900.4702366828918,29.412705995467324,125.3654679775238,8.72685170208438
SupportVectorMachine,iron,240,200,2,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,304.4308145046234,5.431125209814448,71.43655490875244,1.5026911960657914
SupportVectorMachine,iron,240,200,2,poly,0.8474992512728361,0.8474992512728361,0.8474992512728361,0.8474992512728361,398.66903791427615,10.462008442703233,86.45411796569825,2.896153994019827
SupportVectorMachine,iron,240,200,2,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,426.74231524467467,14.901897578613514,257.31001262664796,105.45356762754722
SupportVectorMachine,iron,240,200,2,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,834.4624473571778,58.28300270173193,131.15317764282227,7.8281316225879145
SupportVectorMachine,iron,240,200,3,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,275.18877625465393,25.297961333276213,63.1027907371521,3.536218870882039
SupportVectorMachine,iron,240,200,3,poly,0.8771787960467206,0.8771787960467206,0.8771787960467206,0.8771787960467206,310.7818467617035,17.353907116411396,75.80577068328857,3.817334788063846
SupportVectorMachine,iron,240,200,3,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,430.2476541996002,13.565304787673657,222.28315210342407,109.38113279308995
SupportVectorMachine,iron,240,200,3,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,877.2511895656586,23.436239862287078,128.58826475143434,5.87693586745286
SupportVectorMachine,iron,240,200,4,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,286.2850070476532,8.897958348317196,62.26114830970764,3.7601179068029458
SupportVectorMachine,iron,240,200,4,poly,0.9088948787061994,0.9088948787061994,0.9088948787061994,0.9088948787061994,251.25149626731871,12.289427205196459,62.00115442276001,2.900129804360141
SupportVectorMachine,iron,240,200,4,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,412.1193363189697,26.16343458815509,180.76660981178284,92.89789235856574
SupportVectorMachine,iron,240,200,4,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,883.4430432796478,19.688933086919448,127.82687134742737,5.992851410206831
SupportVectorMachine,iron,240,200,5,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,302.42812595367434,10.852731118264954,68.16019554138184,3.331113606374183
SupportVectorMachine,iron,240,200,5,poly,0.929290206648697,0.929290206648697,0.929290206648697,0.929290206648697,217.32651734352112,3.4316641272152717,55.07177219390869,1.8355550549068778
SupportVectorMachine,iron,240,200,5,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,413.38753719329833,10.227756178593133,175.3327428340912,82.92938265141538
SupportVectorMachine,iron,240,200,5,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,890.8942670345307,23.09346099777083,136.33346762657166,2.971011690221909
SupportVectorMachine,iron,240,400,1,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,289.6071964263916,19.141902982716424,71.29182124137878,3.9469722006580152
SupportVectorMachine,iron,240,400,1,poly,0.8292003593890387,0.8292003593890387,0.8292003593890387,0.8292003593890387,469.56824707984924,21.710683599288874,95.95831627845764,1.8355537468936092
SupportVectorMachine,iron,240,400,1,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,427.76926403045655,9.549626415676055,193.5792856693268,81.10817680988825
SupportVectorMachine,iron,240,400,1,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,849.7398448467254,63.917587652493175,118.21112265586854,9.659604756397549
SupportVectorMachine,iron,240,400,2,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,289.881494474411,22.690844529993814,72.25882620811463,3.536399173394582
SupportVectorMachine,iron,240,400,2,poly,0.8474992512728361,0.8474992512728361,0.8474992512728361,0.8474992512728361,384.2141692638397,19.049957955941263,84.2330551147461,3.815459057392588
SupportVectorMachine,iron,240,400,2,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,421.3008118629456,13.044677285620155,211.99615054130555,113.47289910704822
SupportVectorMachine,iron,240,400,2,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,880.7256214141846,14.59750040811032,126.75394592285156,5.839756004929307
SupportVectorMachine,iron,240,400,3,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,283.49379720687864,6.494778656861263,70.1443799495697,2.3305092775575775
SupportVectorMachine,iron,240,400,3,poly,0.8771787960467206,0.8771787960467206,0.8771787960467206,0.8771787960467206,311.4189918994904,2.4960045206041297,73.778413438797,3.310377074201828
SupportVectorMachine,iron,240,400,3,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,426.1385344982147,13.125464133788597,226.08867554664613,109.01837674076909
SupportVectorMachine,iron,240,400,3,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,859.846452331543,37.47382055581824,129.9068190574646,5.347660012861326
SupportVectorMachine,iron,240,400,4,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,286.37520079612733,20.080752839351643,65.52894396781922,3.8670296280110747
SupportVectorMachine,iron,240,400,4,poly,0.9088948787061994,0.9088948787061994,0.9088948787061994,0.9088948787061994,249.53916172981263,3.1220515843767096,64.13884634971619,3.047523080797044
SupportVectorMachine,iron,240,400,4,rbf,0.8423180592991913,0.8423180592991913,0.8423180592991913,0.8423180592991913,418.47247490882876,10.565677940197443,187.69129452705383,85.10536386571766
SupportVectorMachine,iron,240,400,4,sigmoid,0.70062893081761,0.70062893081761,0.70062893081761,0.70062893081761,885.9120472431183,35.10133531731582,127.16129159927368,7.959564040964605
SupportVectorMachine,iron,240,400,5,linear,0.8864929619646601,0.8864929619646601,0.8864929619646601,0.8864929619646601,284.79095396995547,13.099251572992877,65.51494646072388,4.21725820444734
