model,material,numSamples,metric,Accuracy,F1,Precision,Recall,mean_fit_time,std_fit_time,mean_score_time,std_score_time
NearestCentroid,copper,120,minkowski,0.5939285714285715,0.5939285714285715,0.5939285714285715,0.5939285714285715,0.2408545970916748,0.012368084553600087,0.470265531539917,0.032430312629949144
NearestCentroid,copper,120,euclidean,0.5939285714285715,0.5939285714285715,0.5939285714285715,0.5939285714285715,0.2076657772064209,0.014215811402445017,0.529209041595459,0.042388582353711124
NearestCentroid,copper,120,manhattan,0.5847321428571428,0.5847321428571428,0.5847321428571428,0.5847321428571428,0.37681732177734373,0.060994951473086485,0.41373934745788576,0.04192534862701646
NearestCentroid,copper,120,chebyshev,0.6747991071428572,0.6747991071428572,0.6747991071428572,0.6747991071428572,0.18310837745666503,0.027595842779761414,0.29953975677490235,0.055658332270161204
