Model Name,learningRate,downScaleFactor,numEpochs,batchSize,Epoch,D Loss,G Loss,Img ID,Noise
GenerativeAdversarialNetwork,0.0001,32,100,45,96,0.6533433198928833,0.0019673148635774,images\epochs\GenerativeAdversarialNetwork\gSnrFnyzhV,False
GenerativeAdversarialNetwork,0.0001,32,100,45,97,0.6134729385375977,0.0020040967501699,images\epochs\GenerativeAdversarialNetwork\gSnrFnyzhV,False
GenerativeAdversarialNetwork,0.0001,32,100,45,98,0.6494068503379822,0.0013283487642183,images\epochs\GenerativeAdversarialNetwork\gSnrFnyzhV,False
GenerativeAdversarialNetwork,0.0001,32,100,45,99,0.6378489136695862,0.0030321581289172,images\epochs\GenerativeAdversarialNetwork\gSnrFnyzhV,False
GenerativeAdversarialNetwork,0.0001,20,100,45,0,0.2829601764678955,0.0179506838321685,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,1,0.3152336776256561,0.0165867209434509,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,2,0.4625419676303863,0.0137327099218964,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,3,0.4815262854099273,0.0085401535034179,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,4,0.518372118473053,0.0112893572077155,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,5,0.5833908915519714,0.0087923044338822,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,6,0.6850028038024902,0.0064772642217576,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,7,0.6567659378051758,0.0078513445332646,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,8,0.6659959554672241,0.0070544718764722,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,9,0.688289999961853,0.0067800995893776,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,10,0.6963935494422913,0.0055761970579624,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,11,0.6926074028015137,0.0057412260212004,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,12,0.6934298276901245,0.0061943004839122,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,13,0.6976161599159241,0.0060242675244808,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,14,0.6936230659484863,0.0056222514249384,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,15,0.6930986642837524,0.0047820000909268,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,16,0.693500816822052,0.0056195356883108,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,17,0.6966306567192078,0.0052316798828542,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,18,0.6913516521453857,0.0047639464028179,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,19,0.6913670301437378,0.0033138198778033,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,20,0.6947383880615234,0.0040469202212989,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,21,0.6915342211723328,0.005136773455888,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,22,0.6905291676521301,0.0041201962158083,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,23,0.693505585193634,0.0039257109165191,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,24,0.6937978267669678,0.0043884301558136,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,25,0.6921387314796448,0.0057382392697036,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,26,0.6911990642547607,0.0038370066322386,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,27,0.6930298209190369,0.0030708292033523,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,28,0.692589521408081,0.0047729387879371,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,29,0.6935292482376099,0.0026509722229093,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,30,0.6923164129257202,0.002797896740958,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,31,0.6938747763633728,0.0041060568764805,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,32,0.6926731467247009,0.0042520239949226,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,33,0.6926447749137878,0.0032938607037067,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,34,0.6933501362800598,0.0027163792401552,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,35,0.6928378939628601,0.0043058800511062,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,36,0.6943238973617554,0.0022393574472516,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,37,0.6935783624649048,0.0027706848923116,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,38,0.6921705603599548,0.0028818969149142,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,39,0.6936385631561279,0.0030010940972715,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,40,0.6923989653587341,0.003722155932337,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,41,0.6928732395172119,0.0034231485333293,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,42,0.6927438974380493,0.0033710822463035,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,43,0.6915327310562134,0.0034240293316543,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,44,0.6937183737754822,0.0029071541503071,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,45,0.6933804154396057,0.0040365429595112,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,46,0.6924616098403931,0.0029507994186133,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,47,0.6930274963378906,0.0033100065775215,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,48,0.6934220194816589,0.0028586871922016,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,49,0.6932203769683838,0.0028441424947232,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,50,0.6921057105064392,0.0028168389108031,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,51,0.6925216913223267,0.0026545447763055,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,52,0.6921769380569458,0.0027429345063865,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,53,0.6939055919647217,0.001744445762597,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,54,0.6930946707725525,0.0019236382795497,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,55,0.6926677227020264,0.0021404463332146,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,56,0.6938749551773071,0.002485963050276,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,57,0.6928712129592896,0.0029576397500932,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,58,0.6932044625282288,0.0029506634455174,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,59,0.6931880116462708,0.0028900725301355,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,60,0.6932916045188904,0.0024180319160223,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,61,0.6928333044052124,0.0038805871736258,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,62,0.6927857398986816,0.0020665719639509,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,63,0.6922811269760132,0.0022922987118363,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,64,0.6934314370155334,0.0037144941743463,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,65,0.6931728720664978,0.0021467553451657,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,66,0.6935240030288696,0.0026592649519443,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,67,0.6931369304656982,0.0026000179350376,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,68,0.6933724880218506,0.0032545407302677,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,69,0.6925095915794373,0.0034496325533837,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,70,0.6928512454032898,0.002462682314217,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
GenerativeAdversarialNetwork,0.0001,20,100,45,71,0.692987322807312,0.0025005044881254,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn,False
