model,material,numSamples,cache_size,degree,kernel,Accuracy,F1,Precision,Recall,mean_fit_time,std_fit_time,mean_score_time,std_score_time
SupportVectorMachine,copper,240,600,3,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,130.23194217681885,5.977776071290204,38.02192783355713,18.945368864232766
SupportVectorMachine,copper,240,600,3,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,316.3960280895233,9.239016472700383,52.11036443710327,1.6276505950655973
SupportVectorMachine,copper,240,600,4,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,58.428736209869385,1.2264967932167998,5.40167760848999,0.8511114704236559
SupportVectorMachine,copper,240,600,4,poly,0.9976339285714285,0.9976339285714285,0.9976339285714285,0.9976339285714285,55.19496021270752,3.624305221660268,3.892180347442627,0.7398541496212989
SupportVectorMachine,copper,240,600,4,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,133.78608617782592,1.8337269774039417,28.262572622299196,0.8861323244149037
SupportVectorMachine,copper,240,600,4,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,317.0800905227661,5.837926175435212,52.50245952606201,2.7417380109655496
SupportVectorMachine,copper,240,600,5,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,58.768963479995726,3.115555301678473,4.76710877418518,1.3511875026846916
SupportVectorMachine,copper,240,600,5,poly,0.9993080357142856,0.9993080357142856,0.9993080357142856,0.9993080357142856,42.019697761535646,1.8974081784941135,2.4957502365112303,0.8763887124110987
SupportVectorMachine,copper,240,600,5,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,130.89474997520446,4.125632281665741,27.81295475959778,0.8741765989767928
SupportVectorMachine,copper,240,600,5,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,320.42015357017516,4.792688780707119,50.211098766326906,5.958550853963603
SupportVectorMachine,copper,240,800,1,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,57.82677264213562,3.4680526786247974,4.820887756347656,1.084938596472849
SupportVectorMachine,copper,240,800,1,poly,0.9856696428571429,0.9856696428571429,0.9856696428571429,0.9856696428571429,172.0927155971527,4.356419320358589,25.26136965751648,1.6584825947834694
SupportVectorMachine,copper,240,800,1,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,126.3512568950653,2.406234307248487,37.61519122123718,17.062962218911615
SupportVectorMachine,copper,240,800,1,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,331.4574001312256,11.682368708278627,52.18358354568481,1.8279415188146595
SupportVectorMachine,copper,240,800,2,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,62.15641703605652,4.773230138272595,4.924445676803589,0.6891543042032358
SupportVectorMachine,copper,240,800,2,poly,0.9936830357142856,0.9936830357142856,0.9936830357142856,0.9936830357142856,111.30173711776733,3.7851565969536236,17.470343542099,0.7749325740724728
SupportVectorMachine,copper,240,800,2,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,134.50393190383912,2.5625910673979653,28.37637815475464,0.6059379237849107
SupportVectorMachine,copper,240,800,2,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,319.5410885334015,9.080297720365602,49.32261533737183,1.970105238167583
SupportVectorMachine,copper,240,800,3,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,56.93116908073425,1.8725635966892733,4.526239252090454,0.9110537796590253
SupportVectorMachine,copper,240,800,3,poly,0.99578125,0.99578125,0.99578125,0.99578125,75.3509452342987,2.4343200612521434,9.095650005340577,1.878974340099814
SupportVectorMachine,copper,240,800,3,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,128.06214861869813,3.053547963250512,38.51807975769043,18.2863844512439
SupportVectorMachine,copper,240,800,3,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,318.1730496406555,12.23491296016064,50.19882140159607,3.4813445515419246
SupportVectorMachine,copper,240,800,4,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,59.08776454925537,1.0446005368202003,5.22530312538147,1.118318541631386
SupportVectorMachine,copper,240,800,4,poly,0.9976339285714285,0.9976339285714285,0.9976339285714285,0.9976339285714285,56.97567887306214,1.8573604774684935,3.9763756275177,0.856883703497538
SupportVectorMachine,copper,240,800,4,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,125.95390133857727,5.897510656912237,37.5698600769043,18.516335451003314
SupportVectorMachine,copper,240,800,4,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,323.030132484436,9.270159855847382,51.49563612937927,2.1520914274940983
SupportVectorMachine,copper,240,800,5,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,55.21191430091858,2.9152065876835973,4.415236711502075,1.207797266332787
SupportVectorMachine,copper,240,800,5,poly,0.9993080357142856,0.9993080357142856,0.9993080357142856,0.9993080357142856,41.57040367126465,2.0349689601172605,3.3758115768432617,0.5722651747903651
SupportVectorMachine,copper,240,800,5,rbf,0.9897767857142856,0.9897767857142856,0.9897767857142856,0.9897767857142856,126.33836588859558,2.0975923972783845,28.717108011245728,1.9345303711463377
SupportVectorMachine,copper,240,800,5,sigmoid,0.979642857142857,0.979642857142857,0.979642857142857,0.979642857142857,320.87606863975526,3.3826268302624287,52.54645266532898,0.848524969623808
SupportVectorMachine,copper,240,1000,1,linear,0.9974999999999999,0.9974999999999999,0.9974999999999999,0.9974999999999999,58.09839391708374,2.8427850492559466,4.47905969619751,1.1818293297319347
SupportVectorMachine,copper,240,1000,1,poly,0.9856696428571429,0.9856696428571429,0.9856696428571429,0.9856696428571429,173.58516998291014,6.015732036871528,23.859597063064577,0.8586777639165519
