Model Name,learningRate,downScaleFactor,numEpochs,batchSize,Epoch,D Loss,G Loss,Img ID
GenerativeAdversarialNetwork,0.0001,20,100,45,22,0.6905291676521301,0.004120196215808392,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,23,0.693505585193634,0.003925710916519165,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,24,0.6937978267669678,0.004388430155813694,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,25,0.6921387314796448,0.005738239269703627,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,26,0.6911990642547607,0.0038370066322386265,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,27,0.6930298209190369,0.003070829203352332,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,28,0.692589521408081,0.004772938787937164,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,29,0.6935292482376099,0.0026509722229093313,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,30,0.6923164129257202,0.0027978967409580946,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,31,0.6938747763633728,0.004106056876480579,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,32,0.6926731467247009,0.004252023994922638,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,33,0.6926447749137878,0.0032938607037067413,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,34,0.6933501362800598,0.00271637924015522,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,35,0.6928378939628601,0.0043058800511062145,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,36,0.6943238973617554,0.0022393574472516775,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,37,0.6935783624649048,0.0027706848923116922,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,38,0.6921705603599548,0.0028818969149142504,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
GenerativeAdversarialNetwork,0.0001,20,100,45,39,0.6936385631561279,0.0030010940972715616,images\epochs\GenerativeAdversarialNetwork\rgDMaPWiMn
