Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,0 White M A E Loss,0 Black M A E Loss,H White M A E Loss,H Black M A E Loss,I White M A E Loss,I Black M A E Loss,J White M A E Loss,J Black M A E Loss,K White M A E Loss,K Black M A E Loss,L White M A E Loss,L Black M A E Loss,M White M A E Loss,M Black M A E Loss,N White M A E Loss,N Black M A E Loss
NN7,0.0001,8.0,40.0,True,498.0,0.0002665420062839,0.0014109169443448,7.914325396995992e-06,3.416752442717552e-05,0.0040000673122336,4.204648236433665e-05,0.0,4.514387110248208e-05,7.115599388877551e-05,4.536064419274529e-05,0.0001397933345288,4.5752110114942e-05,0.0001670660916715,5.617920930186908e-05,0.0006592939297358,5.674588804443677e-05,0.0012124025573333,6.785248406231404e-05,0.0027191954354445,5.620099448909362e-05,0.0036369586984316
