Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,0 White M A E Loss,0 Black M A E Loss,H White M A E Loss,H Black M A E Loss,I White M A E Loss,I Black M A E Loss,J White M A E Loss,J Black M A E Loss,K White M A E Loss,K Black M A E Loss,L White M A E Loss,L Black M A E Loss,M White M A E Loss,M Black M A E Loss,N White M A E Loss,N Black M A E Loss
ResNet,0.0001,8.0,40.0,True,105.0,0.0005619551986455,0.0014862850308418,9.560222582270702e-05,0.0001906826005627,0.0036782513725284,4.622421693056822e-05,0.0,0.0002425753045827,0.0032669901847839,0.0001756969839334,0.0037895371516545,0.0001231377633909,0.0039210490882396,0.0001194321705649,0.003912079334259,0.0001672191700587,0.0036748073995113,0.0001182553125545,0.0039884117742379,7.292198327680429e-05,0.004025279978911
