Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,0 White M A E Loss,0 Black M A E Loss,H White M A E Loss,H Black M A E Loss,I White M A E Loss,I Black M A E Loss,J White M A E Loss,J Black M A E Loss,K White M A E Loss,K Black M A E Loss,L White M A E Loss,L Black M A E Loss,M White M A E Loss,M Black M A E Loss,N White M A E Loss,N Black M A E Loss
UNN1,0.0001,8.0,40.0,True,460.0,0.0002696006248394,0.0014070853590965,6.394693627953529e-06,2.3781733276943365e-05,0.0040332821633497,4.0329538751393554e-05,0.0,3.902232274413109e-05,9.851622356412312e-06,3.970560307304064e-05,1.0923169126423697e-05,4.064632812514901e-05,1.977938421381017e-05,4.671959904953837e-05,0.0001613213525464,4.9026143581916885e-05,0.00064195835342,6.87679663921396e-05,0.0021805857618649,5.6470635657509166e-05,0.0040045102437337
