Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,0 White M A E Loss,0 Black M A E Loss,H White M A E Loss,H Black M A E Loss,I White M A E Loss,I Black M A E Loss,J White M A E Loss,J Black M A E Loss,K White M A E Loss,K Black M A E Loss,L White M A E Loss,L Black M A E Loss,M White M A E Loss,M Black M A E Loss,N White M A E Loss,N Black M A E Loss
VAE4,0.0001,8.0,40.0,True,407.0,0.0015183540681997,0.0014085503915945,1.5968131871583562e-05,5.052306223660707e-05,0.0039839524693166,2.470230683684349e-05,0.0,2.187557790117959e-05,5.740982790788015e-05,1.7302494961768387e-05,0.0001563781717171,1.7041066894307732e-05,0.0001631565702458,3.256106671566765e-05,0.0018811871608098,4.569593196113904e-05,0.0020152850697437,2.9507580135638517e-05,0.0032458201050758,3.188217912490169e-05,0.003871809442838
