Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,BCE Loss,BCELogits Loss,MSE Loss,MAE Loss,S S I M Loss,0 White M A E Loss,0 Black M A E Loss,H White M A E Loss,H Black M A E Loss,I White M A E Loss,I Black M A E Loss,J White M A E Loss,J Black M A E Loss,K White M A E Loss,K Black M A E Loss,L White M A E Loss,L Black M A E Loss,M White M A E Loss,M Black M A E Loss,N White M A E Loss,N Black M A E Loss
CNN6,0.0001,8.0,40.0,True,483.0,0.0003207553798953,0.0014249657591183,2.4274587243174517e-05,7.186394650489092e-05,0.0038102175740584,3.878196779017647e-05,0.0,7.430257586141428e-05,0.0003892607366045,6.773443116496007e-05,0.0009114521866043,7.890800479799509e-05,0.0007518149291475,8.008696604520083e-05,0.0018202944348255,8.20608576759696e-05,0.0019994165748357,6.547792193790277e-05,0.0035082099338372,5.497126063952843e-05,0.0039486827949682
