Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,D B C E Loss,BCE Loss,D B C E Logits Loss,BCELogits Loss,D M S E Loss,MSE Loss,D M A E Loss,MAE Loss,D S S I M Loss,S S I M Loss,D 0 White M A E Loss,0 White M A E Loss,D 0 Black M A E Loss,0 Black M A E Loss,D H White M A E Loss,H White M A E Loss,D H Black M A E Loss,H Black M A E Loss,D I White M A E Loss,I White M A E Loss,D I Black M A E Loss,I Black M A E Loss,D J White M A E Loss,J White M A E Loss,D J Black M A E Loss,J Black M A E Loss,D K White M A E Loss,K White M A E Loss,D K Black M A E Loss,K Black M A E Loss,D L White M A E Loss,L White M A E Loss,D L Black M A E Loss,L Black M A E Loss,D M White M A E Loss,M White M A E Loss,D M Black M A E Loss,M Black M A E Loss,D N White M A E Loss,N White M A E Loss,D N Black M A E Loss,N Black M A E Loss
DCGAN2,0.0001,8.0,40.0,True,497.0,3.445027782648357e-15,0.0034066202739874,0.0020966852704683,0.001418520634373,3.612419896441133e-26,3.422854157785575e-05,3.445027782648357e-15,9.114965020368496e-05,0.0,0.0038069462376458,0.0,2.414794774570813e-06,0.0,0.0,0.0,2.425411754908661e-05,0.0,0.0006688964242736,0.0,3.679568956916531e-05,0.0,0.0011062865455945,0.0,2.5480665499344468e-05,0.0,0.0009607578938206,0.0,2.014140288035075e-05,0.0,0.0025944955646991,0.0,2.2424920462071896e-05,0.0,0.0026806220412254,0.0,1.167846688379844e-05,0.0,0.0037582375109195,0.0,3.6070991579132777e-06,0.0,0.0041642412543296
