Model Name,Learning Rate,Down Scale Factor,Batch Size,Noise,Epoch,D B C E Loss,BCE Loss,D B C E Logits Loss,BCELogits Loss,D M S E Loss,MSE Loss,D M A E Loss,MAE Loss,D S S I M Loss,S S I M Loss,D 0 White M A E Loss,0 White M A E Loss,D 0 Black M A E Loss,0 Black M A E Loss,D H White M A E Loss,H White M A E Loss,D H Black M A E Loss,H Black M A E Loss,D I White M A E Loss,I White M A E Loss,D I Black M A E Loss,I Black M A E Loss,D J White M A E Loss,J White M A E Loss,D J Black M A E Loss,J Black M A E Loss,D K White M A E Loss,K White M A E Loss,D K Black M A E Loss,K Black M A E Loss,D L White M A E Loss,L White M A E Loss,D L Black M A E Loss,L Black M A E Loss,D M White M A E Loss,M White M A E Loss,D M Black M A E Loss,M Black M A E Loss,D N White M A E Loss,N White M A E Loss,D N Black M A E Loss,N Black M A E Loss
GAN7,0.0001,8.0,40.0,True,499.0,0.0007662985473871,0.0022288041810194,0.0023181530336538,0.0014036352435747,0.0001990479261924,1.0430580005049706e-05,0.0005306228995323,4.565227621545394e-05,0.0,0.0040092329149067,0.0,1.437760074622929e-05,0.0,0.0,0.0,1.673655545649429e-05,0.0,3.561548267801603e-05,0.0,1.7005399179955323e-05,0.0,7.143653153131405e-05,0.0,1.909931500752767e-05,0.0,6.71115160609285e-05,0.0,2.7823162963613867e-05,0.0,0.0005874993279576,0.0,3.12479620333761e-05,0.0,0.0013511137415965,0.0,3.748996338496605e-05,0.0,0.0031873047351837,0.0,1.936417732698222e-05,0.0,0.0040954187512397
